case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
papers,crossref,id,Scholarly Paper,id,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,work_type,Scholarly Paper,type,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,title_text,Scholarly Paper,title,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,contributor_names,Scholarly Paper,authors,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,issued_year,Scholarly Paper,publication_year,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,container_title,Scholarly Paper,journal,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,volume_id,Scholarly Paper,volume,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,issue_id,Scholarly Paper,issue,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,page_first,Scholarly Paper,first_page,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,page_last,Scholarly Paper,last_page,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,reference_total,Scholarly Paper,referenced_works_count,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,crossref,cited_total,Scholarly Paper,cited_by_count,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/crossref_mapping.csv
papers,dblp,id,Scholarly Paper,id,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,entry_type,Scholarly Paper,type,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,publication_title,Scholarly Paper,title,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,author_list,Scholarly Paper,authors,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,pub_year,Scholarly Paper,publication_year,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,venue_name,Scholarly Paper,journal,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,volume_no,Scholarly Paper,volume,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,issue_no,Scholarly Paper,issue,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,page_start,Scholarly Paper,first_page,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,dblp,page_finish,Scholarly Paper,last_page,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/dblp_mapping.csv
papers,open_alex,id,Scholarly Paper,id,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,work_kind,Scholarly Paper,type,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,display_title,Scholarly Paper,title,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,authors_list,Scholarly Paper,authors,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,year_published,Scholarly Paper,publication_year,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,source_name,Scholarly Paper,journal,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,volume_tag,Scholarly Paper,volume,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,issue_tag,Scholarly Paper,issue,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,start_page,Scholarly Paper,first_page,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,end_page,Scholarly Paper,last_page,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,refs_count,Scholarly Paper,referenced_works_count,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
papers,open_alex,citations_count,Scholarly Paper,cited_by_count,0.95,llm_based_matching,DI-Bench/runs/papers/schema_matching/mappings/open_alex_mapping.csv
