case,strategy,split,attribute,accuracy,correct,total,source_file
papers,heuristic,provided_validation,authors,0.07,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,journal,0.8901098901098901,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,issue,0.9,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,last_page,0.9310344827586208,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,first_page,0.9770114942528736,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,title,0.63,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,type,0.8,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,referenced_works_count,0.7640449438202247,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,cited_by_count,0.4772727272727273,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,publication_year,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic,provided_validation,volume,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,authors,0.07,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,journal,0.8901098901098901,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,issue,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,last_page,0.9770114942528736,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,first_page,0.9770114942528736,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,title,0.63,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,type,0.8,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,referenced_works_count,0.8539325842696629,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,cited_by_count,0.5454545454545454,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,publication_year,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_no_val,provided_validation,volume,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,authors,0.55,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,journal,0.6593406593406593,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,issue,0.9875,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,last_page,0.9770114942528736,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,first_page,0.9770114942528736,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,title,0.63,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,type,0.77,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,referenced_works_count,0.7640449438202247,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,cited_by_count,0.5227272727272727,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,publication_year,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val,provided_validation,volume,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,authors,0.55,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,journal,0.6593406593406593,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,issue,0.9875,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,last_page,0.9770114942528736,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,first_page,0.9770114942528736,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,title,0.62,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,type,0.8,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,referenced_works_count,0.7640449438202247,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,cited_by_count,0.5227272727272727,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,publication_year,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,llm_val_stats,provided_validation,volume,1.0,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic_stats,provided_validation,authors,0.55,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
papers,heuristic_stats,provided_validation,journal,0.6593406593406593,,,DI-Bench/runs/papers/fusion/optimization_provided_val/comparison_summary_validation.csv
