id1,id2,score
k02_noncorner_music_00002__discogs,k02_noncorner_music_00002__musicbrainz,0.9971214076064696
discogs_5473,mbrainz_1163,0.9999507086535406
discogs_52805,mbrainz_11568,0.9999244962270538
discogs_15305,mbrainz_3557,0.9803015082263294
discogs_1204,mbrainz_364,0.9999948805813563
discogs_19027,mbrainz_4460,0.9998758673331389
discogs_6178,mbrainz_1300,0.999215455284301
discogs_37889,mbrainz_8417,0.999124464708575
discogs_52197,mbrainz_4061,0.9993964808337844
discogs_15955,mbrainz_3718,0.9998784898778832
k02_noncorner_music_00001__discogs,k02_noncorner_music_00001__musicbrainz,0.9931473561279671
discogs_130299,mbrainz_22767,0.9999930325171981
discogs_70395,mbrainz_14934,0.9988262124489973
discogs_672,mbrainz_222,0.9998661056968823
discogs_65139,mbrainz_14081,0.9999775535095998
discogs_42500,mbrainz_9467,0.9995966918003313
discogs_65571,mbrainz_14081,0.9999775535095998
k02_noncorner_music_00013__discogs,k02_noncorner_music_00013__musicbrainz,0.9856272284546332
discogs_96377,mbrainz_8220,0.9979798672403227
discogs_26153,mbrainz_5998,0.9994131857466095
discogs_87352,mbrainz_17173,0.9998672685039864
k02_noncorner_music_00000__discogs,k02_noncorner_music_00000__musicbrainz,0.9955846661425651
discogs_53166,mbrainz_11647,0.9998212848433946
k02_noncorner_music_00006__discogs,k02_noncorner_music_00006__musicbrainz,0.9317899324745398
discogs_19604,mbrainz_4598,0.9997059265987539
k02_noncorner_music_00016__discogs,k02_noncorner_music_00016__musicbrainz,0.9940117338439229
k02_noncorner_music_00007__discogs,k02_noncorner_music_00007__musicbrainz,0.9892869168619324
discogs_48119,mbrainz_10603,0.9994668822692939
discogs_341,mbrainz_154,0.9990522253381597
discogs_719,mbrainz_242,0.9995456167476902
k02_noncorner_music_00003__discogs,k02_noncorner_music_00003__musicbrainz,0.9893789788564415
discogs_38713,mbrainz_8627,0.9999512114359025
discogs_17171,mbrainz_4012,0.9984899872618348
discogs_62428,mbrainz_13515,0.9995236411830379
discogs_13472,mbrainz_3098,0.9997641827981304
discogs_59802,mbrainz_12997,0.9996762992287721
discogs_1018,mbrainz_317,0.9983278810576145
discogs_34731,mbrainz_7736,0.9999592750945911
discogs_92114,mbrainz_17729,0.9998964416236488
discogs_53785,mbrainz_11773,0.9998111459010915
k02_noncorner_music_00033__discogs,k02_noncorner_music_00033__musicbrainz,0.9961761751030451
discogs_12560,mbrainz_2891,0.9997525116232517
discogs_5850,mbrainz_1240,0.9992386255947913
discogs_51954,mbrainz_10399,0.9998939076019279
discogs_2253,mbrainz_542,0.9998325696624302
discogs_64058,mbrainz_16569,0.9995194174152411
discogs_9681,mbrainz_2190,0.9999807206731892
discogs_22963,mbrainz_5315,0.9999315320833743
discogs_77295,mbrainz_15931,0.9992531639312258
discogs_74446,mbrainz_33634,0.9993617069968853
discogs_66158,mbrainz_14177,0.9905906928171582
k02_noncorner_music_00027__discogs,k02_noncorner_music_00027__musicbrainz,0.9404163461044934
discogs_1183,mbrainz_359,0.9999620566099086
discogs_899,mbrainz_298,0.9998698134740701
discogs_61,mbrainz_25,0.9995556389450477
discogs_111015,mbrainz_19858,0.9993904111398318
k02_noncorner_music_00022__discogs,k02_noncorner_music_00022__musicbrainz,0.9949021246808639
k02_noncorner_music_00005__discogs,k02_noncorner_music_00005__musicbrainz,0.9892869168619324
discogs_81191,mbrainz_16320,0.9998731804868969
k02_noncorner_music_00010__discogs,k02_noncorner_music_00010__musicbrainz,0.9856272284546332
discogs_196004,mbrainz_8287,0.9884013481995891
discogs_150976,mbrainz_8287,0.9985669691170076
discogs_9616,mbrainz_2170,0.999857662050449
discogs_97332,mbrainz_18089,0.999602078612729
discogs_8076,mbrainz_1692,0.9998093090221497
discogs_37290,mbrainz_8285,0.9996009581333276
discogs_67721,mbrainz_14464,0.9971327351254293
discogs_111609,mbrainz_4266,0.9999080857526996
discogs_85082,mbrainz_16858,0.9984074555679213
discogs_2310,mbrainz_557,0.9988685760624414
discogs_72815,mbrainz_15395,0.9996082324321542
k02_noncorner_music_00024__discogs,k02_noncorner_music_00024__musicbrainz,0.9906777996917561
discogs_10086,mbrainz_2296,0.9998585183920957
discogs_740,mbrainz_30835,0.9999543383139173
discogs_32243,mbrainz_7209,0.9997476741396963
discogs_77509,mbrainz_16001,0.9999630246309655
k02_noncorner_music_00021__discogs,k02_noncorner_music_00021__musicbrainz,0.9834310401891094
discogs_67084,mbrainz_14341,0.9997994188783995
discogs_23754,mbrainz_5479,0.9996602500480597
discogs_16958,mbrainz_3967,0.9994725210475929
discogs_77677,mbrainz_16097,0.9998698134740701
k04__fab__discogs__lastFM_35826,mbrainz_15966,0.9974544649817964
discogs_138635,mbrainz_24092,0.9989165215610727
discogs_62127,mbrainz_13464,0.9986202491551643
discogs_18909,mbrainz_1233,0.9998759370383978
discogs_73305,mbrainz_15482,0.9969623354368315
discogs_46672,mbrainz_10328,0.9991084057856842
discogs_12055,mbrainz_2760,0.9996475153912736
discogs_8143,mbrainz_1718,0.9982441906040546
discogs_50376,mbrainz_11044,0.999703066614033
discogs_41511,mbrainz_9239,0.9999138531050769
discogs_202,mbrainz_90,0.9993094864020796
k02_noncorner_music_00028__discogs,k02_noncorner_music_00028__musicbrainz,0.8472332220606537
discogs_33118,mbrainz_7379,0.9998343028504416
k02_noncorner_music_00012__discogs,k02_noncorner_music_00012__musicbrainz,0.9961761751030451
discogs_36981,mbrainz_8220,0.9993220835761804
k02_noncorner_music_00015__discogs,k02_noncorner_music_00015__musicbrainz,0.9981551809159925
discogs_24523,mbrainz_5630,0.9997441334929814
discogs_224,mbrainz_98,0.9999740388107141
discogs_25297,mbrainz_5801,0.9984899175193205
discogs_22924,mbrainz_5311,0.9995389850172841
k02_noncorner_music_00034__discogs,k02_noncorner_music_00034__musicbrainz,0.9856272284546332
discogs_141169,mbrainz_24503,0.9994284350575645
discogs_19411,mbrainz_4547,0.999366566964418
discogs_37589,mbrainz_8350,0.999973067777002
discogs_111970,mbrainz_19993,0.9994653309349589
discogs_11055,mbrainz_2530,0.9995631986496839
discogs_727,mbrainz_244,0.9998178438498703
discogs_18378,mbrainz_4296,0.9998363824866187
discogs_45502,mbrainz_10099,0.9998862230752709
discogs_24349,mbrainz_5596,0.9994350212810882
k02_noncorner_music_00014__discogs,k02_noncorner_music_00014__musicbrainz,0.9948576879592764
discogs_29377,mbrainz_6678,0.9980325340874946
discogs_79952,mbrainz_16191,0.9991233338100356
k02_noncorner_music_00038__discogs,k02_noncorner_music_00038__musicbrainz,0.9856272284546332
discogs_64063,mbrainz_11466,0.9999041543093525
discogs_45564,mbrainz_10112,0.9999316378797607
discogs_15655,mbrainz_3650,0.9990703832713531
k02_noncorner_music_00036__discogs,k02_noncorner_music_00036__musicbrainz,0.9949021246808639
discogs_37577,mbrainz_8346,0.9654331152637101
k02_noncorner_music_00035__discogs,k02_noncorner_music_00035__musicbrainz,0.9931473561279671
discogs_6091,mbrainz_1282,0.9991978265903401
k02_noncorner_music_00025__discogs,k02_noncorner_music_00025__musicbrainz,0.921388618820829
k02_noncorner_music_00020__discogs,k02_noncorner_music_00020__musicbrainz,0.9955846661425651
discogs_128567,mbrainz_22456,0.9998785727625166
k02_noncorner_music_00004__discogs,k02_noncorner_music_00004__musicbrainz,0.9656648174364942
discogs_46122,mbrainz_10209,0.999835266503208
discogs_6694,mbrainz_1389,0.9999247907523668
discogs_103809,mbrainz_19105,0.9999650577812604
discogs_19339,mbrainz_4533,0.9997546390958288
k04__fab__discogs__lastFM_5680,mbrainz_2676,0.9994871866821826
discogs_41489,mbrainz_9235,0.9994607404121642
k02_noncorner_music_00017__discogs,k02_noncorner_music_00017__musicbrainz,0.9940634371626798
discogs_38142,mbrainz_8476,0.9997614357684711
k02_noncorner_music_00026__discogs,k02_noncorner_music_00026__musicbrainz,0.8969503316377845
discogs_66928,mbrainz_2384,0.9992869393421495
discogs_71795,mbrainz_15458,0.980741693738842
k02_noncorner_music_00019__discogs,k02_noncorner_music_00019__musicbrainz,0.9892869168619324
discogs_114392,mbrainz_20366,0.9997798601579172
discogs_25044,mbrainz_5748,0.99975927656402
k02_noncorner_music_00023__discogs,k02_noncorner_music_00023__musicbrainz,0.9892869168619324
discogs_71066,mbrainz_14657,0.9987572871581767
discogs_121414,mbrainz_21395,0.9994380460774456
discogs_29,mbrainz_13,0.9990538783254073
discogs_16634,mbrainz_3895,0.9998093090221497
discogs_45541,mbrainz_10107,0.9990953987296832
discogs_715,mbrainz_239,0.9998725861549845
discogs_49473,mbrainz_2393,0.995967473104523
discogs_19833,mbrainz_4601,0.9986932483864039
discogs_42216,mbrainz_2650,0.999852477833891
discogs_35983,mbrainz_8024,0.9993611329043742
k04__fab__discogs__lastFM_72717,mbrainz_29147,0.9974544649817964
discogs_40562,mbrainz_9028,0.9997222860306951
discogs_135704,mbrainz_23596,0.9979684063492309
discogs_174089,mbrainz_7467,0.9997529850800748
discogs_9490,mbrainz_2139,0.9998919371160525
discogs_9434,mbrainz_2117,0.9995147444324898
discogs_10670,mbrainz_2398,0.999078450172729
discogs_17149,mbrainz_3734,0.9998263885886131
discogs_161633,mbrainz_3734,0.9961619328306569
discogs_12467,mbrainz_2867,0.9998379586158522
discogs_39224,mbrainz_8738,0.9999597369624453
discogs_80191,mbrainz_16225,0.9999201285030607
discogs_490,mbrainz_163,0.9999374670819398
discogs_85320,mbrainz_16881,0.9999147531906658
discogs_93800,mbrainz_17860,0.9999946733998697
discogs_89622,mbrainz_28045,0.9584812346447438
discogs_42029,mbrainz_9373,0.9989051247302637
discogs_61374,mbrainz_13316,0.9999321664904405
discogs_743,mbrainz_253,0.9996475153912736
discogs_52385,mbrainz_2235,0.9999926376422442
discogs_74107,mbrainz_13210,0.9991122220714339
discogs_28006,mbrainz_6390,0.9996547960617961
discogs_114666,mbrainz_20280,0.9993846885465212
discogs_126743,mbrainz_22031,0.9788949606189453
discogs_40584,mbrainz_9033,0.9997440910349187
discogs_18235,mbrainz_4266,0.9998920344820111
discogs_126816,mbrainz_22176,0.999863534338354
discogs_59399,mbrainz_12926,0.999901522427747
discogs_19822,mbrainz_4644,0.9996602500480597
discogs_25892,mbrainz_5936,0.9998818443511467
discogs_12337,mbrainz_2835,0.9999722019255061
discogs_139629,mbrainz_16932,0.9998410654791846
discogs_16242,mbrainz_3793,0.9994821354660693
discogs_48352,mbrainz_10646,0.9998255254647319
discogs_6814,mbrainz_1418,0.9998074542803476
discogs_62295,mbrainz_12578,0.9973672563101935
discogs_127350,mbrainz_22272,0.9991469071529543
discogs_769,mbrainz_263,0.9992645177852003
