entity_id,source,attribute,original_value,reason,knob,level
crossref-01033,crossref,cited_by_count,9.0,numeric_jitter_exhausted_retries,6,easy
crossref-02123,crossref,cited_by_count,10.0,numeric_jitter_exhausted_retries,6,easy
crossref-04037,crossref,cited_by_count,26.0,numeric_jitter_exhausted_retries,6,easy
crossref-04966,crossref,cited_by_count,10.0,operator_case_corrupt_no_effect,6,easy
crossref-05407,crossref,cited_by_count,17.0,operator_case_corrupt_no_effect,6,easy
crossref-05536,crossref,cited_by_count,69.0,numeric_jitter_exhausted_retries,6,easy
crossref-05836,crossref,cited_by_count,381.0,numeric_jitter_exhausted_retries,6,easy
crossref-06472,crossref,cited_by_count,6.0,numeric_jitter_exhausted_retries,6,easy
crossref-06982,crossref,cited_by_count,20.0,numeric_jitter_exhausted_retries,6,easy
crossref-07471,crossref,cited_by_count,123.0,numeric_jitter_exhausted_retries,6,easy
crossref-07664,crossref,cited_by_count,79.0,numeric_jitter_exhausted_retries,6,easy
crossref-07697,crossref,cited_by_count,12.0,numeric_jitter_exhausted_retries,6,easy
crossref-07899,crossref,cited_by_count,39.0,numeric_jitter_exhausted_retries,6,easy
crossref-08257,crossref,cited_by_count,69.0,numeric_jitter_exhausted_retries,6,easy
crossref-08597,crossref,cited_by_count,14.0,numeric_jitter_exhausted_retries,6,easy
crossref-08976,crossref,cited_by_count,13.0,numeric_jitter_exhausted_retries,6,easy
crossref-09587,crossref,cited_by_count,11.0,numeric_jitter_exhausted_retries,6,easy
crossref-09725,crossref,cited_by_count,24.0,numeric_jitter_exhausted_retries,6,easy
crossref-09872,crossref,cited_by_count,19.0,numeric_jitter_exhausted_retries,6,easy
crossref-10391,crossref,cited_by_count,12.0,numeric_jitter_exhausted_retries,6,easy
crossref-10471,crossref,cited_by_count,22.0,numeric_jitter_exhausted_retries,6,easy
crossref-11620,crossref,cited_by_count,387.0,numeric_jitter_exhausted_retries,6,easy
crossref-11648,crossref,cited_by_count,20.0,numeric_jitter_exhausted_retries,6,easy
crossref-11777,crossref,cited_by_count,11.0,numeric_jitter_exhausted_retries,6,easy
crossref-11805,crossref,cited_by_count,22.0,numeric_jitter_exhausted_retries,6,easy
crossref-12337,crossref,cited_by_count,27.0,operator_case_corrupt_no_effect,6,easy
crossref-12385,crossref,cited_by_count,11.0,numeric_jitter_exhausted_retries,6,easy
crossref-12542,crossref,cited_by_count,169.0,numeric_jitter_exhausted_retries,6,easy
crossref-12698,crossref,cited_by_count,278.0,numeric_jitter_exhausted_retries,6,easy
crossref-13701,crossref,cited_by_count,113.0,operator_case_corrupt_no_effect,6,easy
crossref-14133,crossref,cited_by_count,14.0,numeric_jitter_exhausted_retries,6,easy
crossref-14381,crossref,cited_by_count,62.0,numeric_jitter_exhausted_retries,6,easy
crossref-14416,crossref,cited_by_count,41.0,numeric_jitter_exhausted_retries,6,easy
crossref-15105,crossref,cited_by_count,63.0,numeric_jitter_exhausted_retries,6,easy
crossref-15121,crossref,cited_by_count,19.0,numeric_jitter_exhausted_retries,6,easy
crossref-15446,crossref,cited_by_count,13.0,numeric_jitter_exhausted_retries,6,easy
crossref-16328,crossref,cited_by_count,37.0,numeric_jitter_exhausted_retries,6,easy
crossref-16861,crossref,cited_by_count,10.0,numeric_jitter_exhausted_retries,6,easy
crossref-17160,crossref,cited_by_count,361.0,numeric_jitter_exhausted_retries,6,easy
crossref-17771,crossref,cited_by_count,19.0,numeric_jitter_exhausted_retries,6,easy
crossref-18219,crossref,cited_by_count,6.0,numeric_jitter_exhausted_retries,6,easy
crossref-18525,crossref,cited_by_count,8.0,numeric_jitter_exhausted_retries,6,easy
crossref-18733,crossref,cited_by_count,28.0,numeric_jitter_exhausted_retries,6,easy
crossref-18750,crossref,cited_by_count,11.0,numeric_jitter_exhausted_retries,6,easy
crossref-18851,crossref,cited_by_count,14.0,operator_case_corrupt_no_effect,6,easy
crossref-19106,crossref,cited_by_count,20.0,numeric_jitter_exhausted_retries,6,easy
crossref-19181,crossref,cited_by_count,6.0,numeric_jitter_exhausted_retries,6,easy
crossref-19608,crossref,cited_by_count,3.0,operator_case_corrupt_no_effect,6,easy
crossref-19630,crossref,cited_by_count,58.0,numeric_jitter_exhausted_retries,6,easy
crossref-20148,crossref,cited_by_count,12.0,numeric_jitter_exhausted_retries,6,easy
crossref-20174,crossref,cited_by_count,18.0,numeric_jitter_exhausted_retries,6,easy
crossref-20663,crossref,cited_by_count,12.0,numeric_jitter_exhausted_retries,6,easy
crossref-20940,crossref,cited_by_count,15.0,operator_case_corrupt_no_effect,6,easy
crossref-21107,crossref,cited_by_count,10.0,numeric_jitter_exhausted_retries,6,easy
crossref-21201,crossref,cited_by_count,8.0,numeric_jitter_exhausted_retries,6,easy
crossref-22056,crossref,cited_by_count,23.0,numeric_jitter_exhausted_retries,6,easy
crossref-22451,crossref,cited_by_count,18.0,numeric_jitter_exhausted_retries,6,easy
crossref-22771,crossref,cited_by_count,38.0,numeric_jitter_exhausted_retries,6,easy
