id1,id2,score,notes
metacritic_1242,dbpedia_41374,0.9999521971,ditto_plm
metacritic_15443,dbpedia_44139,0.9999520779,ditto_plm
metacritic_7585,dbpedia_8138,0.9999518394,ditto_plm
metacritic_9699,dbpedia_42558,0.9999518394,ditto_plm
metacritic_1448,dbpedia_5877,0.999951601,ditto_plm
metacritic_6719,dbpedia_20853,0.9999513626,ditto_plm
metacritic_17958,dbpedia_5058,0.9999508858,ditto_plm
metacritic_17819,dbpedia_40337,0.9999508858,ditto_plm
metacritic_8617,dbpedia_48474,0.9999508858,ditto_plm
metacritic_17681,dbpedia_39077,0.9999508858,ditto_plm
metacritic_11791,dbpedia_8567,0.9999507666,ditto_plm
metacritic_3286,dbpedia_55211,0.9999506474,ditto_plm
metacritic_3185,dbpedia_45491,0.9999505281,ditto_plm
metacritic_306,dbpedia_7581,0.9999505281,ditto_plm
metacritic_19052,dbpedia_49391,0.9999505281,ditto_plm
metacritic_1313,dbpedia_35107,0.9999505281,ditto_plm
metacritic_3742,dbpedia_42697,0.9999502897,ditto_plm
metacritic_2177,dbpedia_19640,0.9999501705,ditto_plm
metacritic_3776,dbpedia_15585,0.9999500513,ditto_plm
metacritic_9125,dbpedia_48190,0.9999500513,ditto_plm
metacritic_18458,dbpedia_31934,0.9999500513,ditto_plm
metacritic_3313,dbpedia_15564,0.9999500513,ditto_plm
metacritic_17606,dbpedia_53216,0.9999499321,ditto_plm
metacritic_2778,dbpedia_1440,0.9999499321,ditto_plm
metacritic_13664,dbpedia_51651,0.9999499321,ditto_plm
metacritic_14692,dbpedia_41604,0.9999499321,ditto_plm
metacritic_6702,dbpedia_58590,0.9999498129,ditto_plm
metacritic_2559,dbpedia_6378,0.9999498129,ditto_plm
metacritic_2758,dbpedia_47271,0.9999496937,ditto_plm
metacritic_16721,dbpedia_33955,0.9999496937,ditto_plm
metacritic_3743,dbpedia_56868,0.9999496937,ditto_plm
metacritic_18961,dbpedia_46,0.9999496937,ditto_plm
metacritic_4804,dbpedia_31068,0.9999495745,ditto_plm
metacritic_1885,dbpedia_56606,0.9999495745,ditto_plm
metacritic_636,dbpedia_3445,0.9999495745,ditto_plm
metacritic_389,dbpedia_50028,0.9999495745,ditto_plm
metacritic_17743,dbpedia_51831,0.9999494553,ditto_plm
metacritic_12885,dbpedia_26546,0.9999494553,ditto_plm
metacritic_7330,dbpedia_348,0.9999494553,ditto_plm
metacritic_15796,dbpedia_711,0.9999494553,ditto_plm
metacritic_19995,dbpedia_58122,0.9999494553,ditto_plm
metacritic_3279,dbpedia_7901,0.9999493361,ditto_plm
metacritic_12860,dbpedia_54861,0.9999493361,ditto_plm
metacritic_11573,dbpedia_16686,0.9999493361,ditto_plm
metacritic_6150,dbpedia_25715,0.9999493361,ditto_plm
metacritic_5275,dbpedia_2375,0.9999493361,ditto_plm
metacritic_7211,dbpedia_31362,0.9999492168,ditto_plm
metacritic_20475,dbpedia_46604,0.9999492168,ditto_plm
metacritic_6935,dbpedia_43790,0.9999492168,ditto_plm
metacritic_13796,dbpedia_9542,0.9999492168,ditto_plm
metacritic_5137,dbpedia_1944,0.9999490976,ditto_plm
metacritic_11743,dbpedia_27767,0.9999490976,ditto_plm
metacritic_16459,dbpedia_44191,0.9999490976,ditto_plm
metacritic_7247,dbpedia_20063,0.9999490976,ditto_plm
metacritic_19309,dbpedia_28474,0.9999490976,ditto_plm
metacritic_3721,dbpedia_33122,0.9999489784,ditto_plm
metacritic_19736,dbpedia_34477,0.9999489784,ditto_plm
metacritic_19178,dbpedia_22719,0.9999489784,ditto_plm
metacritic_17586,dbpedia_20911,0.9999489784,ditto_plm
metacritic_1659,dbpedia_4183,0.9999489784,ditto_plm
metacritic_10479,dbpedia_17260,0.9999489784,ditto_plm
metacritic_8674,dbpedia_35561,0.9999489784,ditto_plm
metacritic_3466,dbpedia_23736,0.9999489784,ditto_plm
metacritic_14974,dbpedia_38749,0.9999489784,ditto_plm
metacritic_18887,dbpedia_9866,0.9999488592,ditto_plm
metacritic_13060,dbpedia_36054,0.9999488592,ditto_plm
metacritic_4671,dbpedia_30519,0.9999488592,ditto_plm
metacritic_16739,dbpedia_17295,0.9999488592,ditto_plm
metacritic_9328,dbpedia_20044,0.9999488592,ditto_plm
metacritic_3413,dbpedia_10150,0.9999488592,ditto_plm
metacritic_11012,dbpedia_7500,0.9999488592,ditto_plm
metacritic_6801,dbpedia_56369,0.9999488592,ditto_plm
metacritic_12448,dbpedia_15523,0.9999488592,ditto_plm
metacritic_13156,dbpedia_45331,0.9999488592,ditto_plm
metacritic_7,dbpedia_52479,0.9999488592,ditto_plm
metacritic_18658,dbpedia_41180,0.9999488592,ditto_plm
metacritic_3320,dbpedia_6589,0.99994874,ditto_plm
metacritic_13895,dbpedia_14638,0.99994874,ditto_plm
metacritic_19370,dbpedia_3743,0.9999486208,ditto_plm
metacritic_4721,dbpedia_51130,0.9999486208,ditto_plm
metacritic_715,dbpedia_63643,0.9999485016,ditto_plm
metacritic_16614,dbpedia_33108,0.9999485016,ditto_plm
metacritic_10566,dbpedia_62642,0.9999485016,ditto_plm
metacritic_10131,dbpedia_38166,0.9999485016,ditto_plm
metacritic_2085,dbpedia_22068,0.9999485016,ditto_plm
metacritic_16727,dbpedia_19210,0.9999485016,ditto_plm
metacritic_16243,dbpedia_24462,0.9999485016,ditto_plm
