case,strategy,split,attribute,accuracy,correct,total,source_file
companies-augmented-easy,heuristic,provided_validation,founded,0.7058823529411765,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic,provided_validation,assets,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic,provided_validation,revenue,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic,provided_validation,country,0.7878787878787878,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic,provided_validation,name,0.58,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic,provided_validation,city,0.2941176470588235,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_no_val,provided_validation,founded,0.7205882352941176,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_no_val,provided_validation,assets,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_no_val,provided_validation,revenue,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_no_val,provided_validation,country,0.7878787878787878,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_no_val,provided_validation,name,0.58,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_no_val,provided_validation,city,0.2941176470588235,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val,provided_validation,founded,0.7205882352941176,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val,provided_validation,assets,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val,provided_validation,revenue,0.01,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val,provided_validation,country,0.8383838383838383,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val,provided_validation,name,0.71,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val,provided_validation,city,0.4117647058823529,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val_stats,provided_validation,founded,0.7058823529411765,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val_stats,provided_validation,assets,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val_stats,provided_validation,revenue,0.01,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val_stats,provided_validation,country,0.8383838383838383,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val_stats,provided_validation,name,0.71,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val_stats,provided_validation,city,0.4117647058823529,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic_stats,provided_validation,founded,0.7058823529411765,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic_stats,provided_validation,assets,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic_stats,provided_validation,revenue,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic_stats,provided_validation,country,0.8383838383838383,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic_stats,provided_validation,name,0.71,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,heuristic_stats,provided_validation,city,0.2941176470588235,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,iterative,provided_validation,founded,0.7205882352941176,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,iterative,provided_validation,assets,0.0,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,iterative,provided_validation,revenue,0.01,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,iterative,provided_validation,country,0.8383838383838383,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,iterative,provided_validation,name,0.71,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,iterative,provided_validation,city,0.4117647058823529,,,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-easy,llm_val__opt_provided,official_test,founded,0.48,48.0,100.0,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
companies-augmented-easy,llm_val__opt_provided,official_test,assets,0.0,0.0,100.0,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
companies-augmented-easy,llm_val__opt_provided,official_test,revenue,0.03,3.0,100.0,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
companies-augmented-easy,llm_val__opt_provided,official_test,country,0.88,88.0,100.0,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
companies-augmented-easy,llm_val__opt_provided,official_test,name,0.86,86.0,100.0,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
companies-augmented-easy,llm_val__opt_provided,official_test,city,0.29,28.999999999999996,100.0,DI-Bench/runs/augmented/companies/easy/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
