case,strategy,split,attribute,accuracy,correct,total,source_file
music,heuristic,provided_validation,name,1.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic,provided_validation,release-date,0.84,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic,provided_validation,duration,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic,provided_validation,label,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic,provided_validation,genre,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic,provided_validation,artist,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic,provided_validation,tracks,0.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic,provided_validation,release-country,0.16,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_no_val,provided_validation,name,1.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_no_val,provided_validation,release-date,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_no_val,provided_validation,duration,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_no_val,provided_validation,label,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_no_val,provided_validation,genre,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_no_val,provided_validation,artist,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_no_val,provided_validation,tracks,0.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_no_val,provided_validation,release-country,0.16,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val,provided_validation,name,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val,provided_validation,release-date,1.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val,provided_validation,duration,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val,provided_validation,label,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val,provided_validation,genre,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val,provided_validation,artist,1.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val,provided_validation,tracks,0.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val,provided_validation,release-country,0.2,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val_stats,provided_validation,name,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val_stats,provided_validation,release-date,1.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val_stats,provided_validation,duration,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val_stats,provided_validation,label,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val_stats,provided_validation,genre,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val_stats,provided_validation,artist,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val_stats,provided_validation,tracks,0.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val_stats,provided_validation,release-country,0.2,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic_stats,provided_validation,name,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic_stats,provided_validation,release-date,1.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic_stats,provided_validation,duration,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic_stats,provided_validation,label,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic_stats,provided_validation,genre,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic_stats,provided_validation,artist,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic_stats,provided_validation,tracks,0.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,heuristic_stats,provided_validation,release-country,0.16,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,iterative,provided_validation,name,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,iterative,provided_validation,release-date,1.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,iterative,provided_validation,duration,0.92,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,iterative,provided_validation,label,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,iterative,provided_validation,genre,0.96,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,iterative,provided_validation,artist,1.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,iterative,provided_validation,tracks,0.0,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,iterative,provided_validation,release-country,0.2,,,DI-Bench/runs/music/fusion/optimization_provided_val/comparison_summary_validation.csv
music,llm_val__opt_provided,official_test,name,0.9130434782608695,21.0,23.0,DI-Bench/runs/music/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
music,llm_val__opt_provided,official_test,release-date,0.9565217391304348,22.0,23.0,DI-Bench/runs/music/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
music,llm_val__opt_provided,official_test,duration,0.6521739130434783,15.0,23.0,DI-Bench/runs/music/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
music,llm_val__opt_provided,official_test,label,0.9375,15.0,16.0,DI-Bench/runs/music/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
music,llm_val__opt_provided,official_test,artist,0.9130434782608695,21.0,23.0,DI-Bench/runs/music/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
music,llm_val__opt_provided,official_test,tracks,0.6086956521739131,14.0,23.0,DI-Bench/runs/music/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
music,llm_val__opt_provided,official_test,release-country,0.8695652173913043,20.0,23.0,DI-Bench/runs/music/fusion/optimization_provided_val/case_llm_val__opt_provided/evaluation/eval_test.json
