entity_id,source,attribute,original_value,reason,knob,level
dbpedia_422,dbpedia,genre,Adventure game,closeness_floor_exhausted_retries,6,easy
dbpedia_572,dbpedia,genre,Adventure game,closeness_floor_exhausted_retries,6,easy
dbpedia_739,dbpedia,genre,Survival horror,closeness_floor_exhausted_retries,6,easy
dbpedia_887,dbpedia,genre,Action game,closeness_floor_exhausted_retries,6,easy
dbpedia_2328,dbpedia,genre,Puzzle game,closeness_floor_exhausted_retries,6,easy
dbpedia_2990,dbpedia,genre,Hack and slash,closeness_floor_exhausted_retries,6,easy
dbpedia_3077,dbpedia,genre,Sports game,closeness_floor_exhausted_retries,6,easy
dbpedia_3188,dbpedia,genre,Pinball,closeness_floor_exhausted_retries,6,easy
dbpedia_3692,dbpedia,genre,Puzzle video game,closeness_floor_exhausted_retries,6,easy
dbpedia_6010,dbpedia,genre,Platform game,closeness_floor_exhausted_retries,6,easy
dbpedia_6705,dbpedia,genre,Action game,closeness_floor_exhausted_retries,6,easy
dbpedia_7571,dbpedia,genre,Sports game,closeness_floor_exhausted_retries,6,easy
dbpedia_7849,dbpedia,genre,Fighting game,closeness_floor_exhausted_retries,6,easy
dbpedia_8057,dbpedia,genre,Puzzle video game,closeness_floor_exhausted_retries,6,easy
dbpedia_8567,dbpedia,genre,Puzzle-platform game,closeness_floor_exhausted_retries,6,easy
dbpedia_9083,dbpedia,genre,Sports video game,closeness_floor_exhausted_retries,6,easy
dbpedia_10013,dbpedia,genre,Action-adventure game,closeness_floor_exhausted_retries,6,easy
dbpedia_10644,dbpedia,genre,Racing game,closeness_floor_exhausted_retries,6,easy
dbpedia_12820,dbpedia,genre,Puzzle-platform game,closeness_floor_exhausted_retries,6,easy
dbpedia_13071,dbpedia,genre,Third-person shooter,closeness_floor_exhausted_retries,6,easy
dbpedia_14598,dbpedia,genre,Fighting game,closeness_floor_exhausted_retries,6,easy
dbpedia_14701,dbpedia,genre,Nonlinear gameplay,closeness_floor_exhausted_retries,6,easy
dbpedia_15353,dbpedia,genre,Action game,closeness_floor_exhausted_retries,6,easy
dbpedia_16232,dbpedia,genre,Action-adventure,closeness_floor_exhausted_retries,6,easy
dbpedia_17271,dbpedia,genre,Action-adventure game,closeness_floor_exhausted_retries,6,easy
dbpedia_17989,dbpedia,genre,Action game,closeness_floor_exhausted_retries,6,easy
dbpedia_19047,dbpedia,genre,Platform game,closeness_floor_exhausted_retries,6,easy
dbpedia_19946,dbpedia,genre,Metroidvania,closeness_floor_exhausted_retries,6,easy
dbpedia_20263,dbpedia,genre,Flight simulator,closeness_floor_exhausted_retries,6,easy
dbpedia_21138,dbpedia,genre,Sports game,closeness_floor_exhausted_retries,6,easy
dbpedia_21555,dbpedia,genre,Strategy game,closeness_floor_exhausted_retries,6,easy
dbpedia_21885,dbpedia,genre,Action role-playing video game,closeness_floor_exhausted_retries,6,easy
dbpedia_21965,dbpedia,genre,Party game,closeness_floor_exhausted_retries,6,easy
dbpedia_23092,dbpedia,genre,Action-adventure game,closeness_floor_exhausted_retries,6,easy
dbpedia_23972,dbpedia,genre,Snowboarding video game,closeness_floor_exhausted_retries,6,easy
dbpedia_24120,dbpedia,genre,Sports video game,closeness_floor_exhausted_retries,6,easy
dbpedia_24342,dbpedia,genre,Sandbox game,closeness_floor_exhausted_retries,6,easy
dbpedia_24723,dbpedia,genre,Role-playing video game,closeness_floor_exhausted_retries,6,easy
dbpedia_26138,dbpedia,genre,Stealth game,closeness_floor_exhausted_retries,6,easy
dbpedia_27579,dbpedia,genre,Board game,closeness_floor_exhausted_retries,6,easy
dbpedia_28100,dbpedia,genre,Beat 'em up,closeness_floor_exhausted_retries,6,easy
dbpedia_28107,dbpedia,genre,Fighting game,closeness_floor_exhausted_retries,6,easy
