id1,id2,label,is_hard
1213105,28427631,0,False
28212814,44467616,0,True
72884596,22682699,0,False
29807017,30810033,0,True
98009535,73218575,0,True
20151064,9862128,0,True
74413605,42545174,0,False
74655572,61334954,0,False
1213105,76841345,0,True
25980043,83113335,0,False
10126197,63883182,0,False
30865647,75651957,1,False
15497680,57791150,0,False
19001308,68203373,0,True
43481409,25538622,1,False
26441327,27197488,0,False
14296399,25538622,0,True
45252731,15893156,1,False
6477979,73218575,0,True
9291809,57791150,1,False
24041154,24741463,0,False
91998940,50331120,1,False
34973375,9482772,0,True
4330,15893156,0,True
3957588,37065189,0,True
25769761,81137712,0,True
6817605,11732386,0,True
81243770,66536481,0,True
34235154,23561252,0,True
98557440,13794201,1,False
3323341,9862128,0,True
21120112,11732386,0,True
64910586,89481148,1,False
44486080,52207516,0,True
27965637,31237395,0,True
14827250,14266147,0,False
22415142,31237395,0,True
36829921,59832775,1,False
71962852,94735407,0,False
28204167,75126756,0,False
58505382,8744844,1,False
62197544,11732386,0,True
21663730,58710753,1,False
67312605,13794201,0,False
57780651,16352584,0,True
34235154,10397588,0,False
27965637,76841345,0,True
90249643,34895312,0,False
10958685,9633655,0,True
1367517,44625958,0,True
12120697,83113335,1,False
33428043,88035996,0,False
67266823,12359067,1,False
86835292,95926675,1,False
33662403,95552757,1,False
72884596,28427631,0,True
33615110,75126756,0,True
67266823,2406635,0,True
73035052,62425231,0,True
52518330,22682699,0,False
72112341,26311140,0,False
9545127,20058002,1,False
62202191,21786677,0,True
9210121,14266147,1,False
43837358,46332445,1,False
67312605,48166649,0,True
9752639,81137712,0,True
90249643,21111016,0,True
80703508,32868569,0,False
81243770,35936132,0,False
42551174,22018751,1,False
33662403,44467616,0,True
34118962,72386549,0,True
49241259,67969093,1,False
61268150,84543151,0,False
20919659,96436782,0,False
62202191,90334771,1,False
15730411,62777263,0,False
87430670,9437121,1,False
43837358,58710753,0,False
37366005,37217536,1,False
25769761,54186963,0,True
77651287,2108011,1,False
27965637,37065189,1,False
33615110,28945201,0,False
12612826,42113643,0,True
15497680,31233436,0,True
50232345,42113643,0,False
29807017,30022546,1,False
10006478,66536481,0,True
9291809,63735890,0,True
56908938,59568884,1,False
36829921,86548095,0,True
88855243,22018751,0,False
24673290,5992480,0,True
21357223,70357864,1,False
31158408,56782191,1,False
85773146,8067918,0,False
61107059,70518638,0,True
14296399,51932172,1,False
45252731,89481148,0,True
33662403,14448756,0,False
14210025,21111016,0,False
45550541,95968974,0,False
14210025,10329471,0,True
74017051,44625958,0,False
1252810,3708141,1,False
94807470,27226970,1,False
36863105,84543151,1,False
33650372,26311140,1,False
89520680,26425849,1,False
7131523,17820388,1,False
12120697,26425849,0,True
34973375,22301275,0,False
33650372,71688211,0,True
6477979,26539871,1,False
25909923,4004646,1,False
9752639,53182926,0,False
40657837,22682699,0,False
79970974,68203373,0,True
22415142,29006522,0,False
75436923,68780322,0,False
4330,44467616,0,True
58685745,36501519,0,False
91472204,44467616,0,True
82710940,45058244,1,False
52518330,22713268,0,True
26045464,5992480,0,True
24041154,68299912,1,False
65021259,45570778,0,False
73035052,81137712,0,False
79023169,73218575,0,True
33916475,66515850,0,True
14728561,96833745,0,True
17885462,21033405,1,False
24041154,75038427,0,True
94807470,94735407,0,True
32989060,40849884,1,False
1252810,9479922,0,False
14210025,66536481,0,False
45702055,22682699,1,False
77251182,87579134,1,False
33743161,61123060,1,False
10006478,66038575,0,False
35008093,12888329,1,False
74655572,17569343,1,False
44559075,81870068,1,False
9830579,29167274,1,False
67844012,75126756,1,False
24446703,21786677,1,False
34235154,42545174,1,False
35022778,37065189,0,False
56908938,44625958,0,True
84127875,68780322,1,False
47930825,61698087,1,False
98009535,41594394,0,False
63669867,36501519,0,False
77093147,9615620,1,False
50064518,61334954,0,True
45702055,14266147,0,False
79970974,3690175,0,False
25769761,53474596,1,False
65406066,10397588,1,False
89199142,75038427,1,False
89199142,81137712,0,True
15730411,16352584,0,True
17105045,9479922,1,False
92869360,29167274,0,True
10966509,24007702,1,False
12612826,8792096,1,False
4425308,68203373,0,True
37366005,8792096,0,False
28212814,47954011,0,True
26366372,23561252,0,True
92869360,20733003,1,False
51886539,9615620,0,False
24025819,28590032,1,False
52518330,44467616,0,True
29326164,38044450,0,False
91472204,67969093,0,False
10126197,44055361,0,True
17885462,12888329,0,True
72380436,86677460,1,False
54859186,48166649,0,True
62202191,66310001,0,True
21153036,66515850,1,False
79686292,56622231,1,False
62817036,9940059,0,True
62362546,81137712,0,True
60294267,66536481,1,False
19049152,1695860,1,False
19049152,72386549,0,True
80703508,22713268,1,False
25980043,34895312,0,True
66284906,27226970,0,True
17105045,9479923,0,True
32159667,44561053,1,False
13966843,61825078,1,False
17093585,42113643,1,False
26045464,62425231,1,False
67375798,98639536,1,False
21120112,31831570,1,False
20919659,59832775,0,True
13966843,48166649,0,True
73035052,86677460,0,True
24673290,14997181,1,False
32989060,8744844,0,False
47930825,9857576,0,False
51563635,9633655,0,True
18406024,26311140,0,True
85773146,22713268,0,True
62078047,2406635,0,True
26441327,52207516,1,False
54859186,95552757,0,True
79023169,50560569,1,False
57780651,73218575,1,False
80703508,90182741,0,False
77251182,36257355,0,True
45252731,75126756,0,False
50232345,69662078,1,False
64910586,23684164,0,True
77251182,21111016,0,False
50064518,44055361,1,False
72112341,1697045,1,False
19807424,7450716,0,False
28204167,28204172,1,False
19001308,59832775,0,True
20919659,23684164,1,False
21120112,26207548,0,False
26045464,86677460,0,True
46891078,61334954,0,False
72380436,62425231,0,True
50240914,14556438,0,False
790322,26425849,0,True
34118962,15893156,0,False
84816822,68299912,0,True
82710940,96436782,0,True
52518330,74296125,1,False
32159667,50331120,0,False
