entity_id,source,attribute,original_value,reason,knob,level
products_1_31257390,products_1,capacity_gb,1000.0,closeness_floor_exhausted_retries,6,medium
products_1_8072830,products_1,capacity_gb,16.0,numeric_jitter_exhausted_retries,6,medium
products_1_38472622,products_1,capacity_gb,1000.0,closeness_floor_exhausted_retries,6,medium
products_1_35800770,products_1,capacity_gb,1000.0,numeric_jitter_exhausted_retries,6,medium
products_1_34143288,products_1,capacity_gb,256.0,numeric_jitter_exhausted_retries,6,medium
products_1_27166335,products_1,currency_code,GBP,closeness_floor_exhausted_retries,6,medium
products_1_70593055,products_1,height_millimeters,122.0,numeric_jitter_exhausted_retries,6,medium
products_1_6206655,products_1,length_millimeters,90.0,numeric_jitter_exhausted_retries,6,medium
products_1_25469647,products_1,list_price,1685.28,cell_collision_with_prior_knob,6,medium
products_1_71663409,products_1,list_price,355.78,cell_collision_with_prior_knob,6,medium
products_1_53672855,products_1,list_price,156.85,cell_collision_with_prior_knob,6,medium
products_1_2889359,products_1,list_price,118.53,cell_collision_with_prior_knob,6,medium
products_1_22872122,products_1,list_price,221.23,cell_collision_with_prior_knob,6,medium
products_1_44486080,products_1,list_price,1062.22,cell_collision_with_prior_knob,6,medium
products_1_27969946,products_1,list_price,1275.17,cell_collision_with_prior_knob,6,medium
products_1_3578071,products_1,list_price,374.89,cell_collision_with_prior_knob,6,medium
products_1_78632390,products_1,list_price,459.05,cell_collision_with_prior_knob,6,medium
products_1_13291546,products_1,list_price,274.06,cell_collision_with_prior_knob,6,medium
products_1_4586576,products_1,list_price,2222.26,cell_collision_with_prior_knob,6,medium
products_1_16588524,products_1,list_price,37.45,cell_collision_with_prior_knob,6,medium
products_1_41098467,products_1,list_price,321.33,cell_collision_with_prior_knob,6,medium
products_1_24614355,products_1,list_price,1364.38,cell_collision_with_prior_knob,6,medium
products_1_35966001,products_1,list_price,511.34,cell_collision_with_prior_knob,6,medium
products_1_67312605,products_1,list_price,127518.48,cell_collision_with_prior_knob,6,medium
products_1_1088849,products_1,list_price,103.29,cell_collision_with_prior_knob,6,medium
products_1_21446102,products_1,list_price,279.27,cell_collision_with_prior_knob,6,medium
k02_noncorner_products_00000__products_1,products_1,list_price,235.27,cell_collision_with_prior_knob,6,medium
k02_noncorner_products_00029__products_1,products_1,list_price,318.78,cell_collision_with_prior_knob,6,medium
k02_noncorner_products_00049__products_1,products_1,list_price,369.79,cell_collision_with_prior_knob,6,medium
k02_noncorner_products_00078__products_1,products_1,list_price,624.20,cell_collision_with_prior_knob,6,medium
k02_noncorner_products_00100__products_1,products_1,list_price,369.79,cell_collision_with_prior_knob,6,medium
