source,entity_id,compromised,knob,level
products_1,products_1_14715948,True,10,medium
products_1,products_1_23622857,True,10,medium
products_1,products_1_26986926,True,10,medium
products_1,products_1_3589339,True,10,medium
products_1,products_1_50222671,True,10,medium
products_1,products_1_60591019,True,10,medium
products_1,products_1_61433092,True,10,medium
products_1,products_1_66458380,True,10,medium
products_1,products_1_67813666,True,10,medium
products_1,products_1_98624308,True,10,medium
products_2,products_1_10524439,True,10,medium
products_2,products_1_14296399,True,10,medium
products_2,products_1_23622857,True,10,medium
products_2,products_1_24038266,True,10,medium
products_2,products_1_28606757,True,10,medium
products_2,products_1_31663634,True,10,medium
products_2,products_1_43653282,True,10,medium
products_2,products_1_52315318,True,10,medium
products_2,products_1_7179251,True,10,medium
products_2,products_1_96580141,True,10,medium
products_3,products_1_1088849,True,10,medium
products_3,products_1_19807424,True,10,medium
products_3,products_1_32651602,True,10,medium
products_3,products_1_3957588,True,10,medium
products_3,products_1_42551174,True,10,medium
products_3,products_1_4944318,True,10,medium
products_3,products_1_53202784,True,10,medium
products_3,products_1_67844012,True,10,medium
products_3,products_1_68277426,True,10,medium
products_3,products_1_87430670,True,10,medium
products_4,products_1_10565065,True,10,medium
products_4,products_1_10827123,True,10,medium
products_4,products_1_14715948,True,10,medium
products_4,products_1_19807424,True,10,medium
products_4,products_1_25541170,True,10,medium
products_4,products_1_27333099,True,10,medium
products_4,products_1_35479899,True,10,medium
products_4,products_1_41160430,True,10,medium
products_4,products_1_48525870,True,10,medium
products_4,products_1_54859186,True,10,medium
