id1,id2,score,notes
http://www.forbes.com/companies/oshkosh/,fullcontact_567,1.0,magellan
http://www.forbes.com/companies/starwood-property-trust/,fullcontact_700,1.0,magellan
http://www.forbes.com/companies/united-rentals/,fullcontact_27,1.0,magellan
http://www.forbes.com/companies/cerner/,fullcontact_206,1.0,magellan
http://www.forbes.com/companies/emc/,fullcontact_287,1.0,magellan
http://www.forbes.com/companies/eqt/,fullcontact_297,1.0,magellan
http://www.forbes.com/companies/shimizu/,fullcontact_665,1.0,magellan
http://www.forbes.com/companies/caesars-entertainment/,fullcontact_183,1.0,magellan
http://www.forbes.com/companies/sap/,fullcontact_884,1.0,magellan
http://www.forbes.com/companies/alfa-laval/,fullcontact_71,1.0,magellan
http://www.forbes.com/companies/soho-china/,fullcontact_689,1.0,magellan
http://www.forbes.com/companies/fastenal/,fullcontact_312,1.0,magellan
http://www.forbes.com/companies/sabmiller/,fullcontact_635,1.0,magellan
http://www.forbes.com/companies/strabag/,fullcontact_704,1.0,magellan
http://www.forbes.com/companies/advance-auto-parts/,fullcontact_32,1.0,magellan
http://www.forbes.com/companies/wyndham-worldwide/,fullcontact_830,1.0,magellan
http://www.forbes.com/companies/tele2/,fullcontact_725,1.0,magellan
http://www.forbes.com/companies/itv/,fullcontact_435,1.0,magellan
http://www.forbes.com/companies/aetna/,fullcontact_58,1.0,magellan
http://www.forbes.com/companies/iliad/,fullcontact_411,1.0,magellan
http://www.forbes.com/companies/garmin/,fullcontact_340,1.0,magellan
http://www.forbes.com/companies/perrigo/,fullcontact_581,1.0,magellan
http://www.forbes.com/companies/nippon-express/,fullcontact_542,1.0,magellan
http://www.forbes.com/companies/fonciere-des-regions/,fullcontact_325,1.0,magellan
http://www.forbes.com/companies/tyson-foods/,fullcontact_763,1.0,magellan
http://www.forbes.com/companies/china-coal-energy/,fullcontact_208,1.0,magellan
http://www.forbes.com/companies/abertis/,fullcontact_47,1.0,magellan
http://www.forbes.com/companies/sodexo/,fullcontact_687,1.0,magellan
http://www.forbes.com/companies/verizon-communications/,fullcontact_791,1.0,magellan
http://www.forbes.com/companies/acer/,fullcontact_52,1.0,magellan
http://www.forbes.com/companies/ncc-group/,fullcontact_529,1.0,magellan
http://www.forbes.com/companies/vopak/,fullcontact_804,1.0,magellan
http://www.forbes.com/companies/unibail-rodamco/,fullcontact_769,1.0,magellan
http://www.forbes.com/companies/nucor/,fullcontact_554,1.0,magellan
http://www.forbes.com/companies/technip/,fullcontact_722,1.0,magellan
http://www.forbes.com/companies/allianz/,fullcontact_77,1.0,magellan
http://www.forbes.com/companies/bnp-paribas/,fullcontact_159,1.0,magellan
http://www.forbes.com/companies/total/,fullcontact_749,1.0,magellan
http://www.forbes.com/companies/vimpelcom/,fullcontact_795,1.0,magellan
http://www.forbes.com/companies/csr/,fullcontact_242,1.0,magellan
http://www.forbes.com/companies/scor/,fullcontact_655,1.0,magellan
http://www.forbes.com/companies/nokia/,fullcontact_545,1.0,magellan
http://www.forbes.com/companies/seadrill/,fullcontact_657,1.0,magellan
http://www.forbes.com/companies/celgene/,fullcontact_201,1.0,magellan
http://www.forbes.com/companies/daimler/,fullcontact_245,1.0,magellan
http://www.forbes.com/companies/brunswick/,fullcontact_174,1.0,magellan
http://www.forbes.com/companies/baidu/,fullcontact_128,1.0,magellan
http://www.forbes.com/companies/alpha-bank/,fullcontact_80,1.0,magellan
http://www.forbes.com/companies/yahoo/,fullcontact_836,1.0,magellan
