case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
companies,dbpedia,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/dbpedia_mapping.csv
companies,dbpedia,org_name,Companies,name,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/dbpedia_mapping.csv
companies,dbpedia,established,Companies,founded,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/dbpedia_mapping.csv
companies,dbpedia,nation,Companies,country,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/dbpedia_mapping.csv
companies,dbpedia,headquarters,Companies,city,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/dbpedia_mapping.csv
companies,dbpedia,sector,Companies,industry,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/dbpedia_mapping.csv
companies,dbpedia,total_assets_val,Companies,assets,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/dbpedia_mapping.csv
companies,dbpedia,annual_income,Companies,revenue,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/dbpedia_mapping.csv
companies,forbes,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/forbes_mapping.csv
companies,forbes,company,Companies,name,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/forbes_mapping.csv
companies,forbes,region,Companies,country,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/forbes_mapping.csv
companies,forbes,business_segment,Companies,industry,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/forbes_mapping.csv
companies,forbes,asset_value,Companies,assets,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/forbes_mapping.csv
companies,forbes,sales_figure,Companies,revenue,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/forbes_mapping.csv
companies,fullcontact,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/fullcontact_mapping.csv
companies,fullcontact,Attribute_2,Companies,name,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/fullcontact_mapping.csv
companies,fullcontact,Attribute_3,Companies,country,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/fullcontact_mapping.csv
companies,fullcontact,Attribute_4,Companies,city,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/fullcontact_mapping.csv
companies,fullcontact,Attribute_5,Companies,founders,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/fullcontact_mapping.csv
companies,fullcontact,Attribute_6,Companies,founded,0.95,llm_based_matching,DI-Bench/runs/companies/schema_matching/mappings/fullcontact_mapping.csv
