id1,id2,score,is_correct,classification
14210025,31729426,0.9999999999999999,,
1540817,60276763,0.9999999999999999,,
78427880,22363612,0.9999999999999999,,
66823247,17374088,0.9999999999999999,True,TP
8167070,80487700,0.9999999999999999,,
17720716,78053170,0.9999999999999999,,
60108205,54614261,0.9999999999999999,True,TP
23574144,92002824,0.9999999999999999,True,TP
15871125,67488123,0.9999999999999999,,
2912414,85120676,0.9999999999999999,,
70568597,44988958,0.9999999999999999,,
21663730,98647404,0.9888888888888888,,
75388709,42126489,0.9823529411764705,,
3600312,75629761,0.9769230769230769,,
74655572,68681090,0.9769230769230769,,
1252810,60975501,0.975,,
15698882,75638511,0.9700000000000001,,
51563635,45388399,0.9700000000000001,,
43098557,6555172,0.9666666666666667,True,TP
74664189,58788480,0.9666666666666667,,
33743161,71078899,0.9666666666666667,,
6480791,55975668,0.9666666666666667,,
11774092,77611598,0.9666666666666667,,
61433092,58196146,0.9666666666666667,,
62571018,84858318,0.9625,,
7017608,49929017,0.9600000000000001,,
11746366,64315121,0.9571428571428572,,
17885462,61023226,0.9571428571428572,,
23748436,14569200,0.9571428571428572,,
8333161,33078127,0.9526315789473684,,
13413666,35702326,0.9526315789473684,,
1088849,21085676,0.9526315789473684,,
66284906,95303225,0.9526315789473684,,
10892042,7178022,0.9500000000000001,,
30526558,2479956,0.9500000000000001,,
7808986,77229645,0.9470588235294116,,
34118962,83049407,0.9470588235294116,,
4393723,32800642,0.9470588235294116,,
95247966,60260553,0.9470588235294116,,
8706571,46377423,0.9454545454545454,,
5865670,15882078,0.9400000000000001,,
727932,80569158,0.9400000000000001,,
14245806,9376833,0.9400000000000001,,
28532611,85204889,0.9400000000000001,,
22682562,96629977,0.9400000000000001,,
66458380,97889719,0.9400000000000001,,
16121684,30450098,0.9400000000000001,,
5603029,96520219,0.9400000000000001,,
1618556,19933722,0.9400000000000001,,
13291546,69388758,0.9400000000000001,,
3015274,58913839,0.9400000000000001,,
14672380,46930776,0.9333333333333332,,
7610550,81530115,0.9307692307692307,,
51788229,94023120,0.9307692307692307,,
18452876,29939200,0.9307692307692307,,
83348615,83919755,0.9307692307692307,,
28507224,12783063,0.9307692307692307,,
13044456,88530378,0.9285714285714285,,
71883742,41915007,0.9285714285714285,,
6850120,63700999,0.9249999999999999,,
46066406,96342701,0.9249999999999999,,
23127075,9921764,0.9249999999999999,,
18406024,62181527,0.9210526315789472,,
9739864,5552466,0.9210526315789472,True,TP
13163468,23589087,0.9210526315789472,True,TP
15497680,19320322,0.9210526315789472,,
25541170,66179582,0.9210526315789472,,
82710940,66752889,0.9210526315789472,,
26113997,36741187,0.92,,
30865647,8294669,0.9181818181818181,,
44023309,85263730,0.9181818181818181,,
22331395,43400546,0.9181818181818181,,
1877460,1414453,0.9181818181818181,,
33428043,52336194,0.9181818181818181,,
8217265,79398825,0.9142857142857143,,
53508892,67466258,0.9142857142857143,,
68806700,81958888,0.9142857142857143,,
35356546,57507488,0.9142857142857143,,
56905335,71010886,0.9142857142857143,False,FP
68082210,37591266,0.9142857142857143,True,TP
63475263,15694691,0.9142857142857143,,
