id1,id2,score,notes
k02_interp_music_00039__musicbrainz,k02_interp_music_00039__lastfm,1.0,magellan
mbrainz_1,lastFM_1,1.0,magellan
mbrainz_2,lastFM_2,1.0,magellan
k02_interp_music_00020__musicbrainz,k02_interp_music_00020__lastfm,1.0,magellan
k02_interp_music_00018__musicbrainz,k02_interp_music_00018__lastfm,1.0,magellan
k02_interp_music_00016__musicbrainz,k02_interp_music_00016__lastfm,1.0,magellan
k02_interp_music_00013__musicbrainz,k02_interp_music_00013__lastfm,1.0,magellan
k02_interp_music_00011__musicbrainz,k02_interp_music_00011__lastfm,1.0,magellan
k02_interp_music_00010__musicbrainz,k02_interp_music_00010__lastfm,1.0,magellan
k02_interp_music_00009__musicbrainz,k02_interp_music_00009__lastfm,1.0,magellan
k02_interp_music_00008__musicbrainz,k02_interp_music_00008__lastfm,1.0,magellan
k02_interp_music_00007__musicbrainz,k02_interp_music_00007__lastfm,1.0,magellan
mbrainz_77,lastFM_101,1.0,magellan
mbrainz_74,lastFM_98,1.0,magellan
mbrainz_71,lastFM_93,1.0,magellan
mbrainz_66,lastFM_88,1.0,magellan
mbrainz_64,lastFM_84,1.0,magellan
mbrainz_60,lastFM_80,1.0,magellan
mbrainz_54,lastFM_73,1.0,magellan
mbrainz_49,lastFM_67,1.0,magellan
mbrainz_103,lastFM_137,1.0,magellan
mbrainz_99,lastFM_131,1.0,magellan
mbrainz_97,lastFM_129,1.0,magellan
mbrainz_92,lastFM_122,1.0,magellan
mbrainz_90,lastFM_119,1.0,magellan
mbrainz_86,lastFM_113,1.0,magellan
mbrainz_85,lastFM_111,1.0,magellan
mbrainz_80,lastFM_106,1.0,magellan
mbrainz_79,lastFM_104,1.0,magellan
mbrainz_78,lastFM_102,1.0,magellan
k02_interp_music_00005__musicbrainz,k02_interp_music_00005__lastfm,1.0,magellan
k02_interp_music_00004__musicbrainz,k02_interp_music_00004__lastfm,1.0,magellan
k02_interp_music_00003__musicbrainz,k02_interp_music_00003__lastfm,1.0,magellan
k02_interp_music_00002__musicbrainz,k02_interp_music_00002__lastfm,1.0,magellan
mbrainz_33831,lastFM_83591,1.0,magellan
mbrainz_33665,lastFM_83204,1.0,magellan
mbrainz_33650,lastFM_83170,1.0,magellan
mbrainz_33634,lastFM_34607,1.0,magellan
mbrainz_33617,lastFM_83111,1.0,magellan
mbrainz_33564,lastFM_83004,1.0,magellan
mbrainz_137,lastFM_179,1.0,magellan
mbrainz_135,lastFM_177,1.0,magellan
mbrainz_132,lastFM_172,1.0,magellan
mbrainz_129,lastFM_168,1.0,magellan
mbrainz_127,lastFM_164,1.0,magellan
mbrainz_120,lastFM_156,1.0,magellan
mbrainz_119,lastFM_155,1.0,magellan
mbrainz_116,lastFM_152,1.0,magellan
mbrainz_113,lastFM_148,1.0,magellan
mbrainz_33542,lastFM_82952,1.0,magellan
mbrainz_33533,lastFM_82921,1.0,magellan
mbrainz_33483,lastFM_82805,1.0,magellan
mbrainz_33460,lastFM_82759,1.0,magellan
mbrainz_33405,lastFM_82643,1.0,magellan
mbrainz_33377,lastFM_82595,1.0,magellan
mbrainz_33344,lastFM_82535,1.0,magellan
mbrainz_33241,lastFM_82327,1.0,magellan
mbrainz_175,lastFM_278,1.0,magellan
mbrainz_174,lastFM_277,1.0,magellan
mbrainz_164,lastFM_236,1.0,magellan
mbrainz_154,lastFM_206,1.0,magellan
mbrainz_150,lastFM_201,1.0,magellan
mbrainz_149,lastFM_200,1.0,magellan
mbrainz_144,lastFM_191,1.0,magellan
mbrainz_142,lastFM_189,1.0,magellan
mbrainz_33188,lastFM_82221,1.0,magellan
mbrainz_33181,lastFM_82208,1.0,magellan
mbrainz_33131,lastFM_82083,1.0,magellan
mbrainz_33103,lastFM_82014,1.0,magellan
mbrainz_33082,lastFM_81975,1.0,magellan
mbrainz_32988,lastFM_81776,1.0,magellan
mbrainz_32973,lastFM_81741,1.0,magellan
mbrainz_32944,lastFM_81675,1.0,magellan
mbrainz_32927,lastFM_81635,1.0,magellan
mbrainz_32923,lastFM_81626,1.0,magellan
mbrainz_229,lastFM_400,1.0,magellan
mbrainz_212,lastFM_368,1.0,magellan
mbrainz_211,lastFM_366,1.0,magellan
mbrainz_209,lastFM_364,1.0,magellan
mbrainz_206,lastFM_355,1.0,magellan
mbrainz_195,lastFM_329,1.0,magellan
mbrainz_193,lastFM_327,1.0,magellan
mbrainz_176,lastFM_282,1.0,magellan
mbrainz_32870,lastFM_81524,1.0,magellan
mbrainz_32790,lastFM_81339,1.0,magellan
mbrainz_32686,lastFM_81155,1.0,magellan
mbrainz_32672,lastFM_81121,1.0,magellan
mbrainz_32644,lastFM_81062,1.0,magellan
mbrainz_32512,lastFM_80769,1.0,magellan
mbrainz_32487,lastFM_80704,1.0,magellan
mbrainz_260,lastFM_441,1.0,magellan
mbrainz_255,lastFM_434,1.0,magellan
mbrainz_254,lastFM_433,1.0,magellan
mbrainz_250,lastFM_428,1.0,magellan
mbrainz_247,lastFM_425,1.0,magellan
mbrainz_244,lastFM_421,1.0,magellan
mbrainz_242,lastFM_417,1.0,magellan
mbrainz_239,lastFM_414,1.0,magellan
mbrainz_236,lastFM_410,1.0,magellan
mbrainz_32424,lastFM_80558,1.0,magellan
mbrainz_32383,lastFM_80463,1.0,magellan
mbrainz_32189,lastFM_79995,1.0,magellan
mbrainz_32120,lastFM_79841,1.0,magellan
mbrainz_32020,lastFM_79648,1.0,magellan
mbrainz_32017,lastFM_79640,1.0,magellan
mbrainz_31972,lastFM_79500,1.0,magellan
mbrainz_341,lastFM_629,1.0,magellan
mbrainz_340,lastFM_626,1.0,magellan
mbrainz_318,lastFM_582,1.0,magellan
mbrainz_307,lastFM_541,1.0,magellan
mbrainz_298,lastFM_518,1.0,magellan
mbrainz_287,lastFM_500,1.0,magellan
mbrainz_279,lastFM_479,1.0,magellan
mbrainz_31868,lastFM_79276,1.0,magellan
mbrainz_31858,lastFM_79252,1.0,magellan
mbrainz_31847,lastFM_79215,1.0,magellan
mbrainz_31775,lastFM_29097,1.0,magellan
mbrainz_31774,lastFM_79052,1.0,magellan
mbrainz_31762,lastFM_79006,1.0,magellan
mbrainz_31745,lastFM_78966,1.0,magellan
mbrainz_31707,lastFM_78863,1.0,magellan
mbrainz_31697,lastFM_78843,1.0,magellan
mbrainz_423,lastFM_875,1.0,magellan
mbrainz_421,lastFM_869,1.0,magellan
mbrainz_387,lastFM_755,1.0,magellan
mbrainz_385,lastFM_733,1.0,magellan
mbrainz_371,lastFM_699,1.0,magellan
mbrainz_370,lastFM_697,1.0,magellan
mbrainz_359,lastFM_666,1.0,magellan
mbrainz_350,lastFM_647,1.0,magellan
mbrainz_348,lastFM_643,1.0,magellan
mbrainz_344,lastFM_637,1.0,magellan
mbrainz_488,lastFM_1037,1.0,magellan
mbrainz_478,lastFM_1002,1.0,magellan
mbrainz_475,lastFM_997,1.0,magellan
mbrainz_469,lastFM_988,1.0,magellan
mbrainz_435,lastFM_901,1.0,magellan
mbrainz_430,lastFM_890,1.0,magellan
mbrainz_31676,lastFM_78784,1.0,magellan
mbrainz_31666,lastFM_78755,1.0,magellan
mbrainz_31653,lastFM_78718,1.0,magellan
mbrainz_31636,lastFM_78672,1.0,magellan
mbrainz_31537,lastFM_78468,1.0,magellan
mbrainz_31492,lastFM_78346,1.0,magellan
mbrainz_31484,lastFM_78332,1.0,magellan
mbrainz_31472,lastFM_78306,1.0,magellan
mbrainz_31392,lastFM_78143,1.0,magellan
