source_dataset,source_column,target_dataset,target_column,score
products_1,id,products,id,1.0
products_1,brand,products,brand,1.0
products_1,title,products,title,1.0
products_1,description,products,description,1.0
products_1,price,products,price,1.0
products_1,priceCurrency,products,priceCurrency,1.0
products_1,cluster_id,products,cluster_id,1.0
products_1,product_url,products,url,1.0
products_1,title_description,products,title_description,1.0
products_1,model,products,model,1.0
products_1,model_number,products,model_number,1.0
products_1,product_type,products,product_type,1.0
products_1,chipset_name,products,chipset_name,1.0
products_1,vram_gb,products,vram_gb,1.0
products_1,storage_gb,products,storage_gb,1.0
products_1,read_speed_mb_s,products,read_speed_mb_s,1.0
products_1,write_speed_mb_s,products,write_speed_mb_s,1.0
products_1,bus_type,products,bus_type,1.0
products_1,interface_type,products,interface_type,1.0
products_1,width_mm,products,width_mm,1.0
products_1,length_mm,products,length_mm,1.0
products_1,height_mm,products,height_mm,1.0
products_1,weight_g,products,weight_g,1.0
products_1,storage_connection_type,products,storage_connection_type,1.0
products_1,memory_type,products,memory_type,1.0
products_1,color,products,color,1.0
products_1,form_factor,products,form_factor,1.0
products_2,id,products,id,1.0
products_2,brnd,products,brand,1.0
products_2,prd_ttl,products,title,1.0
products_2,desc,products,description,1.0
products_2,prc,products,price,1.0
products_2,cur,products,priceCurrency,1.0
products_2,cluster_id,products,cluster_id,1.0
products_2,productUrl,products,url,1.0
products_2,t_desc,products,title_description,1.0
products_2,mdl,products,model,1.0
products_2,mdl_no,products,model_number,1.0
products_2,prd_typ,products,product_type,1.0
products_2,chip,products,chipset_name,1.0
products_2,vram,products,vram_gb,1.0
products_2,stor,products,storage_gb,1.0
products_2,rd_speed_mbs,products,read_speed_mb_s,1.0
products_2,wr_speed_mbs,products,write_speed_mb_s,1.0
products_2,bus_t,products,bus_type,1.0
products_2,iface_t,products,interface_type,1.0
products_2,w_mm,products,width_mm,1.0
products_2,l_mm,products,length_mm,1.0
products_2,h_mm,products,height_mm,1.0
products_2,wt_g,products,weight_g,1.0
products_2,stor_conn,products,storage_connection_type,1.0
products_2,mem_t,products,memory_type,1.0
products_2,clr,products,color,1.0
products_2,form_f,products,form_factor,1.0
products_3,id,products,id,1.0
products_3,br,products,brand,1.0
products_3,t,products,title,1.0
products_3,dsc,products,description,1.0
products_3,amt,products,price,1.0
products_3,ccy,products,priceCurrency,1.0
products_3,cluster_id,products,cluster_id,1.0
products_3,Link,products,url,1.0
products_3,tdsc,products,title_description,1.0
products_3,m,products,model,1.0
products_3,mno,products,model_number,1.0
products_3,ptyp,products,product_type,1.0
products_3,cn,products,chipset_name,1.0
products_3,vrm,products,vram_gb,1.0
products_3,stg,products,storage_gb,1.0
products_3,rs,products,read_speed_mb_s,1.0
products_3,ws,products,write_speed_mb_s,1.0
products_3,bt,products,bus_type,1.0
products_3,it,products,interface_type,1.0
products_3,wd,products,width_mm,1.0
products_3,ln,products,length_mm,1.0
products_3,ht,products,height_mm,1.0
products_3,wt,products,weight_g,1.0
products_3,sc,products,storage_connection_type,1.0
products_3,mt,products,memory_type,1.0
products_3,col,products,color,1.0
products_3,ff,products,form_factor,1.0
products_4,id,products,id,1.0
products_4,brnd,products,brand,1.0
products_4,prd_ttl,products,title,1.0
products_4,desc,products,description,1.0
products_4,prc,products,price,1.0
products_4,cur,products,priceCurrency,1.0
products_4,cluster_id,products,cluster_id,1.0
products_4,link,products,url,1.0
products_4,t_desc,products,title_description,1.0
products_4,mdl,products,model,1.0
products_4,mdl_no,products,model_number,1.0
products_4,prd_typ,products,product_type,1.0
products_4,chip,products,chipset_name,1.0
products_4,vram,products,vram_gb,1.0
products_4,stor,products,storage_gb,1.0
products_4,rd_speed_mbs,products,read_speed_mb_s,1.0
products_4,wr_speed_mbs,products,write_speed_mb_s,1.0
products_4,bus_t,products,bus_type,1.0
products_4,iface_t,products,interface_type,1.0
products_4,w_mm,products,width_mm,1.0
products_4,l_mm,products,length_mm,1.0
products_4,h_mm,products,height_mm,1.0
products_4,wt_g,products,weight_g,1.0
products_4,stor_conn,products,storage_connection_type,1.0
products_4,mem_t,products,memory_type,1.0
products_4,clr,products,color,1.0
products_4,form_f,products,form_factor,1.0
