silver_cluster_id,pipe_cluster_id,name,founded,country,city,assets,revenue,n_attributes_correct,fully_correct
http://www.forbes.com/companies/bbmg/,fullcontact_1,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/avago-technologies/,fullcontact_122,True,False,False,True,False,True,3,False
http://www.forbes.com/companies/standard-chartered/,http://dbpedia.org/resource/Standard_Chartered,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/b-e-aerospace/,fullcontact_144,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/nordstrom/,fullcontact_1446,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/teva-pharmaceutical/,fullcontact_1495,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/bouygues/,fullcontact_165,False,False,True,False,False,False,1,False
http://www.forbes.com/companies/brookfield-asset-management/,fullcontact_172,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/carnival/,fullcontact_195,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/jyske-bank/,fullcontact_22,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/eaton/,fullcontact_277,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/edf/,fullcontact_281,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/eletrobras/,fullcontact_285,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/hitachi/,fullcontact_382,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/hewlett-packard/,fullcontact_389,True,False,False,True,False,False,2,False
http://www.forbes.com/companies/hyundai-steel/,fullcontact_405,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/kasikornbank/,fullcontact_449,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/microsoft/,fullcontact_512,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/mondi/,fullcontact_517,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/acer/,fullcontact_52,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/neste-oil/,fullcontact_533,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/nokia/,fullcontact_545,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/tcl-corp/,fullcontact_55,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/prada/,fullcontact_598,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/banco-santander/,fullcontact_646,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/sherwin-williams/,fullcontact_663,,False,False,True,False,False,1,False
http://www.forbes.com/companies/siemens/,fullcontact_670,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/sistema/,fullcontact_678,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/societe-generale/,fullcontact_686,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/swatch-group/,fullcontact_709,,False,True,False,False,False,1,False
http://www.forbes.com/companies/tokyo-electron/,http://dbpedia.org/resource/Tokyo_Electron,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/telus/,fullcontact_731,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/ternium/,fullcontact_736,False,False,True,False,False,False,1,False
http://www.forbes.com/companies/turkcell/,fullcontact_759,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/unibail-rodamco/,fullcontact_769,True,False,False,True,False,False,2,False
http://www.forbes.com/companies/upm-kymmene/,fullcontact_778,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/vakifbank/,fullcontact_782,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/health-care-reit/,fullcontact_787,False,False,False,True,False,False,1,False
http://www.forbes.com/companies/vestas-wind-systems/,fullcontact_793,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/alpha-bank/,fullcontact_80,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/anglo-american/,fullcontact_97,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/a2a/,http://dbpedia.org/resource/A2A,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/abu-dhabi-commercial/,http://dbpedia.org/resource/Abu_Dhabi_Commercial_Bank,,False,False,True,False,False,1,False
http://www.forbes.com/companies/atlantia/,http://dbpedia.org/resource/Atlantia_(company),True,False,True,True,False,False,3,False
http://www.forbes.com/companies/cp-all/,http://dbpedia.org/resource/CP_ALL,False,False,True,False,False,False,1,False
http://www.forbes.com/companies/china-communications-services/,http://dbpedia.org/resource/China_Communications_Services_Corporation,,False,False,True,False,False,1,False
http://www.forbes.com/companies/china-shenhua-energy/,http://dbpedia.org/resource/China_Shenhua_Energy_Company,,False,False,True,False,False,1,False
http://www.forbes.com/companies/clorox/,http://dbpedia.org/resource/Clorox,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/crown-holdings/,fullcontact_241,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/frontier-communications/,fullcontact_331,True,False,False,True,False,False,2,False
http://www.forbes.com/companies/gd-power-development/,http://dbpedia.org/resource/GD_Power_Development_Company,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/hollyfrontier/,http://dbpedia.org/resource/HollyFrontier,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/inditex/,fullcontact_414,True,False,True,True,True,True,5,False
http://www.forbes.com/companies/infosys/,http://dbpedia.org/resource/Infosys,True,False,True,False,False,True,3,False
http://www.forbes.com/companies/integrys-energy/,http://dbpedia.org/resource/Integrys_Energy_Group,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/israel-discount-bank/,http://dbpedia.org/resource/Israel_Discount_Bank,,False,True,False,False,False,1,False
http://www.forbes.com/companies/l-3-communications/,http://dbpedia.org/resource/L-3_Communications,,False,True,False,False,True,2,False
http://www.forbes.com/companies/larsen-toubro/,http://dbpedia.org/resource/Larsen_&_Toubro,,False,True,True,False,False,2,False
http://www.forbes.com/companies/mitsubishi-corp/,http://dbpedia.org/resource/Mitsubishi_Corporation,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/nomos-bank/,http://dbpedia.org/resource/NOMOS-BANK,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/noble-energy/,http://dbpedia.org/resource/Noble_Energy,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/oneok/,fullcontact_559,True,False,True,True,False,False,3,False
http://www.forbes.com/companies/ppg-industries/,http://dbpedia.org/resource/PPG_Industries,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/pegatron/,http://dbpedia.org/resource/Pegatron,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/petronas-chemicals/,http://dbpedia.org/resource/Petronas,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/power-finance/,http://dbpedia.org/resource/Power_Finance_Corporation,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/sears-holdings/,fullcontact_31,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/telefonica/,fullcontact_726,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/united-continental-holdings/,http://dbpedia.org/resource/United_Continental_Holdings,False,False,True,False,False,False,1,False
http://www.forbes.com/companies/weir-group/,http://dbpedia.org/resource/Weir_Group,True,False,False,True,False,False,2,False
http://www.forbes.com/companies/wells-fargo/,http://dbpedia.org/resource/Wells_Fargo,,False,False,False,False,False,0,False
http://www.forbes.com/companies/woolworths/,http://dbpedia.org/resource/Woolworths_Limited,False,False,True,True,False,False,2,False
http://www.forbes.com/companies/actavis/,http://www.forbes.com/companies/actavis/,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/anheuser-busch-inbev/,http://www.forbes.com/companies/anheuser-busch-inbev/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/bae-systems/,fullcontact_127,False,False,False,False,False,False,0,False
http://www.forbes.com/companies/bunzl/,http://www.forbes.com/companies/bunzl/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/eads/,fullcontact_251,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/g4s/,http://dbpedia.org/resource/G4S_Secure_Solutions_d.o.o.,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/hikvision/,http://www.forbes.com/companies/hikvision/,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/lg-uplus/,http://www.forbes.com/companies/lg-uplus/,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/masco/,fullcontact_26,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/mcdonalds/,http://dbpedia.org/resource/McCall_Corporation,False,False,True,False,False,False,1,False
http://www.forbes.com/companies/meadwestvaco/,http://www.forbes.com/companies/meadwestvaco/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/mitsubishi-materials/,http://www.forbes.com/companies/mitsubishi-materials/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/mitsubishi-motors/,http://www.forbes.com/companies/mitsubishi-motors/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/petronas-dagangan/,http://www.forbes.com/companies/petronas-dagangan/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/pge/,http://www.forbes.com/companies/pge/,False,False,True,False,False,True,2,False
http://www.forbes.com/companies/royal-bank-of-scotland/,http://www.forbes.com/companies/royal-bank-of-scotland/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/saic-motor/,http://www.forbes.com/companies/saic-motor/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/sampo/,http://dbpedia.org/resource/Sampo_Corporation,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/sk-holdings/,http://www.forbes.com/companies/sk-holdings/,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/smith-nephew/,http://www.forbes.com/companies/smith-nephew/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/swiss-life-holding/,http://www.forbes.com/companies/swiss-life-holding/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/towers-watson/,fullcontact_750,True,False,False,False,False,False,1,False
http://www.forbes.com/companies/unicredit-group/,http://www.forbes.com/companies/unicredit-group/,True,False,True,False,False,False,2,False
http://www.forbes.com/companies/vale/,http://dbpedia.org/resource/Vale_(mining_company),False,False,True,True,False,True,3,False
