id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_1_12198483,,Gigabyte NVIDIA GeForce RTX 3080 Gaming OC 10GB Ampere Graphics Card,"CUDA Cores: 8704, Boost Clock: 1800MHz, GDDR6X, 320-bit Memory, Memory Clock: 19.0 Gbps, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.",799.99,GBP,1002037.0,https://www.novatech.co.uk/products/gigabyte-nvidia-geforce-rtx-3080-gaming-oc-10gb-ampere-graphics-card/gv-n3080gamingoc-10gd.html,"Gigabyte NVIDIA GeForce RTX 3080 Gaming OC 10GB Ampere Graphics Card. Description: CUDA Cores: 8704, Boost Clock: 1800MHz, GDDR6X, 320-bit Memory, Memory Clock: 19.0 Gbps, Ray Tracing, 3x Display Port, 2x HDMI, 3 Yr Warranty.",NVIDIA GeForce RTX 3080 Gaming OC,GV-N3080GAMING OC-10GD,GPU,GeForce RTX 3080,,,,,,,,,,,,,,
products_1_80641070,Corsair,"CORSAIR - Force Series MP510 960GB M.2 SSD PCIe Gen3 x4, M.2 NVMe, up to 3480/3000MB/s read/write","Solid State Drive, 960 GB, intern, M.2 2280, PCI Express 3.0 x4 (NVMe), 256-bit AES","2,124.0",NOK,1007272.0,https://www.proshop.no/SSD/Corsair-Force-MP510-M2-SSD-960GB/2687875,"Corsair Force MP510 M.2 SSD - 960GB. Description: Solid State Drive, 960 GB, intern, M.2 2280, PCI Express 3.0 x4 (NVMe), 256-bit AES",Force MP510,CSSD-F960GBMP510,SSD,,,960.0 GB,3480.0 MB/s,3000.0 MB/s,PCI Express x4,NVMe,,,,,M.2,,,M.2 2280
products_1_71242639,MSI,MSI GeForce GTX 1660 Ti GAMING X 6GB GDDR6 Graphics Card,"GTX 1660 TI, 6GB GDDR6, Boost: 1875 MHz, RGB Lighting","2,599.0",DKK,1029916.0,https://www.ebuyer.com/877344-msi-geforce-gtx-1660-ti-gaming-x-6gb-gddr6-graphics-card-gtx-1660-ti-gaming-x-6g,"MSI GeForce GTX 1660 Ti GAMING X 6GB GDDR6 Graphics Card. Description: GTX 1660 TI, 6GB GDDR6, Boost: 1875 MHz, RGB Lighting",GeForce GTX 1660 Ti GAMING X,912-V375-040,,,6.0 GB,,,,PCI Express x16,,46.0,247.0,127.0,869.0,,,,
products_1_44678762,Asus,ASUS 90YV0DQ0-M0NA00 videokaart NVIDIA GeForce RTX 2060 SUPER 8 GB GDDR6,"Cuda Cores: 2176, Boost Clock: 1860MHz, GDDR6, 256-bit Memory, Memory Clock: 14Ghz, Ray Tracing, 2 x DisplayPort, 2 x HDMI, 1 x Type-C, 3 Yr Warranty",644.15,EUR,1038355.0,https://www.novatech.co.uk/products/asus-strix-geforce-rtx-2060-super-evo-oc-gaming-8gb-graphics-card/90yv0dq0-m0na00.html,"Asus Strix GeForce RTX 2060 Super EVO OC Gaming 8GB Graphics Card. Description: Cuda Cores: 2176, Boost Clock: 1860MHz, GDDR6, 256-bit Memory, Memory Clock: 14Ghz, Ray Tracing, 2 x DisplayPort, 2 x HDMI, 1 x Type-C, 3 Yr Warranty",Strix GeForce RTX 2060 Super EVO OC Gaming,90YV0DQ0-M0NA00,GPU,GeForce RTX 2060 Super,8.0 GB,,,,PCIe 4.0,,,,,,,GDDR6,,
products_1_34870253,ADATA,"ADATA SSD 1TB XPG GAMMIX S11 Pro, PCIe Gen3x4 M.2 2280 (R:3500/W:3000 MB/s)","XPG GAMMIX S11 Pro PCIe Gen3x4 M.2 2280 Solid State Drive Employing the extra-fast PCIe Gen3x4 interface and supporting NVMe 1.3, the GAMMIX S11 Pro delivers blazing fast read/write speeds of up to 3500/3000MB per second. What’s more, the S11 Pro is encased in a heatsink that reduces the SSD's temperatures by up to 10°C. Equipped with 3D NAND Flash along with SLC Caching, a DRAM Cache Buffer, End-to-End Data Protection, and LDPC ECC technology, it maintains high speeds and data integrity even during intense gaming, rendering, overclocking, and other high-demand applications.Ultra-fast PCIe Gen3x4 interface: R/W speed up to 3500/3000MB/s NVMe 1.3 support 3D NAND Flash for higher capacity and durability Unique heatsink design – makes SSD 10°C cooler Advanced LDPC ECC Technology SLC Caching and DRAM cache buffer E2E Data Protection and RAID Engine Compact M.2 2280 form factor – ideal for gaming and high-end desktopsTECHNICAL SPECIFICATIONSCapacity 1 TBNAND Flash 3D TLCInterface PCIe Gen3x4Form Factor M.2 2280MTBF 2,000,000 hoursDimensions (L x W x T) 22 x 80 x 6.1mmWeight 11g / 0.38ozPower Consumption 0.33W Active (Typical), 0.14W Slumber (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msCertifications RoHS, CE, FCC, BSMI, VCCI, KCWarranty 5 years.",142.0,EUR,1045382.0,https://shop-it.vektra.sk/adata-ssd-1tb-xpg-gammix-s11-pro-pcie-gen3x4-m-2-2280-r-3500-w-3000-mb-s,"ADATA SSD 1TB XPG GAMMIX S11 Pro, PCIe Gen3x4 M.2 2280 (R:3500/W:3000 MB/s). Description: XPG GAMMIX S11 Pro PCIe Gen3x4 M.2 2280 Solid State Drive Employing the extra-fast PCIe Gen3x4 interface and supporting NVMe 1.3, the GAMMIX S11 Pro delivers blazing fast read/write speeds of up to 3500/3000MB per second. What’s more, the S11 Pro is encased in a heatsink that reduces the SSD's temperatures by up to 10°C. Equipped with 3D NAND Flash along with SLC Caching, a DRAM Cache Buffer, End-to-End Data Protection, and LDPC ECC technology, it maintains high speeds and data integrity even during intense gaming, rendering, overclocking, and other high-demand applications.Ultra-fast PCIe Gen3x4 interface: R/W speed up to 3500/3000MB/s NVMe 1.3 support 3D NAND Flash for higher capacity and durability Unique heatsink design – makes SSD 10°C cooler Advanced LDPC ECC Technology SLC Caching and DRAM cache buffer E2E Data Protection and RAID Engine Compact M.2 2280 form factor – ideal for gaming and high-end desktopsTECHNICAL SPECIFICATIONSCapacity 1 TBNAND Flash 3D TLCInterface PCIe Gen3x4Form Factor M.2 2280MTBF 2,000,000 hoursDimensions (L x W x T) 22 x 80 x 6.1mmWeight 11g / 0.38ozPower Consumption 0.33W Active (Typical), 0.14W Slumber (Typical) (*measured by power meter)Operating Temperature 0°C~70°CStorage Temperature -40°C~85°CShock Resistance 1500G/0.5msCertifications RoHS, CE, FCC, BSMI, VCCI, KCWarranty 5 years.",XPG GAMMIX S11 Pro,AGAMMIXS11P-1TT-C,SSD,,,,"3,500.0 MB/s",,PCI Express x4,NVMe,,,,,M.2,,,
products_1_1352033,AMD,AMD RADEON PRO WX 4100 4 GB GDDR5,"World’s Fastest Low-Profile Workstation Graphics Card1Content creation has evolved over the past ten years, and so have the demands of the designers and creators. CAD professionals want flexible, sleek, and quiet small form-factor workstations. Radeon Pro WX 4100 delivers the performance and reliability workstation users need to get their job done.Great Performance in a Small Form FactorPurpose-built for CAD professionals, the Radeon Pro WX 4100 graphics card is the world’s fastest low-profile workstation graphics solution available today1, delivering up to 2.4 TFLOPS of compute performance. Based on 14nm FinFET technology, the Radeon Pro WX 4100 GPU contains the latest innovations found in the state-of-the-art Polaris GPU architecture.Planned ISV CertificationsThe Radeon Pro certification team is working diligently with our ISV partners to ensure certification on many of the popular applications that are being used in the Design and Manufacturing spaces, making certain that the Radeon Pro WX 4100 graphics card is properly supported on key applications so you can have a hassle-free experience.Quality You Can TrustRadeon Pro WX is the embodiment of innovation and design within the Radeon Technologies Group. Great care is taken into crafting each product to ensure quality and reliability are at the highest of standards. We are proud to stand behind our three year limited warranty (see details at www.amd.com/Warranty) and optional seven year extended limited warranty also available (see details and requirements at www.amd.com/ExtendedWarranty).",276.24,GBP,1050421.0,https://www.clicksaveandprint.com/amd-radeon-pro-wx-4100-4-gb-gddr5-100-506008,"AMD RADEON PRO WX 4100 4 GB GDDR5. Description: World’s Fastest Low-Profile Workstation Graphics Card1Content creation has evolved over the past ten years, and so have the demands of the designers and creators. CAD professionals want flexible, sleek, and quiet small form-factor workstations. Radeon™ Pro WX 4100 delivers the performance and reliability workstation users need to get their job done.Great Performance in a Small Form FactorPurpose-built for CAD professionals, the Radeon™ Pro WX 4100 graphics card is the world’s fastest low-profile workstation graphics solution available today1, delivering up to 2.4 TFLOPS of compute performance. Based on 14nm FinFET technology, the Radeon Pro WX 4100 GPU contains the latest innovations found in the state-of-the-art Polaris GPU architecture.Planned ISV CertificationsThe Radeon Pro certification team is working diligently with our ISV partners to ensure certification on many of the popular applications that are being used in the Design and Manufacturing spaces, making certain that the Radeon™ Pro WX 4100 graphics card is properly supported on key applications so you can have a hassle-free experience.Quality You Can TrustRadeon™ Pro WX is the embodiment of innovation and design within the Radeon Technologies Group. Great care is taken into crafting each product to ensure quality and reliability are at the highest of standards. We are proud to stand behind our three year limited warranty (see details at www.amd.com/Warranty) and optional seven year extended limited warranty also available (see details and requirements at www.amd.com/ExtendedWarranty).",RADEON PRO WX 4100,100-506008,GPU,,,,,,PCI Express x8,,,,,,,,,
products_1_55998431,Palit,"PALIT VGA GeForce GTX 1660 Super NE6166SS18J9-161F, GDDR6 6GB, StormX OC","Available  CCL, this Palit GeForce GTX 1660 SUPER StormX 6GB Overclocked Graphics Card is VR Ready and has HDMI, DVI and DisplayPort outputs",246.21,EUR,1051451.0,https://www.cclonline.com/product/300173/NE6166SS18J9-161F/Graphics-Cards/Palit-GeForce-GTX-1660-SUPER-StormX-OC-6GB-Overclocked-Graphics-Card/VGA5698,PALIT NE6166SS18J9-161F PALIT GeForce GT. Description: PALIT NE6166SS18J9-161F PALIT GeForce GT,GeForce GTX 1660 SUPER StormX Boost,NE6166SS18J9-161F,GPU,GeForce GTX 1660 Super,6.0 GB,,,,,,,,,,,GDDR6,,
products_1_1022732,Samsung,"Samsung 860 EVO 4TB 2.5\"" SATA 3D V-NAND SSD/Solid State Drive","MZ-76E4T0B/EU, Samsung 860 Evo 4TB SSD, Read Speed: 550MB/Sec, Write Speed: 520MB/Sec, Flash: Samsung V-NAND 3bit MLC",539.99,EUR,1057972.0,https://cdm-it.nl/randapparatuur/samsung-mz-76e4t0b-eu.html,Samsung 860 EVO Series SSD 4TB. Description: Samsung 860 EVO MZ-76E4T0B - Solid state drive - gecodeerd - 4 TB - intern - 2.5'' - SATA 6Gb/s -buffer: 4 GB - 256-bits AES - TCG Opal Encryption 2.0,860 EVO,MZ-76E4T0B/EU,SSD,,,"4,000.0 GB",550.0 MB/s,520.0 MB/s,SATA,SATA III,,,7.0,,"2,5",,,2.5-inch
products_1_8051112,Transcend,Ssd 2.5in 120gb Sata3 Tlc,Ssd 2.5in 120gb Sata3 Tlc ALUMINIUM,22.68,EUR,1066948.0,https://www.housepcshop.it/solid-state-drive/23878-ssd-25in-120gb-sata3-tlc.html,Ssd 2.5in 120gb Sata3 Tlc. Description: Ssd 2.5in 120gb Sata3 Tlc ALUMINIUM,220S,,SSD,,,120.0 GB,550.0 MB/s,,,,,,,,,,,
products_1_32738830,Patriot,SSD 2.5 SATA3 6Gb/s 240GB Patriot Burst 555MBs/500MBs PBU240GS25SSDR,"The Patriot Burst Solid-State Drive (SSD) is the perfect way to enhance computer performance. Burst offers transfer speeds at up ot 560MB/s read and 540MB/s write to eliminate bottlenecks. With a SATA III interface, this SSD provides greater performance over traditional HDDs.At only 7mm high in a 2.5\\",138.41,GBP,1068495.0,https://www.technextday.co.uk/patriot-burst-240gb-25-sata-iii-ssd-pbu240gs25ssdr,"Patriot Burst 240GB 2.5\\. Description: The Patriot Burst Solid-State Drive (SSD) is the perfect way to enhance computer performance. Burst offers transfer speeds at up ot 560MB/s read and 540MB/s write to eliminate bottlenecks. With a SATA III interface, this SSD provides greater performance over traditional HDDs.At only 7mm high in a 2.5\\",Burst,PBU240GS25SSDR,SSD,,,240.0 GB,560.0 MB/s,540.0 MB/s,SATA,SATA III,,,7.0,,2.5-inch SATA,,,2.5-inch
