id1,id2,score,notes
products_1_75711589,products_2_9698842,0.9989072084,ditto_plm
products_1_14296399,products_2_51932172,0.9983242154,ditto_plm
products_1_94807470,products_2_27226970,0.9981607795,ditto_plm
products_1_50222671,products_2_52572370,0.9980675578,ditto_plm
products_1_65406066,products_2_10397588,0.9979649782,ditto_plm
products_1_3578071,products_2_12723662,0.9978638291,ditto_plm
products_1_3992423,products_2_79457331,0.9978219271,ditto_plm
products_1_60294267,products_2_66536481,0.9977305532,ditto_plm
products_1_8217265,products_2_3713348,0.9976293445,ditto_plm
products_1_21120112,products_2_31831570,0.9976266026,ditto_plm
products_1_18451047,products_2_54361651,0.9974449873,ditto_plm
k02_noncorner_products_00006__products_1,k02_noncorner_products_00006__products_2,0.9974321723,ditto_plm
products_1_88855243,products_2_11732386,0.9973932505,ditto_plm
products_1_675322,products_2_57731827,0.9973065853,ditto_plm
products_1_66284906,products_2_94735407,0.9972925782,ditto_plm
products_1_51563635,products_2_45740036,0.9972110391,ditto_plm
products_1_78427880,products_2_62294539,0.9972059131,ditto_plm
products_1_36622630,products_2_32766302,0.9971440434,ditto_plm
products_1_14567457,products_2_77398442,0.9970579147,ditto_plm
products_1_18374077,products_2_54337235,0.997056365,ditto_plm
products_1_95247966,products_2_4391771,0.9970541,ditto_plm
products_1_82091590,products_2_97351682,0.9970449805,ditto_plm
products_1_39826842,products_2_55156660,0.9969267249,ditto_plm
products_1_67813666,products_2_49236530,0.9968967438,ditto_plm
products_1_11746366,products_2_10634045,0.9968909621,ditto_plm
products_1_67904610,products_2_8067918,0.996830523,ditto_plm
products_1_22326836,products_2_62202192,0.9968013763,ditto_plm
products_1_63493764,products_2_67083681,0.9967470169,ditto_plm
k02_noncorner_products_00260__products_1,k02_noncorner_products_00260__products_2,0.9966984391,ditto_plm
products_1_42551174,products_2_22018751,0.9966358542,ditto_plm
products_1_39822109,products_2_56392806,0.9965878725,ditto_plm
products_1_22055981,products_2_19692190,0.9965820909,ditto_plm
k02_noncorner_products_00127__products_1,k02_noncorner_products_00127__products_2,0.9965284467,ditto_plm
products_1_66270550,products_2_49367823,0.9965142608,ditto_plm
products_1_62156844,products_2_11565762,0.9964184761,ditto_plm
k02_noncorner_products_00344__products_1,k02_noncorner_products_00344__products_2,0.9963377714,ditto_plm
products_1_36863105,products_2_61698087,0.9963364601,ditto_plm
products_1_51798356,products_2_76734577,0.9962803721,ditto_plm
k02_noncorner_products_00323__products_1,k02_noncorner_products_00323__products_2,0.9962552786,ditto_plm
products_1_91393515,products_2_2855231,0.996247828,ditto_plm
products_1_7871781,products_2_52338887,0.996196866,ditto_plm
k02_noncorner_products_00072__products_1,k02_noncorner_products_00304__products_2,0.9961867929,ditto_plm
products_1_27302519,products_2_31528995,0.9961754084,ditto_plm
k02_noncorner_products_00226__products_1,k02_noncorner_products_00226__products_2,0.9961613417,ditto_plm
k02_noncorner_products_00302__products_1,k02_noncorner_products_00302__products_2,0.9961357117,ditto_plm
products_1_8904814,products_2_5278516,0.9960854053,ditto_plm
products_1_10565065,products_2_72827975,0.9960573912,ditto_plm
