metric_name,value
coverage.entity.RF.n_rows_output,67075
coverage.entity.RF.n_rows_largest_input,46388
coverage.entity.RF.row_gain_vs_largest_input,0.44595585065103044
coverage.entity.GR.n_reference,100
coverage.entity.GR.row_count_abs_diff,66975
coverage.entity.GR.row_count_rel_diff,669.75
coverage.entity.GR.n_recovered,100
coverage.entity.GR.n_partial,0
coverage.entity.GR.n_lost,0
coverage.entity.GR.n_fabricated,66975
coverage.entity.GR.recovery_rate,1.0
coverage.fact.RF.density_output,0.5807886693999255
coverage.fact.RF.density_largest_input,0.0
coverage.fact.RF.density_gain,0.5807886693999255
coverage.fact.GR.per_column_drift_normalized.ESRB,0.05237005790398296
coverage.fact.GR.per_column_drift_normalized.criticScore,0.01322387127859552
coverage.fact.GR.per_column_drift_normalized.developer,0.525068100192777
coverage.fact.GR.per_column_drift_normalized.name,0.5612907306958639
coverage.fact.GR.per_column_drift_normalized.platform,0.37057832329406104
coverage.fact.GR.per_column_drift_normalized.publisher,0.21968946109624177
coverage.fact.GR.per_column_drift_normalized.userScore,0.059591908693806574
coverage.fact.GR.overall_drift,0.2574017790221898
coverage.fact.GR.density_delta_per_attribute.name.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.name.pipe_density,1.0
coverage.fact.GR.density_delta_per_attribute.name.delta,0.0
coverage.fact.GR.density_delta_per_attribute.releaseYear.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.releaseYear.pipe_density,0.8731121878494223
coverage.fact.GR.density_delta_per_attribute.releaseYear.delta,-0.12688781215057765
coverage.fact.GR.density_delta_per_attribute.developer.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.developer.pipe_density,0.8736936265374581
coverage.fact.GR.density_delta_per_attribute.developer.delta,-0.12630637346254192
coverage.fact.GR.density_delta_per_attribute.genres.reference_density,0.0
coverage.fact.GR.density_delta_per_attribute.genres.pipe_density,0.8984867685426761
coverage.fact.GR.density_delta_per_attribute.genres.delta,0.8984867685426761
