id,brand,title,description,price,priceCurrency,cluster_id,url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
46320085,Gigabyte,GIGABYTE GeForce RTX 3080 GAMING OC 10G GRAPHICS CARD (GV-N3080GAMING OC-10GD),To Avail the offer Click Here,73160.0,INR,1002037,https://www.pcstudio.in/product/gigabyte-geforce-rtx-3080-gaming-oc-10g-graphics-card,GIGABYTE GeForce RTX 3080 GAMING OC 10G GRAPHICS CARD (GV-N3080GAMING OC-10GD). Description: To Avail the offer Click Here,GeForce RTX 3080 GAMING OC 10G,GV-N3080GAMING OC-10GD,GPU,GeForce RTX 3080,10.0,,,,,,,,,,,,,
91583813,Western Digital,WD Blue 6TB SATA3 256MB 3.5' 5400RPM 6Gb/s HDD,"Western Digital WD Blue 3.5-inch PC hard drives deliver solid reliability for office and web applications, and they are perfect for extra storage for desktop PC computing. Specifications Cache 256MB Capacity 6TB Form Factor 3.5 inch Interface SATA Misc.Product FamilyRPM 5400 RPM Series WD Blue PC/MAC Warranty 2 Years Weight 0.64 KG",278.0,AUD,1004942,https://netplus.com.au/products/wd-blue-6tb-sata3-256mb-3-5-5400rpm-6gb-s-hdd,"WD Blue 6TB SATA3 256MB 3.5' 5400RPM 6Gb/s HDD. Description: Western Digital WD Blue 3.5-inch PC hard drives deliver solid reliability for office and web applications, and they are perfect for extra storage for desktop PC computing. Specifications Cache 256MB Capacity 6TB Form Factor 3.5 inch Interface SATA Misc.Product FamilyRPM 5400 RPM Series WD Blue PC/MAC Warranty 2 Years Weight 0.64 KG",WD Blue,,HDD,,,6000.0,,,SATA,SATA III,,,,640.0,3.5-inch SATA,,,3.5-inch
86850217,Corsair,SSD 960GB Corsair Force MP510 NVMe,SSD 960GB Corsair Force MP510 NVMe,2316.0,SEK,1007272,https://www.nordwaystore.se/ssd-960gb-corsair-force-mp510-nvme,SSD 960GB Corsair Force MP510 NVMe. Description: SSD 960GB Corsair Force MP510 NVMe,Force MP510,,SSD,,,960.0,,,,NVMe,,,,,,,,
56719289,Seagate,"Seagate ST4000NM0115 4TB 3.5\"" Exos 7E8 512E SATA 7200RPM HDD","Seagate ST4000NM0115 4TB 3.5\\\"" Exos 7E8 512E SATA 7200RPM HDD - Interface: SATA 6Gb/s - Max. Sustained Transfer Rate of 226 MB/s - MTBF: 2,000,000 Hours - 5 Years Limited Warranty",329.0,AUD,1014052,https://www.skycomp.com.au/seagate-st4000nm0115-4tb-35-exos-7e8-512e-sata-7200rpm-hdd-585009.html,"Seagate ST4000NM0115 4TB 3.5\"" Exos 7E8 512E SATA 7200RPM HDD. Description: Seagate ST4000NM0115 4TB 3.5\\\"" Exos 7E8 512E SATA 7200RPM HDD - Interface: SATA 6Gb/s - Max. Sustained Transfer Rate of 226 MB/s - MTBF: 2,000,000 Hours - 5 Years Limited Warranty",Exos 7E8,ST4000NM0115,HDD,,,4000.0,226.0,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
58331719,Asus,VIDEO GEFORCE GTX 1650 4GB ASUS PHOENIX OC,"Graphics EngineNVIDIA® GeForce GTX 1650Bus StandardPCI Express 3.0OpenGLOpenGL®4.6Video MemoryGDDR5 4GBEngine ClockOC Mode - GPU Boost Clock : 1710 MHz , GPU Base Clock : 1515 MHzGaming Mode (Default) - GPU Boost Clock : 1680 MHz , GPU Base Clock : 1485 MHzCUDA Core896Memory Clock8002 MHzMemory Interface128-bitResolutionDigital Max Resolution:7680x4320InterfaceDVI Output : Yes x 1 (Native) (DVI-D)HDMI Output : Yes x 1 (Native) (HDMI 2.0b)Display Port : Yes x 1 (Native) (DisplayPort 1.4)HDCP Support : Yes (2.2)Maximum Display Support3NVlink/ Crossfire SupportNoRecommended PSU300WAccessories1 x CD1 x Quick GuideSoftwareASUS GPU Tweak II & DriverDimensions7.48 "" x 4.33 "" x 1.49 "" Inch19 x 11 x 3.8 CentimeterSlot2 slot",19970.0,ARS,1014152,https://www.fullh4rd.com.ar/prod/12574/video-geforce-gtx-1650-4gb-asus-phoenix-oc,"VIDEO GEFORCE GTX 1650 4GB ASUS PHOENIX OC. Description: Graphics EngineNVIDIA® GeForce GTX 1650Bus StandardPCI Express 3.0OpenGLOpenGL®4.6Video MemoryGDDR5 4GBEngine ClockOC Mode - GPU Boost Clock : 1710 MHz , GPU Base Clock : 1515 MHzGaming Mode (Default) - GPU Boost Clock : 1680 MHz , GPU Base Clock : 1485 MHzCUDA Core896Memory Clock8002 MHzMemory Interface128-bitResolutionDigital Max Resolution:7680x4320InterfaceDVI Output : Yes x 1 (Native) (DVI-D)HDMI Output : Yes x 1 (Native) (HDMI 2.0b)Display Port : Yes x 1 (Native) (DisplayPort 1.4)HDCP Support : Yes (2.2)Maximum Display Support3NVlink/ Crossfire SupportNoRecommended PSU300WAccessories1 x CD1 x Quick GuideSoftwareASUS GPU Tweak II & DriverDimensions7.48 "" x 4.33 "" x 1.49 "" Inch19 x 11 x 3.8 CentimeterSlot2 slot",PHOENIX OC,,GPU,GeForce GTX 1650,4.0,,,,PCI Express x16,,433.0,,,,,GDDR5,,
19665462,Asus,GPU ASUS DUAL- GTX 1650 - 4 Go,ASUS DUAL GTX 1650 EDITION CARTE GRAPHIQUE OC 4GB GDDR5PN: 90YV0CV2-M0NA00 EAN: 4718017295734 ID: A0029244DUAL / 1XDP 1.4 / 1XHDMI 2.0 / DVI-D / 8-PIN,2500.0,MAD,1021594,http://extragamer.ma/cartes-graphiques/20-gpu-asus-dual-gtx-1650-4-go-90yv0cv2-m0na00.html,GPU ASUS DUAL- GTX 1650 - 4 Go. Description: ASUS DUAL GTX 1650 EDITION CARTE GRAPHIQUE OC 4GB GDDR5PN: 90YV0CV2-M0NA00 EAN: 4718017295734 ID: A0029244DUAL / 1XDP 1.4 / 1XHDMI 2.0 / DVI-D / 8-PIN,DUAL GTX 1650 EDITION,90YV0CV2-M0NA00,GPU,GeForce GTX 1650,4.0,,,,,,,,,,,GDDR5,,
17787075,Kingston,"16 GB Kingston DataTraveler Vault Privacy 3.0, USB 3.0, 256-bit AES Encrypted FIPS 197","Kingston DataTraveler Vault Privacy USB3.0 minne, 16GB, 256-bit AES-kryptering, FIP 197, svart/blå",875.0,SEK,1023407,https://databyran.nu/produkter/61216,"16 GB Kingston DataTraveler Vault Privacy 3.0, USB 3.0, 256-bit AES Encrypted FIPS 197. Description: Kingston DataTraveler Vault Privacy USB3.0 minne, 16GB, 256-bit AES-kryptering, FIP 197, svart/blå",DataTraveler Vault Privacy 3.0,,USB_STICK,,,16.0,,,USB 3.0,,,,,,,,svart/blå,
35444889,Zotac,ZOTAC GAMING GeForce RTX 2080 Ti Blower,"The ZOTAC GAMING GeForce RTX 2080 Ti Blower has 11 GB Vram. Its boost clock is set to 1545 MHz, its memory clock is at 14000 MHz.",1431.7,USD,1027288,https://www.pc-kombo.com/us/product/gpu/04895173617614_ZOTAC%20GAMING%20GeForce%20RTX%202080%20Ti%20Blower,"ZOTAC GAMING GeForce RTX 2080 Ti Blower. Description: The ZOTAC GAMING GeForce RTX 2080 Ti Blower has 11 GB Vram. Its boost clock is set to 1545 MHz, its memory clock is at 14000 MHz.",GAMING GeForce RTX 2080 Ti Blower,,GPU,GeForce RTX 2080 Ti,11.0,,,,,,,,,,,,,
33177591,Gigabyte,Gigabyte GV-N166SOC-6GD graphics card NVIDIA GeForce GTX 1660 SUPER 6 GB GDDR6,"Gigabyte GV-N166SOC-6GD, GeForce GTX 1660 SUPER, 6 GB, GDDR6, 1920 bit, 7680 x 4320 pixels, PCI Express x16 3.0",,EUR,1028734,https://www.copaco.com/en-be/hardware/gigabyte-gv-n166soc-6gd-graphics-card-nvidia-geforce-gtx-1660-super-6-gb-gddr6-gig-gv-n166soc-6gd,"Gigabyte GV-N166SOC-6GD graphics card NVIDIA GeForce GTX 1660 SUPER 6 GB GDDR6. Description: Gigabyte GV-N166SOC-6GD, GeForce GTX 1660 SUPER, 6 GB, GDDR6, 1920 bit, 7680 x 4320 pixels, PCI Express x16 3.0",GV-N166SOC-6GD,GV-N166SOC-6GD,GPU,GeForce GTX 1660 Super,6.0,,,,PCI Express x16,,,,,,,GDDR6,,
69693971,MSI,MSI V375-040R grafikkort GeForce GTX 1660 Ti 6 GB GDDR6,"Grafikkort, NVIDIA GeForce GTX 1660 Ti Overclocked (Core clock 1500 MHz / Boost clock 1875 MHz), 1536 CUDA kerner, 6 GB GDDR6 (Memory clock 12 GHz) - 192-bit, PCI Express 3.0 x16, 1 x HDMI 2.0b / 3 x DisplayPort 1.4 tilslutninger, understøtter NVIDIA G-Sync, 1 x 8-pins strømstik, kortlængde: 247mm - MSI Twin Frozr low noise cooler - GTX 1660 Ti GAMING X 6G",2599.0,DKK,1029916,https://extremegaming.dk/vare/msi-v375-040r-grafikkort-geforce-gtx-1660-ti-6-gb-gddr6,"MSI V375-040R grafikkort GeForce GTX 1660 Ti 6 GB GDDR6. Description: Grafikkort, NVIDIA GeForce GTX 1660 Ti Overclocked (Core clock 1500 MHz / Boost clock 1875 MHz), 1536 CUDA kerner, 6 GB GDDR6 (Memory clock 12 GHz) - 192-bit, PCI Express 3.0 x16, 1 x HDMI 2.0b / 3 x DisplayPort 1.4 tilslutninger, understøtter NVIDIA G-Sync, 1 x 8-pins strømstik, kortlængde: 247mm - MSI Twin Frozr low noise cooler - GTX 1660 Ti GAMING X 6G",GTX 1660 Ti GAMING X 6G,V375-040R,GPU,GeForce GTX 1660 Ti,6.0,,,,PCI Express x16,,,247.0,,,,GDDR6,,
