case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
products,prod1,id,Hardware Product,id,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,manufacturer,Hardware Product,brand,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,product_name,Hardware Product,title,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,product_description,Hardware Product,description,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,list_price,Hardware Product,price,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,currency_code,Hardware Product,priceCurrency,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,product_url,Hardware Product,url,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,name_and_description,Hardware Product,title_description,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,model_name,Hardware Product,model,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,manufacturer_part_number,Hardware Product,model_number,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,category,Hardware Product,product_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,gpu_chipset,Hardware Product,chipset_name,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,video_memory_gb,Hardware Product,vram_gb,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,capacity_gb,Hardware Product,storage_gb,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,sequential_read_mb_s,Hardware Product,read_speed_mb_s,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,sequential_write_mb_s,Hardware Product,write_speed_mb_s,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,bus_standard,Hardware Product,bus_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,interface,Hardware Product,interface_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,width_millimeters,Hardware Product,width_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,length_millimeters,Hardware Product,length_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,height_millimeters,Hardware Product,height_mm,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,weight_grams,Hardware Product,weight_g,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,connector,Hardware Product,storage_connection_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,memory_technology,Hardware Product,memory_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,colour,Hardware Product,color,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod1,form_factor,Hardware Product,form_factor,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod1_mapping.csv
products,prod2,id,Hardware Product,id,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,brandName,Hardware Product,brand,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,name,Hardware Product,title,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,descriptionText,Hardware Product,description,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,priceAmount,Hardware Product,price,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,currency,Hardware Product,priceCurrency,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,productUrl,Hardware Product,url,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,titleAndDescription,Hardware Product,title_description,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,modelName,Hardware Product,model,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,mpn,Hardware Product,model_number,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,productCategory,Hardware Product,product_type,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,chipset,Hardware Product,chipset_name,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,vramGb,Hardware Product,vram_gb,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
products,prod2,capacityGb,Hardware Product,storage_gb,0.95,llm_based_matching,DI-Bench/runs/products/schema_matching/mappings/prod2_mapping.csv
