case,strategy,split,attribute,accuracy,correct,total,source_file
products,heuristic,provided_validation,price,0.5543478260869565,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,vram_gb,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,width_mm,0.8333333333333334,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,brand,0.9680851063829788,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,write_speed_mb_s,0.7647058823529411,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,bus_type,0.6621621621621622,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,length_mm,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,read_speed_mb_s,0.9411764705882352,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,weight_g,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,title_description,0.29,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,chipset_name,0.24,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,model,0.375,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,url,0.41,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,model_number,0.875,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,storage_gb,0.9863013698630136,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,storage_connection_type,0.7254901960784313,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,title,0.31,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,height_mm,0.8333333333333334,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,form_factor,0.9375,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,priceCurrency,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,product_type,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,description,0.29,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,memory_type,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,interface_type,0.4464285714285714,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,heuristic,provided_validation,color,0.7333333333333333,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,price,0.5543478260869565,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,vram_gb,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,width_mm,0.8333333333333334,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,brand,0.9680851063829788,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,write_speed_mb_s,0.7647058823529411,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,bus_type,0.6621621621621622,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,length_mm,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,read_speed_mb_s,0.9411764705882352,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,weight_g,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,title_description,0.29,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,chipset_name,0.24,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,model,0.375,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,url,0.41,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,model_number,0.875,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,storage_gb,0.9863013698630136,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,storage_connection_type,0.7254901960784313,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,title,0.31,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,height_mm,0.8333333333333334,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,form_factor,0.9375,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,priceCurrency,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,product_type,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,description,0.29,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,memory_type,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,interface_type,0.4464285714285714,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_no_val,provided_validation,color,0.7333333333333333,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_val,provided_validation,price,0.5543478260869565,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_val,provided_validation,vram_gb,1.0,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_val,provided_validation,width_mm,0.8333333333333334,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
products,llm_val,provided_validation,brand,0.9680851063829788,,,DI-Bench/runs/products/fusion/optimization_provided_val/comparison_summary_validation.csv
