silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
products_1_1022732,products_1_1022732,2,2,2,1.0
products_1_10524439,products_1_10524439,2,2,2,1.0
products_1_10678822,products_1_10678822,2,2,2,1.0
products_1_1080849,products_1_1080849,2,2,2,1.0
products_1_10827123,products_1_10827123,2,2,2,1.0
products_1_10861890,products_1_10861890,2,2,2,1.0
products_1_14715948,products_1_14715948,2,2,2,1.0
products_1_15104574,products_1_15104574,2,2,2,1.0
products_1_15814761,products_1_15814761,2,2,2,1.0
products_1_16121684,products_1_16121684,2,2,2,1.0
products_1_17229793,products_1_17229793,2,2,2,1.0
products_1_17432451,products_1_17432451,2,2,2,1.0
products_1_20598122,products_1_20598122,2,2,2,1.0
products_1_20847143,products_1_20847143,2,2,2,1.0
products_1_20960713,products_1_20960713,2,2,2,1.0
products_1_22682562,products_1_22682562,2,2,2,1.0
products_1_23622857,products_1_23622857,2,2,2,1.0
products_1_23766798,products_1_23766798,2,2,2,1.0
products_1_26394951,products_1_26394951,2,2,2,1.0
products_1_2652480,products_1_2652480,2,2,2,1.0
products_1_26986926,products_1_26986926,2,2,2,1.0
products_1_27166335,products_1_27166335,2,2,2,1.0
products_1_27333099,products_1_27333099,2,2,2,1.0
products_1_27373947,products_1_27373947,2,2,2,1.0
products_1_27830267,products_1_27830267,2,2,2,1.0
products_1_27969946,products_1_27969946,2,2,2,1.0
products_1_28224541,products_1_28224541,2,2,2,1.0
products_1_2912414,products_1_2912414,2,2,2,1.0
products_1_3146170,products_1_3146170,2,2,2,1.0
products_1_32132801,products_1_32132801,2,2,2,1.0
products_1_325545,products_1_325545,2,2,2,1.0
products_1_32651602,products_1_32651602,2,2,2,1.0
products_1_3308613,products_1_3308613,2,2,2,1.0
products_1_3323341,products_1_3323341,2,2,2,1.0
products_1_33376118,products_1_33376118,2,2,2,1.0
products_1_34032163,products_1_34032163,2,2,2,1.0
products_1_34143288,products_1_34143288,2,2,2,1.0
products_1_35800770,products_1_35800770,2,2,2,1.0
products_1_3589339,products_1_3589339,2,2,2,1.0
products_1_35966001,products_1_35966001,2,2,2,1.0
products_1_3600312,products_1_3600312,2,2,2,1.0
products_1_36622630,products_1_36622630,2,2,2,1.0
products_1_36807074,products_1_36807074,2,2,2,1.0
products_1_36863105,products_1_36863105,2,2,2,1.0
products_1_39826842,products_1_39826842,2,2,2,1.0
products_1_4050965,products_1_4050965,2,2,2,1.0
products_1_41098467,products_1_41098467,2,2,2,1.0
products_1_41160430,products_1_41160430,2,2,2,1.0
products_1_41214107,products_1_41214107,2,2,2,1.0
products_1_4360231,products_1_4360231,2,2,2,1.0
products_1_43653282,products_1_43653282,2,2,2,1.0
products_1_44961253,products_1_44961253,2,2,2,1.0
products_1_46330427,products_1_46330427,2,2,2,1.0
products_1_48259418,products_1_48259418,2,2,2,1.0
products_1_48525870,products_1_48525870,1,2,1,0.5
products_1_4944318,products_1_4944318,2,2,2,1.0
products_1_50222671,products_1_50222671,2,2,2,1.0
products_1_51025959,products_1_51025959,2,2,2,1.0
products_1_51669161,products_1_51669161,2,2,2,1.0
products_1_52315318,products_1_52315318,2,2,2,1.0
products_1_53202784,products_1_53202784,2,2,2,1.0
products_1_54859186,products_1_54859186,2,2,2,1.0
products_1_55998431,products_1_55998431,2,2,2,1.0
products_1_58208007,products_1_58208007,2,2,2,1.0
products_1_58685745,products_1_58685745,2,2,2,1.0
products_1_59530038,products_1_59530038,2,2,2,1.0
products_1_59897811,products_1_59897811,2,2,2,1.0
products_1_60591019,products_1_60591019,2,2,2,1.0
products_1_6114785,products_1_6114785,2,2,2,1.0
products_1_63493764,products_1_63493764,2,2,2,1.0
products_1_64204030,products_1_64204030,2,2,2,1.0
products_1_65406066,products_1_65406066,2,2,2,1.0
products_1_66183633,products_1_66183633,2,2,2,1.0
products_1_66458380,products_1_66458380,2,2,2,1.0
products_1_67375798,products_1_67375798,2,2,2,1.0
products_1_67844012,products_1_67844012,2,2,2,1.0
products_1_6951663,products_1_6951663,2,2,2,1.0
products_1_69962412,products_1_69962412,2,2,2,1.0
products_1_71962852,products_1_71962852,2,2,2,1.0
products_1_74156633,products_1_74156633,2,2,2,1.0
products_1_7610550,products_1_7610550,2,2,2,1.0
products_1_77093147,products_1_77093147,2,2,2,1.0
products_1_77251182,products_1_77251182,2,2,2,1.0
products_1_78427880,products_1_78427880,2,2,2,1.0
products_1_78827999,products_1_78827999,2,2,2,1.0
products_1_81080257,products_1_81080257,2,2,2,1.0
products_1_8333161,products_1_8333161,2,2,2,1.0
products_1_84634220,products_1_84634220,2,2,2,1.0
products_1_86482658,products_1_86482658,2,2,2,1.0
products_1_87430670,products_1_87430670,2,2,2,1.0
products_1_87510268,products_1_87510268,2,2,2,1.0
products_1_8924039,products_1_8924039,2,2,2,1.0
products_1_91393515,products_1_91393515,2,2,2,1.0
products_1_936587,products_1_936587,1,2,1,0.5
products_1_95247966,products_1_95247966,2,2,2,1.0
products_1_96580141,products_1_96580141,2,2,2,1.0
products_1_98108384,products_1_98108384,2,2,2,1.0
products_1_9830450,products_1_9830450,2,2,2,1.0
products_1_98803698,products_1_98803698,2,2,2,1.0
products_1_9908573,products_1_9908573,2,2,2,1.0
