metric_name,value
coverage.entity.RF.n_rows_output,840
coverage.entity.RF.n_rows_largest_input,805
coverage.entity.RF.row_gain_vs_largest_input,0.043478260869565216
coverage.entity.GR.n_reference,100
coverage.entity.GR.row_count_abs_diff,740
coverage.entity.GR.row_count_rel_diff,7.4
coverage.entity.GR.n_recovered,98
coverage.entity.GR.n_partial,2
coverage.entity.GR.n_lost,0
coverage.entity.GR.n_fabricated,740
coverage.entity.GR.recovery_rate,0.98
coverage.fact.RF.density_output,0.4664186507936508
coverage.fact.RF.density_largest_input,0.4920289855072464
coverage.fact.RF.density_gain,-0.025610334713595584
coverage.fact.GR.per_column_drift_normalized.brand,0.34328994872388574
coverage.fact.GR.per_column_drift_normalized.bus_type,0.1980988396446604
coverage.fact.GR.per_column_drift_normalized.chipset_name,0.5734188423590786
coverage.fact.GR.per_column_drift_normalized.description,0.19845083058939644
coverage.fact.GR.per_column_drift_normalized.form_factor,0.23596508688079348
coverage.fact.GR.per_column_drift_normalized.interface_type,0.6228857585461358
coverage.fact.GR.per_column_drift_normalized.memory_type,0.17627905244319245
coverage.fact.GR.per_column_drift_normalized.model,0.38283081912193795
coverage.fact.GR.per_column_drift_normalized.model_number,0.6134111169810259
coverage.fact.GR.per_column_drift_normalized.price,0.014019581986775291
coverage.fact.GR.per_column_drift_normalized.priceCurrency,0.18491702251619024
coverage.fact.GR.per_column_drift_normalized.product_type,0.27770920755638434
coverage.fact.GR.per_column_drift_normalized.read_speed_mb_s,0.0
coverage.fact.GR.per_column_drift_normalized.storage_connection_type,0.24094421087400253
coverage.fact.GR.per_column_drift_normalized.storage_gb,0.0
coverage.fact.GR.per_column_drift_normalized.title,0.22353373595851783
coverage.fact.GR.per_column_drift_normalized.title_description,0.14210118103315414
coverage.fact.GR.per_column_drift_normalized.vram_gb,0.0
coverage.fact.GR.per_column_drift_normalized.write_speed_mb_s,0.0
coverage.fact.GR.overall_drift,0.23304501237974373
coverage.fact.GR.density_delta_per_attribute.title.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.title.pipe_density,0.9821428571428571
coverage.fact.GR.density_delta_per_attribute.title.delta,-0.017857142857142905
coverage.fact.GR.density_delta_per_attribute.brand.reference_density,1.0
coverage.fact.GR.density_delta_per_attribute.brand.pipe_density,0.975
coverage.fact.GR.density_delta_per_attribute.brand.delta,-0.025000000000000022
