entity_id,source,attribute,original_value,attempted_format,reason,knob,level
k02_interp_games_00049__dbpedia,dbpedia,launch_yr,2014-06-01,eu_dot,roundtrip_parse_fail,5,hard
metacritic_11701,metacritic,year_published,0001-01-01,long_english,roundtrip_parse_fail,5,hard
metacritic_13260,metacritic,year_published,0001-01-01,iso,roundtrip_parse_fail,5,hard
k02_interp_games_00001__metacritic,metacritic,year_published,2010-06-01,eu_dot,roundtrip_parse_fail,5,hard
k02_interp_games_00001__sales,sales,launch_dt,2010-06-01,eu_dot,roundtrip_parse_fail,5,hard
k02_interp_games_00075__sales,sales,launch_dt,2014-06-01,eu_dot,roundtrip_parse_fail,5,hard
sales_5,sales,units_sold_mm,28000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_18,sales,units_sold_mm,14000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_22,sales,units_sold_mm,13000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_38,sales,units_sold_mm,10000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_39,sales,units_sold_mm,10000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_44,sales,units_sold_mm,9000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_48,sales,units_sold_mm,9000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_59,sales,units_sold_mm,7000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_62,sales,units_sold_mm,7000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_80,sales,units_sold_mm,6000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_81,sales,units_sold_mm,6000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_89,sales,units_sold_mm,6000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_90,sales,units_sold_mm,6000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_97,sales,units_sold_mm,6000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_106,sales,units_sold_mm,5000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_112,sales,units_sold_mm,5000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_114,sales,units_sold_mm,5000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_115,sales,units_sold_mm,5000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_125,sales,units_sold_mm,5000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_140,sales,units_sold_mm,5000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_175,sales,units_sold_mm,4000000,locale:de_DE,roundtrip_parse_fail,5,hard
sales_189,sales,units_sold_mm,4000,locale:de_DE,roundtrip_parse_fail,5,hard
