entity_id,density,rrf_component,label_collision_component,neighbour_count,protected,removed
k02_ent_000000,6.852988769067415,1.8529887690674147,5.0,53,True,False
k02_ent_000001,6.503835074429493,1.5038350744294935,5.0,45,True,False
k02_ent_000002,6.7856404096212275,1.7856404096212277,5.0,53,False,False
k02_ent_000003,0.6687603679949072,0.6687603679949072,0.0,24,False,False
k02_ent_000004,7.026548369500732,2.0265483695007322,5.0,51,False,False
k02_ent_000005,6.165427864688047,1.1654278646880467,5.0,30,False,False
k02_ent_000006,7.156377549693565,2.1563775496935653,5.0,54,False,False
k02_ent_000007,6.170086664975369,1.1700866649753694,5.0,39,False,False
k02_ent_000008,6.620500133180338,1.6205001331803381,5.0,39,False,False
k02_ent_000009,6.495366740842867,1.4953667408428664,5.0,39,True,False
k02_ent_000010,6.711597415505806,1.7115974155058058,5.0,51,False,False
k02_ent_000011,6.293143947531116,1.2931439475311166,5.0,36,False,False
k02_ent_000012,6.865700588751217,1.865700588751217,5.0,53,False,False
k02_ent_000013,6.852156803124711,1.852156803124711,5.0,52,False,False
k02_ent_000014,6.821899478280831,1.821899478280831,5.0,49,False,False
k02_ent_000015,6.4432846317797825,1.443284631779783,5.0,40,True,False
k02_ent_000016,6.6143899893334765,1.6143899893334768,5.0,51,False,False
k02_ent_000017,6.744059414721511,1.7440594147215116,5.0,51,True,False
k02_ent_000018,7.043703205552426,2.043703205552425,5.0,52,False,False
k02_ent_000019,6.53530711736448,1.5353071173644806,5.0,37,False,False
k02_ent_000020,6.004360746658366,1.0043607466583664,5.0,31,False,False
k02_ent_000021,6.735545286477487,1.735545286477487,5.0,49,False,False
k02_ent_000022,6.4297156562774,1.4297156562774005,5.0,43,False,False
k02_ent_000023,1.4385736642625049,1.4385736642625049,0.0,46,False,False
k02_ent_000024,1.302561158555781,1.302561158555781,0.0,40,False,False
k02_ent_000025,6.9395835751511274,1.939583575151127,5.0,48,False,False
k02_ent_000026,6.6060908081452965,1.6060908081452965,5.0,48,False,False
k02_ent_000027,6.333956304279603,1.333956304279603,5.0,45,False,False
k02_ent_000028,6.404779614635611,1.4047796146356109,5.0,42,False,False
k02_ent_000029,6.735405104157232,1.7354051041572323,5.0,62,True,False
k02_ent_000030,6.97287442463919,1.9728744246391898,5.0,60,False,False
k02_ent_000031,6.8461556775859105,1.8461556775859103,5.0,57,False,False
k02_ent_000032,6.565145957237983,1.565145957237983,5.0,42,False,False
k02_ent_000033,6.424022255042793,1.4240222550427932,5.0,41,False,False
k02_ent_000034,6.590315555752843,1.5903155557528437,5.0,47,False,False
k02_ent_000035,6.679031767400616,1.6790317674006163,5.0,49,False,False
k02_ent_000036,7.333039546157313,2.333039546157312,5.0,60,False,False
k02_ent_000037,6.534002946423129,1.5340029464231295,5.0,38,False,False
k02_ent_000038,5.762000494003094,0.7620004940030941,5.0,24,True,False
k02_ent_000039,6.083153038903005,1.0831530389030044,5.0,36,False,False
k02_ent_000040,7.141728575163976,2.1417285751639756,5.0,55,False,False
k02_ent_000041,6.407492115782171,1.4074921157821705,5.0,39,False,False
k02_ent_000042,6.888206995255864,1.8882069952558642,5.0,53,True,False
k02_ent_000043,6.866645561232583,1.8666455612325834,5.0,61,True,False
k02_ent_000044,6.903153321516802,1.9031533215168022,5.0,47,False,False
k02_ent_000045,6.672203473336616,1.6722034733366153,5.0,52,False,False
k02_ent_000046,7.207925252459198,2.207925252459198,5.0,61,False,False
k02_ent_000047,6.873030331030844,1.8730303310308438,5.0,50,False,False
k02_ent_000048,1.0226419377330584,1.0226419377330584,0.0,26,False,False
k02_ent_000049,6.779300392852043,1.7793003928520428,5.0,47,False,False
k02_ent_000050,6.739160381512598,1.7391603815125982,5.0,42,False,False
k02_ent_000051,6.44752410615715,1.4475241061571498,5.0,48,False,False
k02_ent_000052,6.968134643783302,1.968134643783302,5.0,53,False,False
k02_ent_000053,6.932562611127414,1.932562611127414,5.0,51,False,False
k02_ent_000054,1.0123385135747611,1.0123385135747611,0.0,35,False,False
k02_ent_000055,6.378976532586415,1.378976532586415,5.0,40,False,False
k02_ent_000056,6.341052997358963,1.3410529973589624,5.0,50,False,False
k02_ent_000057,7.18809442622277,2.188094426222771,5.0,58,False,False
k02_ent_000058,5.791529654340922,0.7915296543409213,5.0,18,True,False
k02_ent_000059,5.680279973526607,0.6802799735266071,5.0,18,True,False
k02_ent_000060,6.255370709077696,1.2553707090776964,5.0,41,True,False
k02_ent_000061,6.490764869733185,1.4907648697331843,5.0,45,False,False
k02_ent_000062,6.651173451825593,1.6511734518255932,5.0,52,False,False
k02_ent_000063,7.1509001096779325,2.1509001096779325,5.0,53,False,False
k02_ent_000064,7.285776708094245,2.2857767080942453,5.0,64,False,False
k02_ent_000065,6.162839795978957,1.1628397959789576,5.0,36,False,False
k02_ent_000066,6.198256335787934,1.198256335787934,5.0,35,False,False
k02_ent_000067,6.309815264196368,1.3098152641963687,5.0,39,False,False
k02_ent_000068,6.411705199131903,1.4117051991319038,5.0,42,False,False
k02_ent_000069,6.653760463096307,1.6537604630963074,5.0,50,False,False
k02_ent_000070,6.5076721991373025,1.5076721991373025,5.0,30,False,False
k02_ent_000071,6.928640607423462,1.9286406074234628,5.0,49,True,False
k02_ent_000072,6.4907018078327985,1.4907018078327983,5.0,46,False,False
k02_ent_000073,6.493346198529464,1.493346198529464,5.0,48,True,False
k02_ent_000074,6.950171840746712,1.9501718407467128,5.0,50,False,False
k02_ent_000075,6.168128339750195,1.1681283397501958,5.0,39,False,False
k02_ent_000076,0.7974467837703397,0.7974467837703397,0.0,29,True,False
k02_ent_000077,6.714059665173185,1.7140596651731843,5.0,50,True,False
k02_ent_000078,7.164125221772018,2.164125221772018,5.0,58,False,False
k02_ent_000079,7.137598171642308,2.1375981716423085,5.0,50,False,False
k02_ent_000080,6.827721656323111,1.8277216563231107,5.0,49,False,False
k02_ent_000081,5.906033417410277,0.9060334174102768,5.0,25,True,False
k02_ent_000082,6.968314703927988,1.9683147039279885,5.0,57,False,False
k02_ent_000083,5.737810728417208,0.7378107284172083,5.0,16,False,False
k02_ent_000084,6.795317340174538,1.7953173401745384,5.0,59,False,False
k02_ent_000085,6.999428343670685,1.9994283436706843,5.0,68,False,False
k02_ent_000086,6.9839501146786915,1.9839501146786913,5.0,47,True,False
k02_ent_000087,6.828881407586457,1.8288814075864572,5.0,55,True,False
k02_ent_000088,7.1112937554039295,2.111293755403929,5.0,48,True,False
k02_ent_000089,6.940475753849411,1.9404757538494102,5.0,51,False,False
k02_ent_000090,7.152832981840424,2.1528329818404237,5.0,64,False,False
k02_ent_000091,6.5165854664194445,1.5165854664194447,5.0,38,False,False
k02_ent_000092,6.1506859758158505,1.15068597581585,5.0,30,False,False
k02_ent_000093,6.836359383349465,1.836359383349465,5.0,54,True,False
k02_ent_000094,7.213258117719498,2.213258117719498,5.0,47,False,False
k02_ent_000095,7.28301228500379,2.2830122850037897,5.0,59,False,False
k02_ent_000096,6.90770709030108,1.9077070903010798,5.0,51,False,False
k02_ent_000097,6.398028622537678,1.3980286225376781,5.0,45,True,False
k02_ent_000098,6.329315628942533,1.3293156289425334,5.0,44,False,False
k02_ent_000099,6.0454496888201295,1.045449688820129,5.0,35,True,False
k02_ent_000100,5.588559943289124,0.5885599432891243,5.0,18,False,False
k02_ent_000101,6.724802760517081,1.7248027605170804,5.0,45,False,False
k02_ent_000102,6.167015279540969,1.1670152795409692,5.0,40,True,False
k02_ent_000103,5.955355627984511,0.9553556279845103,5.0,35,False,False
k02_ent_000104,6.137074590861002,1.1370745908610018,5.0,36,False,False
k02_ent_000105,7.093189591049264,2.0931895910492644,5.0,50,False,False
k02_ent_000106,5.705635136135488,0.7056351361354882,5.0,23,False,False
k02_ent_000107,7.175086977467341,2.1750869774673416,5.0,60,False,False
k02_ent_000108,6.830978322176024,1.8309783221760236,5.0,50,True,False
k02_ent_000109,6.870715632633431,1.8707156326334304,5.0,54,False,False
k02_ent_000110,6.679997643502684,1.6799976435026838,5.0,49,False,False
k02_ent_000111,7.163672531164568,2.163672531164569,5.0,47,False,False
k02_ent_000112,6.497034681381923,1.497034681381923,5.0,40,False,False
k02_ent_000113,6.574957251663467,1.5749572516634673,5.0,47,True,False
k02_ent_000114,5.710457200183003,0.7104572001830031,5.0,24,False,False
k02_ent_000115,7.268167121141612,2.268167121141613,5.0,62,False,False
k02_ent_000116,6.74599783623426,1.7459978362342599,5.0,50,True,False
k02_ent_000117,6.038079549090089,1.0380795490900883,5.0,26,False,False
k02_ent_000118,6.1765592825960995,1.1765592825960995,5.0,43,True,False
k02_ent_000119,1.2691411945556943,1.2691411945556943,0.0,30,False,False
k02_ent_000120,7.066500225250927,2.0665002252509264,5.0,54,False,False
k02_ent_000121,5.973342350883344,0.9733423508833443,5.0,30,True,False
k02_ent_000122,6.520324760906661,1.5203247609066608,5.0,47,False,False
k02_ent_000123,7.2276477388293365,2.2276477388293365,5.0,59,False,False
k02_ent_000124,6.741224415543133,1.7412244155431336,5.0,57,False,False
k02_ent_000125,7.0940838694895305,2.0940838694895305,5.0,61,False,False
k02_ent_000126,6.33025684284291,1.3302568428429098,5.0,38,False,False
k02_ent_000127,6.687956449808873,1.6879564498088724,5.0,44,False,False
k02_ent_000128,6.4301140337240295,1.4301140337240292,5.0,41,True,False
k02_ent_000129,6.700574271092056,1.700574271092056,5.0,53,False,False
k02_ent_000130,6.589601303793439,1.5896013037934393,5.0,39,False,False
k02_ent_000131,6.9173688644079,1.9173688644078999,5.0,55,False,False
k02_ent_000132,6.789729140815975,1.789729140815975,5.0,45,False,False
k02_ent_000133,6.802909863867149,1.8029098638671488,5.0,47,False,False
k02_ent_000134,6.963993765176969,1.9639937651769692,5.0,54,False,False
k02_ent_000135,6.982003645860156,1.982003645860156,5.0,62,False,False
k02_ent_000136,6.694483911254231,1.6944839112542311,5.0,44,False,False
k02_ent_000137,6.503096081370127,1.5030960813701266,5.0,40,False,False
k02_ent_000138,6.887177555484043,1.8871775554840429,5.0,55,False,False
k02_ent_000139,6.210399036260625,1.210399036260625,5.0,42,True,False
k02_ent_000140,7.063639641430646,2.063639641430646,5.0,49,False,False
k02_ent_000141,6.794185932255884,1.7941859322558842,5.0,57,True,False
k02_ent_000142,6.550339587284929,1.5503395872849295,5.0,47,True,False
k02_ent_000143,7.003025670688129,2.003025670688129,5.0,51,False,False
k02_ent_000144,6.863849717084439,1.8638497170844388,5.0,51,True,False
k02_ent_000145,6.718297819181888,1.7182978191818878,5.0,52,True,False
k02_ent_000146,6.594956320357293,1.5949563203572936,5.0,40,False,False
k02_ent_000147,6.003660039245594,1.0036600392455945,5.0,27,True,False
k02_ent_000148,6.272311705027071,1.2723117050270707,5.0,41,False,False
k02_ent_000149,6.3329103074694055,1.3329103074694053,5.0,45,False,False
k02_ent_000150,6.4856349420135935,1.4856349420135933,5.0,42,False,False
k02_ent_000151,7.018193005518072,2.0181930055180723,5.0,47,False,False
k02_ent_000152,6.788133235394612,1.7881332353946129,5.0,50,False,False
k02_ent_000153,6.647117546664414,1.6471175466644137,5.0,48,False,False
k02_ent_000154,6.818793016022386,1.8187930160223864,5.0,53,True,False
k02_ent_000155,7.070255650801039,2.070255650801039,5.0,51,False,False
k02_ent_000156,7.255536567984988,2.255536567984988,5.0,54,False,False
k02_ent_000157,6.75811640754045,1.7581164075404494,5.0,53,True,False
k02_ent_000158,6.66600999722348,1.6660099972234794,5.0,49,True,False
k02_ent_000159,5.88825152916049,0.8882515291604896,5.0,23,True,False
k02_ent_000160,6.586445805454991,1.5864458054549906,5.0,41,False,False
k02_ent_000161,6.736420068364244,1.7364200683642437,5.0,46,False,False
k02_ent_000162,6.3808689497875015,1.3808689497875017,5.0,40,False,False
k02_ent_000163,6.6536467671012876,1.653646767101288,5.0,42,False,False
k02_ent_000164,6.380361611621996,1.3803616116219968,5.0,41,False,False
k02_ent_000165,6.490690111949177,1.4906901119491769,5.0,37,False,False
