case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
companies-augmented-hard,dbpedia,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,dbpedia,nm,Companies,name,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,dbpedia,ey,Companies,founded,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,dbpedia,cn,Companies,country,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,dbpedia,hq,Companies,city,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,dbpedia,sg,Companies,industry,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,dbpedia,kpn,Companies,keypeople,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,dbpedia,ta,Companies,assets,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,dbpedia,ai,Companies,revenue,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-hard,forbes,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/forbes_mapping.csv
companies-augmented-hard,forbes,co_nm,Companies,name,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/forbes_mapping.csv
companies-augmented-hard,forbes,region,Companies,country,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/forbes_mapping.csv
companies-augmented-hard,forbes,bus_seg,Companies,industry,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/forbes_mapping.csv
companies-augmented-hard,forbes,ast_val,Companies,assets,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/forbes_mapping.csv
companies-augmented-hard,forbes,sls_fig,Companies,revenue,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/forbes_mapping.csv
companies-augmented-hard,fullcontact,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-hard,fullcontact,Attribute_2,Companies,name,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-hard,fullcontact,Attribute_3,Companies,country,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-hard,fullcontact,Attribute_4,Companies,city,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-hard,fullcontact,Attribute_5,Companies,keypeople,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-hard,fullcontact,Attribute_6,Companies,founded,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/hard/schema_matching/mappings/fullcontact_mapping.csv
