id2,id1,label
metacritic_1749,dbpedia_31563,FALSE
metacritic_1749,dbpedia_47599,FALSE
metacritic_1749,dbpedia_1469,FALSE
metacritic_1749,dbpedia_5928,FALSE
metacritic_1749,dbpedia_19697,FALSE
metacritic_1749,dbpedia_12562,FALSE
metacritic_1749,dbpedia_2941,FALSE
k02_noncorner_games_00084__metacritic,k02_noncorner_games_00918__dbpedia,FALSE
k02_noncorner_games_00084__metacritic,k02_noncorner_games_00525__dbpedia,FALSE
k02_noncorner_games_00084__metacritic,dbpedia_2802,FALSE
metacritic_5134,dbpedia_10563,FALSE
metacritic_5134,dbpedia_39057,FALSE
metacritic_5134,dbpedia_26461,FALSE
metacritic_5134,dbpedia_7349,FALSE
metacritic_5134,dbpedia_56735,FALSE
metacritic_5134,dbpedia_37442,FALSE
metacritic_5134,dbpedia_7352,FALSE
metacritic_5134,dbpedia_20283,FALSE
metacritic_5134,dbpedia_44897,FALSE
metacritic_5134,dbpedia_23225,FALSE
metacritic_5134,dbpedia_3876,FALSE
metacritic_5134,dbpedia_30427,FALSE
metacritic_5134,dbpedia_50465,FALSE
metacritic_5134,dbpedia_2012,FALSE
metacritic_5134,dbpedia_4353,FALSE
metacritic_5134,dbpedia_55124,FALSE
metacritic_5134,dbpedia_31182,FALSE
metacritic_5134,dbpedia_24364,FALSE
metacritic_1469,dbpedia_42322,FALSE
metacritic_1469,dbpedia_31152,FALSE
metacritic_1469,dbpedia_38541,FALSE
metacritic_1469,dbpedia_52541,FALSE
metacritic_1469,dbpedia_53709,FALSE
metacritic_1469,dbpedia_46733,FALSE
metacritic_1469,dbpedia_37800,FALSE
metacritic_1469,dbpedia_6211,FALSE
metacritic_1469,dbpedia_2050,FALSE
metacritic_1469,dbpedia_1105,FALSE
metacritic_1469,dbpedia_4971,FALSE
metacritic_1469,dbpedia_1215,FALSE
metacritic_1469,dbpedia_15078,FALSE
k02_noncorner_games_00559__metacritic,k02_noncorner_games_00001__dbpedia,FALSE
k02_noncorner_games_00559__metacritic,k02_noncorner_games_00307__dbpedia,FALSE
k02_noncorner_games_00559__metacritic,dbpedia_22037,FALSE
metacritic_112,dbpedia_33485,FALSE
metacritic_112,dbpedia_125,FALSE
metacritic_112,dbpedia_19140,FALSE
metacritic_112,dbpedia_17362,FALSE
metacritic_112,dbpedia_35508,FALSE
metacritic_112,dbpedia_13504,FALSE
metacritic_112,dbpedia_43804,FALSE
metacritic_112,dbpedia_4393,FALSE
metacritic_112,dbpedia_63737,FALSE
metacritic_112,dbpedia_26106,FALSE
metacritic_112,dbpedia_50018,FALSE
metacritic_112,dbpedia_46281,FALSE
metacritic_112,dbpedia_13891,FALSE
metacritic_112,dbpedia_61217,FALSE
metacritic_112,dbpedia_10765,FALSE
metacritic_112,dbpedia_64974,FALSE
metacritic_112,dbpedia_18980,FALSE
metacritic_112,dbpedia_57582,FALSE
metacritic_10286,dbpedia_63301,FALSE
metacritic_10286,dbpedia_46467,FALSE
metacritic_10286,dbpedia_41168,TRUE
metacritic_10286,dbpedia_40872,TRUE
metacritic_10286,dbpedia_26340,TRUE
metacritic_10286,dbpedia_4005,TRUE
metacritic_10286,dbpedia_26989,TRUE
metacritic_10286,dbpedia_363,TRUE
metacritic_10286,dbpedia_40412,TRUE
metacritic_10286,dbpedia_32536,TRUE
metacritic_10286,dbpedia_918,TRUE
metacritic_10286,dbpedia_34998,TRUE
metacritic_10286,dbpedia_54354,FALSE
metacritic_10286,dbpedia_36321,FALSE
