id1,id2,score
lastFM_38654,mbrainz_16689,0.5
k02_interp_music_00039__lastfm,k02_interp_music_00039__musicbrainz,0.3333333333333333
lastFM_32281,mbrainz_14726,0.5
lastFM_73644,mbrainz_29530,0.5
lastFM_10528,mbrainz_5067,0.5
lastFM_43547,mbrainz_18055,0.5
lastFM_72364,mbrainz_28981,0.4895833333333333
lastFM_52305,mbrainz_20762,0.4895833333333333
k02_interp_music_00008__lastfm,k02_interp_music_00008__musicbrainz,0.3333333333333333
lastFM_7858,mbrainz_3780,0.5
lastFM_18794,mbrainz_8820,0.6666666666666666
lastFM_15015,mbrainz_7076,0.41666666666666663
lastFM_23632,mbrainz_11022,0.5
lastFM_8416,mbrainz_4054,0.41666666666666663
lastFM_76507,mbrainz_30659,0.5
lastFM_19152,mbrainz_8994,0.5
lastFM_47697,mbrainz_19335,0.6666666666666666
lastFM_14765,mbrainz_6958,0.41666666666666663
lastFM_3456,mbrainz_1482,0.5
lastFM_20790,mbrainz_9767,0.4907407407407407
lastFM_16515,mbrainz_7740,0.5686274509803921
lastFM_29038,mbrainz_13427,0.3198198198198198
lastFM_21537,mbrainz_10108,0.5
lastFM_8752,mbrainz_4226,0.5
lastFM_155,mbrainz_119,0.5
lastFM_2243,mbrainz_970,0.41666666666666663
lastFM_12227,mbrainz_5801,0.41666666666666663
lastFM_35907,mbrainz_16001,0.3333333333333333
lastFM_4133,mbrainz_1845,0.41666666666666663
lastFM_18143,mbrainz_8496,0.5
lastFM_24328,mbrainz_11342,0.47435897435897434
lastFM_5080,mbrainz_2360,0.4652777777777778
lastFM_20530,mbrainz_9649,0.41666666666666663
lastFM_8134,mbrainz_3919,0.5
lastFM_77358,mbrainz_31032,0.38104325699745545
lastFM_29069,mbrainz_13441,0.5
lastFM_7845,mbrainz_3774,0.5
lastFM_46545,mbrainz_18954,0.4739583333333333
lastFM_4040,mbrainz_1793,0.41346153846153844
lastFM_3525,mbrainz_1514,0.46341463414634143
lastFM_45547,mbrainz_18664,0.5
lastFM_37733,mbrainz_16389,0.5
lastFM_7467,mbrainz_3575,0.48717948717948717
lastFM_58849,mbrainz_23204,0.5
