entity_id,source,attribute,original_value,reason,knob,level
crossref-00045,crossref,authors,"['Simon Suster', ' Walter Daelemans']",llm_contamination_or_committee_fail,1,hard
crossref-00053,crossref,authors,"['Jorge Balazs', ' Edison Marrese-Taylor', ' Yutaka Matsuo']",llm_contamination_or_committee_fail,1,hard
crossref-00055,crossref,authors,['Timothy Graham'],llm_unchanged_sentinel,1,hard
crossref-00075,crossref,authors,"['Lu Bai', ' Cheng-Xiang Wang', ' Jie Huang', ' Qian Xu', ' Yuqian Yang', ' George Goussetis', ' Jian Sun', ' Wensheng Zhang']",operator_abbreviate_no_effect,1,hard
crossref-00085,crossref,authors,"['Huan Wang', ' Hongxia Wang']",llm_contamination_or_committee_fail,1,hard
crossref-00090,crossref,authors,"['Syarifah Diana Permai', ' Heruna Tanty']",llm_contamination_or_committee_fail,1,hard
crossref-00107,crossref,authors,"['Zhibin Zhou', ' Pin Liu', ' Qin Liu', ' Guojun Wang']",llm_contamination_or_committee_fail,1,hard
crossref-00148,crossref,authors,"['Shuhua Monica Liu', ' Yushim Kim']",operator_abbreviate_no_effect,1,hard
crossref-00170,crossref,authors,"['Guiling Sun', ' Xinglong Jia', ' Tianyu Geng']",operator_eda_random_swap_no_effect,1,hard
crossref-00187,crossref,authors,"['Xiaowei Jiang', ' Yaxian Zhou', ' Yuankai Zhang', ' Lijun Sun', ' Xiangpei Hu']",operator_abbreviate_no_effect,1,hard
crossref-00190,crossref,authors,"['Juma Buhimila Mabula', ' Han Dong Ping']",llm_contamination_or_committee_fail,1,hard
crossref-00232,crossref,authors,['Boris S. Kerner'],llm_unchanged_sentinel,1,hard
crossref-00237,crossref,authors,"['Harlei Miguel de Arruda Leite', ' Sarah Negreiros de Carvalho', ' Thiago Bulhões da Silva Costa', ' Romis Attux', ' Heiko Horst Hornung', ' Dalton Soares Arantes']",operator_abbreviate_no_effect,1,hard
crossref-00270,crossref,authors,"['Ryan A. Rossi', ' Rong Zhou', ' Nesreen K. Ahmed']",operator_abbreviate_no_effect,1,hard
crossref-00274,crossref,authors,"['Wei Feng', ' Yi-Gang He', ' Chun-Lai Li', ' Xun-Min Su', ' Xiao-Qing Chen']",operator_abbreviate_no_effect,1,hard
crossref-00289,crossref,authors,"['Wencheng Yang', ' Jiankun Hu', ' Song Wang', ' Qianhong Wu']",operator_abbreviate_no_effect,1,hard
crossref-00313,crossref,authors,"['Amy X. Zhang', ' Martin Robbins', ' Ed Bice', ' Sandro Hawke', ' David Karger', ' An Xiao Mina', ' Aditya Ranganathan', ' Sarah Emlen Metz', ' Scott Appling', ' Connie Moon Sehat', ' Norman Gilmore', ' Nick B. Adams', ' Emmanuel Vincent', ' Jennifer Lee']",operator_abbreviate_no_effect,1,hard
crossref-00334,crossref,authors,"['Kaja Zupanc', ' Jesse Davis']",llm_unchanged_sentinel,1,hard
crossref-00361,crossref,authors,"['Jean Caminha', ' Angelo Perkusich', ' Mirko Perkusich']",operator_abbreviate_no_effect,1,hard
crossref-00364,crossref,authors,"['Bo Peng', ' Jin Wang', ' Xuejie Zhang']",operator_abbreviate_no_effect,1,hard
crossref-00387,crossref,authors,"['Ula Gaha', ' Suzanne Hinnefeld', ' Catherine Pellegrino']",llm_contamination_or_committee_fail,1,hard
crossref-00445,crossref,authors,"['Yunyun Niu', ' Zehua Yang', ' Ping Chen', ' Jianhua Xiao']",llm_contamination_or_committee_fail,1,hard
crossref-00452,crossref,authors,['Elysia Guzik'],llm_unchanged_sentinel,1,hard
crossref-00468,crossref,authors,"['Eduardo Graells-Garrido', ' Diego Caro', ' Omar Miranda', ' Rossano Schifanella', ' Oscar F. Peredo']",operator_eda_random_swap_no_effect,1,hard
crossref-00486,crossref,authors,"['Shaonan Wang', ' Jiajun Zhang', ' Chengqing Zong']",operator_abbreviate_no_effect,1,hard
