source,entity_id,compromised,knob,level
crossref,dblp-01906,True,10,hard
crossref,dblp-03740,True,10,hard
crossref,dblp-06426,True,10,hard
crossref,dblp-09974,True,10,hard
crossref,dblp-15365,True,10,hard
crossref,dblp-21147,True,10,hard
crossref,dblp-24796,True,10,hard
crossref,dblp-25341,True,10,hard
crossref,dblp-25633,True,10,hard
crossref,dblp-26314,True,10,hard
crossref,dblp-29211,True,10,hard
crossref,dblp-29327,True,10,hard
crossref,dblp-29818,True,10,hard
crossref,dblp-30220,True,10,hard
crossref,dblp-33736,True,10,hard
crossref,dblp-35655,True,10,hard
crossref,dblp-35802,True,10,hard
crossref,dblp-36273,True,10,hard
crossref,dblp-39518,True,10,hard
crossref,dblp-39564,True,10,hard
crossref,dblp-41310,True,10,hard
crossref,dblp-44393,True,10,hard
crossref,dblp-44751,True,10,hard
crossref,dblp-44841,True,10,hard
crossref,dblp-51100,True,10,hard
crossref,dblp-51495,True,10,hard
crossref,dblp-54071,True,10,hard
crossref,dblp-54687,True,10,hard
crossref,dblp-56980,True,10,hard
crossref,dblp-57635,True,10,hard
dblp,dblp-20317,True,10,hard
dblp,dblp-22022,True,10,hard
dblp,dblp-24605,True,10,hard
dblp,dblp-25633,True,10,hard
dblp,dblp-26182,True,10,hard
dblp,dblp-26796,True,10,hard
dblp,dblp-26874,True,10,hard
dblp,dblp-29741,True,10,hard
dblp,dblp-29837,True,10,hard
dblp,dblp-30001,True,10,hard
dblp,dblp-35802,True,10,hard
dblp,dblp-35823,True,10,hard
dblp,dblp-36273,True,10,hard
dblp,dblp-38097,True,10,hard
dblp,dblp-39518,True,10,hard
dblp,dblp-39529,True,10,hard
dblp,dblp-39924,True,10,hard
dblp,dblp-40153,True,10,hard
dblp,dblp-44426,True,10,hard
dblp,dblp-44751,True,10,hard
dblp,dblp-44771,True,10,hard
dblp,dblp-46309,True,10,hard
dblp,dblp-46453,True,10,hard
dblp,dblp-47772,True,10,hard
dblp,dblp-47775,True,10,hard
dblp,dblp-48015,True,10,hard
dblp,dblp-54016,True,10,hard
dblp,dblp-54069,True,10,hard
dblp,dblp-56457,True,10,hard
dblp,dblp-59523,True,10,hard
open_alex,dblp-00494,True,10,hard
open_alex,dblp-01980,True,10,hard
open_alex,dblp-15365,True,10,hard
open_alex,dblp-16992,True,10,hard
open_alex,dblp-20757,True,10,hard
open_alex,dblp-27913,True,10,hard
open_alex,dblp-28192,True,10,hard
open_alex,dblp-28855,True,10,hard
open_alex,dblp-30220,True,10,hard
open_alex,dblp-31649,True,10,hard
open_alex,dblp-35802,True,10,hard
open_alex,dblp-38097,True,10,hard
open_alex,dblp-39127,True,10,hard
open_alex,dblp-40597,True,10,hard
open_alex,dblp-41920,True,10,hard
open_alex,dblp-43726,True,10,hard
open_alex,dblp-43755,True,10,hard
open_alex,dblp-44393,True,10,hard
open_alex,dblp-44751,True,10,hard
open_alex,dblp-44799,True,10,hard
open_alex,dblp-45818,True,10,hard
open_alex,dblp-46309,True,10,hard
open_alex,dblp-46501,True,10,hard
open_alex,dblp-48967,True,10,hard
open_alex,dblp-51832,True,10,hard
open_alex,dblp-53914,True,10,hard
open_alex,dblp-54069,True,10,hard
open_alex,dblp-54188,True,10,hard
open_alex,dblp-54628,True,10,hard
open_alex,dblp-56975,True,10,hard
