entity_id,source,attribute,original_value,new_value,transform_fn,transform_params,knob,level
dblp-52271,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-04304"", ""conflict_preserved"": true}",4,hard
dblp-12826,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-20723"", ""conflict_preserved"": true}",4,hard
dblp-15424,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-35252"", ""conflict_preserved"": true}",4,hard
dblp-17290,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-59301"", ""conflict_preserved"": true}",4,hard
dblp-57101,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-54320"", ""conflict_preserved"": true}",4,hard
dblp-19534,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-16444"", ""conflict_preserved"": true}",4,hard
dblp-15782,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-46756"", ""conflict_preserved"": true}",4,hard
dblp-11764,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-40619"", ""conflict_preserved"": true}",4,hard
dblp-58633,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-12646"", ""conflict_preserved"": true}",4,hard
dblp-52550,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-57274"", ""conflict_preserved"": true}",4,hard
dblp-02220,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-33174"", ""conflict_preserved"": true}",4,hard
dblp-11095,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-56680"", ""conflict_preserved"": true}",4,hard
dblp-41071,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-34965"", ""conflict_preserved"": true}",4,hard
dblp-09792,dblp,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""dblp-09792"", ""conflict_preserved"": true}",4,hard
dblp-12973,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-59458"", ""conflict_preserved"": true}",4,hard
dblp-17301,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-56186"", ""conflict_preserved"": true}",4,hard
dblp-03945,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-00766"", ""conflict_preserved"": true}",4,hard
dblp-31080,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-51217"", ""conflict_preserved"": true}",4,hard
dblp-24492,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-27280"", ""conflict_preserved"": true}",4,hard
dblp-17085,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-27342"", ""conflict_preserved"": true}",4,hard
dblp-41632,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-00981"", ""conflict_preserved"": true}",4,hard
dblp-31360,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-44623"", ""conflict_preserved"": true}",4,hard
dblp-17411,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-49989"", ""conflict_preserved"": true}",4,hard
dblp-23225,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-27102"", ""conflict_preserved"": true}",4,hard
dblp-39839,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-23927"", ""conflict_preserved"": true}",4,hard
dblp-54567,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-22312"", ""conflict_preserved"": true}",4,hard
dblp-46631,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-47453"", ""conflict_preserved"": true}",4,hard
dblp-06946,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-57592"", ""conflict_preserved"": true}",4,hard
dblp-04781,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-57867"", ""conflict_preserved"": true}",4,hard
dblp-52269,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-54655"", ""conflict_preserved"": true}",4,hard
dblp-58763,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-58331"", ""conflict_preserved"": true}",4,hard
dblp-37341,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-39743"", ""conflict_preserved"": true}",4,hard
dblp-53269,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-04282"", ""conflict_preserved"": true}",4,hard
dblp-46898,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-41625"", ""conflict_preserved"": true}",4,hard
dblp-48216,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-45055"", ""conflict_preserved"": true}",4,hard
dblp-32749,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-50318"", ""conflict_preserved"": true}",4,hard
dblp-47690,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-36043"", ""conflict_preserved"": true}",4,hard
dblp-56374,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-07684"", ""conflict_preserved"": true}",4,hard
dblp-39241,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-19118"", ""conflict_preserved"": true}",4,hard
dblp-57938,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-06374"", ""conflict_preserved"": true}",4,hard
dblp-20825,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-18254"", ""conflict_preserved"": true}",4,hard
dblp-34046,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-57942"", ""conflict_preserved"": true}",4,hard
dblp-01245,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-46527"", ""conflict_preserved"": true}",4,hard
dblp-02946,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-27052"", ""conflict_preserved"": true}",4,hard
dblp-53004,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-15556"", ""conflict_preserved"": true}",4,hard
dblp-50333,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-00531"", ""conflict_preserved"": true}",4,hard
dblp-24781,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-33369"", ""conflict_preserved"": true}",4,hard
dblp-57217,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-26348"", ""conflict_preserved"": true}",4,hard
dblp-50494,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-17896"", ""conflict_preserved"": true}",4,hard
dblp-08354,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-29249"", ""conflict_preserved"": true}",4,hard
dblp-36358,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-54485"", ""conflict_preserved"": true}",4,hard
dblp-55318,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-51650"", ""conflict_preserved"": true}",4,hard
dblp-49066,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-41656"", ""conflict_preserved"": true}",4,hard
dblp-05396,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-19949"", ""conflict_preserved"": true}",4,hard
dblp-59395,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-00561"", ""conflict_preserved"": true}",4,hard
dblp-21763,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-34152"", ""conflict_preserved"": true}",4,hard
dblp-05446,open_alex,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""open_alex-36324"", ""conflict_preserved"": true}",4,hard
dblp-23513,crossref,__row__,row_exists,row_absent,remove_entity_row,"{""reason"": ""singleton_target"", ""record_id"": ""crossref-15925"", ""conflict_preserved"": true}",4,hard
