entity_id,source,attribute,original_value,attempted_format,reason,knob,level
crossref-00001,crossref,cited_by_count,14.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00002,crossref,cited_by_count,10.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00011,crossref,cited_by_count,15.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00014,crossref,cited_by_count,29.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00019,crossref,cited_by_count,15.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00020,crossref,cited_by_count,7.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00027,crossref,cited_by_count,261.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00032,crossref,cited_by_count,57.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00035,crossref,cited_by_count,25.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00037,crossref,cited_by_count,259.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00040,crossref,cited_by_count,7.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00042,crossref,cited_by_count,5.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00043,crossref,cited_by_count,7.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00044,crossref,cited_by_count,4.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00047,crossref,cited_by_count,9.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00049,crossref,cited_by_count,5.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00050,crossref,cited_by_count,12.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00052,crossref,cited_by_count,16.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00053,crossref,cited_by_count,9.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00062,crossref,cited_by_count,9.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00071,crossref,cited_by_count,12.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00076,crossref,cited_by_count,11.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00078,crossref,cited_by_count,11.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00080,crossref,cited_by_count,20.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00085,crossref,cited_by_count,27.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00086,crossref,cited_by_count,16.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00087,crossref,cited_by_count,29.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00093,crossref,cited_by_count,11.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00095,crossref,cited_by_count,10.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00100,crossref,cited_by_count,42.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00101,crossref,cited_by_count,39.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00106,crossref,cited_by_count,2.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00108,crossref,cited_by_count,8.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00109,crossref,cited_by_count,21.0,locale:fr_FR,roundtrip_parse_fail,5,hard
crossref-00115,crossref,cited_by_count,16.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00116,crossref,cited_by_count,17.0,locale:de_DE,roundtrip_parse_fail,5,hard
crossref-00118,crossref,cited_by_count,20.0,locale:fr_FR,roundtrip_parse_fail,5,hard
