source_dataset,source_column,target_dataset,target_column,score,notes
dblp,id,Scholarly Paper,id,0.95,llm_based_matching
dblp,ty,Scholarly Paper,type,0.95,llm_based_matching
dblp,t,Scholarly Paper,title,0.95,llm_based_matching
dblp,au,Scholarly Paper,authors,0.95,llm_based_matching
dblp,py,Scholarly Paper,publication_year,0.95,llm_based_matching
dblp,j,Scholarly Paper,journal,0.95,llm_based_matching
dblp,v,Scholarly Paper,volume,0.95,llm_based_matching
dblp,i,Scholarly Paper,issue,0.95,llm_based_matching
dblp,fp,Scholarly Paper,first_page,0.95,llm_based_matching
dblp,lp,Scholarly Paper,last_page,0.95,llm_based_matching
dblp,rc,Scholarly Paper,referenced_works_count,0.95,llm_based_matching
dblp,cc,Scholarly Paper,cited_by_count,0.95,llm_based_matching
