id1,id2,score
k02_interp_companies_00052__forbes,k02_interp_companies_00052__fullcontact,0.9527960424784928
k02_interp_companies_00039__forbes,k02_interp_companies_00039__fullcontact,0.9557784813221946
k02_interp_companies_00086__forbes,k02_interp_companies_00086__fullcontact,0.9604774539599161
k02_interp_companies_00021__forbes,k02_interp_companies_00021__fullcontact,0.9684782528337782
k02_interp_companies_00127__forbes,k02_interp_companies_00127__fullcontact,0.9663221465592823
k02_interp_companies_00179__forbes,k02_interp_companies_00179__fullcontact,0.9557784813221946
k02_interp_companies_00063__forbes,k02_interp_companies_00063__fullcontact,0.976069745116694
k02_interp_companies_00035__forbes,k02_interp_companies_00035__fullcontact,0.9585806753973958
k02_interp_companies_00015__forbes,k02_interp_companies_00015__fullcontact,0.9557784813221946
k02_interp_companies_00051__forbes,k02_interp_companies_00051__fullcontact,0.9619344336641797
k02_interp_companies_00192__forbes,k02_interp_companies_00192__fullcontact,0.962290787468931
k02_interp_companies_00154__forbes,k02_interp_companies_00154__fullcontact,0.9527960424784928
k02_interp_companies_00246__forbes,k02_interp_companies_00246__fullcontact,0.9718674701389405
k02_interp_companies_00287__forbes,k02_interp_companies_00287__fullcontact,0.9696496069929362
k02_interp_companies_00209__forbes,k02_interp_companies_00209__fullcontact,0.9784555895060625
k02_interp_companies_00268__forbes,k02_interp_companies_00268__fullcontact,0.9749017226104982
http://www.forbes.com/companies/rtl-group/,fullcontact_633,0.9545227859708305
k02_interp_companies_00201__forbes,k02_interp_companies_00201__fullcontact,0.937147058792912
k02_interp_companies_00271__forbes,k02_interp_companies_00271__fullcontact,0.9619344336641797
k02_interp_companies_00196__forbes,k02_interp_companies_00196__fullcontact,0.9669522394105478
k02_interp_companies_00099__forbes,k02_interp_companies_00099__fullcontact,0.9496230604490487
k02_interp_companies_00193__forbes,k02_interp_companies_00193__fullcontact,0.9663221465592823
k02_interp_companies_00073__forbes,k02_interp_companies_00073__fullcontact,0.9577979354603343
k02_interp_companies_00241__forbes,k02_interp_companies_00241__fullcontact,0.962290787468931
http://www.forbes.com/companies/twitter/,fullcontact_761,0.9527960424784928
k02_interp_companies_00081__forbes,k02_interp_companies_00081__fullcontact,0.9527960424784928
k02_interp_companies_00222__forbes,k02_interp_companies_00222__fullcontact,0.9472339727353801
