case,strategy,split,attribute,accuracy,correct,total,source_file
products-augmented-medium,heuristic,provided_validation,title_description,0.09,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,price,0.1546391752577319,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,brand,0.8947368421052632,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,form_factor,0.8823529411764706,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,interface_type,0.3559322033898305,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,priceCurrency,0.4583333333333333,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,description,0.13,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,memory_type,0.9047619047619048,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,chipset_name,0.2,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,read_speed_mb_s,0.1304347826086956,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,write_speed_mb_s,0.5652173913043478,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,storage_connection_type,0.7407407407407407,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,product_type,0.96,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,storage_gb,0.3013698630136986,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
products-augmented-medium,heuristic,provided_validation,title,0.31,,,DI-Bench/runs/augmented/products/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
