id1,id2,source_1,source_2,label
dbpedia_10179,sales_814,dbpedia,sales,true
dbpedia_10458,sales_3167,dbpedia,sales,true
dbpedia_10557,sales_1243,dbpedia,sales,true
dbpedia_10888,sales_3834,dbpedia,sales,true
dbpedia_12434,sales_6274,dbpedia,sales,true
dbpedia_1284,sales_1165,dbpedia,sales,true
dbpedia_13204,sales_1620,dbpedia,sales,true
dbpedia_14137,sales_2044,dbpedia,sales,true
dbpedia_14604,sales_881,dbpedia,sales,true
dbpedia_14803,sales_6413,dbpedia,sales,true
dbpedia_14894,sales_3352,dbpedia,sales,true
dbpedia_15001,sales_4192,dbpedia,sales,true
dbpedia_15369,sales_2833,dbpedia,sales,true
dbpedia_15564,sales_2231,dbpedia,sales,true
dbpedia_15858,sales_2996,dbpedia,sales,true
dbpedia_16108,sales_1237,dbpedia,sales,true
dbpedia_16596,sales_6973,dbpedia,sales,true
dbpedia_16737,sales_3392,dbpedia,sales,true
dbpedia_16904,sales_1592,dbpedia,sales,true
dbpedia_17171,sales_2826,dbpedia,sales,true
dbpedia_17722,sales_6827,dbpedia,sales,true
dbpedia_1804,sales_4432,dbpedia,sales,true
dbpedia_18156,sales_1745,dbpedia,sales,true
dbpedia_19076,sales_5567,dbpedia,sales,true
dbpedia_19275,sales_3365,dbpedia,sales,true
dbpedia_19828,sales_4347,dbpedia,sales,true
dbpedia_19889,sales_802,dbpedia,sales,true
dbpedia_20121,sales_1631,dbpedia,sales,true
dbpedia_20938,sales_1210,dbpedia,sales,true
dbpedia_2147,sales_2797,dbpedia,sales,true
dbpedia_22649,sales_3186,dbpedia,sales,true
dbpedia_22654,sales_453,dbpedia,sales,true
dbpedia_22958,sales_6932,dbpedia,sales,true
dbpedia_23230,sales_5128,dbpedia,sales,true
dbpedia_25057,sales_4913,dbpedia,sales,true
dbpedia_25129,sales_5782,dbpedia,sales,true
dbpedia_25488,sales_813,dbpedia,sales,true
dbpedia_26059,sales_2006,dbpedia,sales,true
dbpedia_2606,sales_2573,dbpedia,sales,true
dbpedia_26180,sales_2554,dbpedia,sales,true
dbpedia_26302,sales_5397,dbpedia,sales,true
dbpedia_27418,sales_951,dbpedia,sales,true
dbpedia_27570,sales_1130,dbpedia,sales,true
dbpedia_27712,sales_1189,dbpedia,sales,true
dbpedia_28759,sales_3888,dbpedia,sales,true
dbpedia_28811,sales_2791,dbpedia,sales,true
dbpedia_2910,sales_2952,dbpedia,sales,true
dbpedia_29346,sales_2512,dbpedia,sales,true
dbpedia_2956,sales_1183,dbpedia,sales,true
dbpedia_3059,sales_882,dbpedia,sales,true
dbpedia_30962,sales_1424,dbpedia,sales,true
dbpedia_31474,sales_1100,dbpedia,sales,true
dbpedia_31939,sales_6017,dbpedia,sales,true
