id1,id2,source_1,source_2,label
metacritic_10433,dbpedia_40500,metacritic,dbpedia,true
metacritic_11197,dbpedia_16923,metacritic,dbpedia,true
metacritic_11331,dbpedia_57805,metacritic,dbpedia,true
metacritic_1147,dbpedia_20575,metacritic,dbpedia,true
metacritic_11621,dbpedia_63204,metacritic,dbpedia,true
metacritic_11680,dbpedia_18717,metacritic,dbpedia,true
metacritic_11847,dbpedia_15563,metacritic,dbpedia,true
metacritic_11968,dbpedia_18260,metacritic,dbpedia,true
metacritic_12202,dbpedia_22182,metacritic,dbpedia,true
metacritic_12357,dbpedia_12871,metacritic,dbpedia,true
metacritic_12450,dbpedia_149,metacritic,dbpedia,true
metacritic_12699,dbpedia_36734,metacritic,dbpedia,true
metacritic_1270,dbpedia_52650,metacritic,dbpedia,true
metacritic_12885,dbpedia_26546,metacritic,dbpedia,true
metacritic_13112,dbpedia_22846,metacritic,dbpedia,true
metacritic_13124,dbpedia_17511,metacritic,dbpedia,true
metacritic_1313,dbpedia_35107,metacritic,dbpedia,true
metacritic_13259,dbpedia_31384,metacritic,dbpedia,true
metacritic_13593,dbpedia_14401,metacritic,dbpedia,true
metacritic_13940,dbpedia_29556,metacritic,dbpedia,true
metacritic_14138,dbpedia_9655,metacritic,dbpedia,true
metacritic_14235,dbpedia_2493,metacritic,dbpedia,true
metacritic_14239,dbpedia_51689,metacritic,dbpedia,true
metacritic_14495,dbpedia_22295,metacritic,dbpedia,true
metacritic_1478,dbpedia_54069,metacritic,dbpedia,true
metacritic_14859,dbpedia_14364,metacritic,dbpedia,true
metacritic_14974,dbpedia_38749,metacritic,dbpedia,true
metacritic_15141,dbpedia_5067,metacritic,dbpedia,true
metacritic_15253,dbpedia_7756,metacritic,dbpedia,true
metacritic_15356,dbpedia_60293,metacritic,dbpedia,true
metacritic_16040,dbpedia_15350,metacritic,dbpedia,true
metacritic_16895,dbpedia_54895,metacritic,dbpedia,true
metacritic_1704,dbpedia_7668,metacritic,dbpedia,true
metacritic_17059,dbpedia_42203,metacritic,dbpedia,true
metacritic_17545,dbpedia_54919,metacritic,dbpedia,true
metacritic_1786,dbpedia_63297,metacritic,dbpedia,true
metacritic_17976,dbpedia_2606,metacritic,dbpedia,true
metacritic_18458,dbpedia_31934,metacritic,dbpedia,true
metacritic_1848,dbpedia_52356,metacritic,dbpedia,true
metacritic_18539,dbpedia_51434,metacritic,dbpedia,true
metacritic_19340,dbpedia_33752,metacritic,dbpedia,true
metacritic_1947,dbpedia_27788,metacritic,dbpedia,true
metacritic_19568,dbpedia_30631,metacritic,dbpedia,true
metacritic_198,dbpedia_10113,metacritic,dbpedia,true
metacritic_20053,dbpedia_61324,metacritic,dbpedia,true
metacritic_20071,dbpedia_58679,metacritic,dbpedia,true
metacritic_20093,dbpedia_12704,metacritic,dbpedia,true
metacritic_20407,dbpedia_4171,metacritic,dbpedia,true
metacritic_20465,dbpedia_757,metacritic,dbpedia,true
metacritic_2186,dbpedia_31269,metacritic,dbpedia,true
metacritic_2269,dbpedia_4440,metacritic,dbpedia,true
metacritic_230,dbpedia_24295,metacritic,dbpedia,true
metacritic_2354,dbpedia_1524,metacritic,dbpedia,true
metacritic_2510,dbpedia_20487,metacritic,dbpedia,true
metacritic_2555,dbpedia_2972,metacritic,dbpedia,true
metacritic_2578,dbpedia_58155,metacritic,dbpedia,true
metacritic_2669,dbpedia_34236,metacritic,dbpedia,true
metacritic_2900,dbpedia_7105,metacritic,dbpedia,true
metacritic_297,dbpedia_40520,metacritic,dbpedia,true
metacritic_3142,dbpedia_30787,metacritic,dbpedia,true
metacritic_3279,dbpedia_7901,metacritic,dbpedia,true
metacritic_3314,dbpedia_3584,metacritic,dbpedia,true
metacritic_3702,dbpedia_3084,metacritic,dbpedia,true
metacritic_3893,dbpedia_48711,metacritic,dbpedia,true
metacritic_4478,dbpedia_51536,metacritic,dbpedia,true
metacritic_4501,dbpedia_10888,metacritic,dbpedia,true
metacritic_4515,dbpedia_13389,metacritic,dbpedia,true
metacritic_4564,dbpedia_25435,metacritic,dbpedia,true
metacritic_4639,dbpedia_15895,metacritic,dbpedia,true
metacritic_470,dbpedia_51923,metacritic,dbpedia,true
metacritic_4719,dbpedia_56908,metacritic,dbpedia,true
metacritic_5020,dbpedia_62989,metacritic,dbpedia,true
metacritic_5029,dbpedia_35578,metacritic,dbpedia,true
metacritic_5175,dbpedia_30038,metacritic,dbpedia,true
metacritic_5189,dbpedia_27418,metacritic,dbpedia,true
metacritic_5275,dbpedia_2375,metacritic,dbpedia,true
metacritic_5338,dbpedia_43602,metacritic,dbpedia,true
metacritic_5368,dbpedia_1387,metacritic,dbpedia,true
metacritic_5379,dbpedia_1284,metacritic,dbpedia,true
metacritic_5501,dbpedia_25796,metacritic,dbpedia,true
metacritic_5863,dbpedia_35348,metacritic,dbpedia,true
metacritic_6150,dbpedia_25715,metacritic,dbpedia,true
metacritic_6529,dbpedia_51544,metacritic,dbpedia,true
metacritic_6562,dbpedia_2010,metacritic,dbpedia,true
metacritic_658,dbpedia_38072,metacritic,dbpedia,true
metacritic_6785,dbpedia_23381,metacritic,dbpedia,true
metacritic_6862,dbpedia_15858,metacritic,dbpedia,true
metacritic_6926,dbpedia_51486,metacritic,dbpedia,true
metacritic_696,dbpedia_21319,metacritic,dbpedia,true
metacritic_703,dbpedia_3537,metacritic,dbpedia,true
metacritic_727,dbpedia_40415,metacritic,dbpedia,true
metacritic_756,dbpedia_55079,metacritic,dbpedia,true
metacritic_7883,dbpedia_8273,metacritic,dbpedia,true
metacritic_8062,dbpedia_11670,metacritic,dbpedia,true
metacritic_8195,dbpedia_902,metacritic,dbpedia,true
metacritic_8617,dbpedia_48474,metacritic,dbpedia,true
metacritic_8717,dbpedia_24596,metacritic,dbpedia,true
metacritic_9082,dbpedia_13465,metacritic,dbpedia,true
metacritic_9174,dbpedia_15967,metacritic,dbpedia,true
metacritic_9340,dbpedia_10357,metacritic,dbpedia,true
metacritic_9599,dbpedia_28752,metacritic,dbpedia,true
metacritic_9859,dbpedia_35934,metacritic,dbpedia,true
metacritic_9873,dbpedia_20631,metacritic,dbpedia,true
metacritic_10212,dbpedia_49693,metacritic,dbpedia,false
metacritic_10267,dbpedia_3771,metacritic,dbpedia,false
metacritic_10476,dbpedia_56593,metacritic,dbpedia,false
metacritic_1048,dbpedia_29738,metacritic,dbpedia,false
metacritic_10676,dbpedia_29249,metacritic,dbpedia,false
metacritic_10682,dbpedia_24120,metacritic,dbpedia,false
metacritic_10697,dbpedia_30444,metacritic,dbpedia,false
metacritic_10737,dbpedia_56183,metacritic,dbpedia,false
metacritic_10763,dbpedia_13943,metacritic,dbpedia,false
metacritic_10918,dbpedia_43266,metacritic,dbpedia,false
metacritic_10946,dbpedia_5918,metacritic,dbpedia,false
metacritic_11108,dbpedia_47097,metacritic,dbpedia,false
metacritic_11152,dbpedia_7299,metacritic,dbpedia,false
metacritic_11221,dbpedia_41218,metacritic,dbpedia,false
metacritic_1141,dbpedia_17893,metacritic,dbpedia,false
metacritic_11450,dbpedia_9394,metacritic,dbpedia,false
metacritic_11494,dbpedia_51757,metacritic,dbpedia,false
metacritic_11543,dbpedia_17647,metacritic,dbpedia,false
metacritic_11742,dbpedia_4470,metacritic,dbpedia,false
metacritic_11742,dbpedia_9355,metacritic,dbpedia,false
metacritic_11860,dbpedia_7745,metacritic,dbpedia,false
metacritic_11896,dbpedia_47957,metacritic,dbpedia,false
metacritic_11897,dbpedia_42038,metacritic,dbpedia,false
metacritic_11913,dbpedia_36089,metacritic,dbpedia,false
metacritic_11913,dbpedia_54000,metacritic,dbpedia,false
metacritic_11991,dbpedia_25501,metacritic,dbpedia,false
metacritic_12062,dbpedia_52377,metacritic,dbpedia,false
metacritic_12082,dbpedia_31803,metacritic,dbpedia,false
metacritic_12130,dbpedia_9117,metacritic,dbpedia,false
metacritic_12143,dbpedia_15065,metacritic,dbpedia,false
metacritic_12239,dbpedia_8136,metacritic,dbpedia,false
metacritic_12296,dbpedia_49797,metacritic,dbpedia,false
metacritic_12330,dbpedia_48018,metacritic,dbpedia,false
metacritic_12339,dbpedia_53505,metacritic,dbpedia,false
metacritic_1235,dbpedia_57185,metacritic,dbpedia,false
metacritic_12402,dbpedia_64997,metacritic,dbpedia,false
metacritic_12423,dbpedia_19668,metacritic,dbpedia,false
metacritic_12443,dbpedia_51992,metacritic,dbpedia,false
metacritic_12479,dbpedia_27986,metacritic,dbpedia,false
metacritic_12707,dbpedia_33079,metacritic,dbpedia,false
metacritic_12763,dbpedia_50331,metacritic,dbpedia,false
metacritic_12846,dbpedia_52753,metacritic,dbpedia,false
metacritic_13059,dbpedia_1526,metacritic,dbpedia,false
metacritic_13227,dbpedia_4841,metacritic,dbpedia,false
metacritic_13271,dbpedia_5876,metacritic,dbpedia,false
metacritic_1331,dbpedia_5553,metacritic,dbpedia,false
metacritic_13321,dbpedia_28344,metacritic,dbpedia,false
metacritic_13326,dbpedia_3548,metacritic,dbpedia,false
metacritic_13535,dbpedia_17356,metacritic,dbpedia,false
metacritic_13647,dbpedia_399,metacritic,dbpedia,false
metacritic_13718,dbpedia_18602,metacritic,dbpedia,false
metacritic_13834,dbpedia_58788,metacritic,dbpedia,false
metacritic_13889,dbpedia_27585,metacritic,dbpedia,false
metacritic_13954,dbpedia_16337,metacritic,dbpedia,false
metacritic_141,dbpedia_17892,metacritic,dbpedia,false
metacritic_14104,dbpedia_43555,metacritic,dbpedia,false
metacritic_14344,dbpedia_55790,metacritic,dbpedia,false
metacritic_14351,dbpedia_22345,metacritic,dbpedia,false
metacritic_14351,dbpedia_24279,metacritic,dbpedia,false
metacritic_14462,dbpedia_41137,metacritic,dbpedia,false
metacritic_14474,dbpedia_6895,metacritic,dbpedia,false
metacritic_14663,dbpedia_4063,metacritic,dbpedia,false
metacritic_14707,dbpedia_111,metacritic,dbpedia,false
metacritic_1477,dbpedia_56374,metacritic,dbpedia,false
metacritic_14816,dbpedia_53921,metacritic,dbpedia,false
metacritic_15141,dbpedia_48594,metacritic,dbpedia,false
metacritic_15165,dbpedia_17403,metacritic,dbpedia,false
metacritic_15211,dbpedia_21858,metacritic,dbpedia,false
metacritic_15258,dbpedia_889,metacritic,dbpedia,false
metacritic_1526,dbpedia_20076,metacritic,dbpedia,false
metacritic_15425,dbpedia_30239,metacritic,dbpedia,false
metacritic_15453,dbpedia_6456,metacritic,dbpedia,false
metacritic_15584,dbpedia_43621,metacritic,dbpedia,false
metacritic_15596,dbpedia_6090,metacritic,dbpedia,false
metacritic_15643,dbpedia_42833,metacritic,dbpedia,false
metacritic_15892,dbpedia_29369,metacritic,dbpedia,false
metacritic_15892,dbpedia_31039,metacritic,dbpedia,false
metacritic_15929,dbpedia_18671,metacritic,dbpedia,false
metacritic_15929,dbpedia_7424,metacritic,dbpedia,false
metacritic_1593,dbpedia_64059,metacritic,dbpedia,false
metacritic_15982,dbpedia_22198,metacritic,dbpedia,false
metacritic_16132,dbpedia_52252,metacritic,dbpedia,false
metacritic_16153,dbpedia_9,metacritic,dbpedia,false
metacritic_16201,dbpedia_8328,metacritic,dbpedia,false
metacritic_16251,dbpedia_22542,metacritic,dbpedia,false
metacritic_16365,dbpedia_24974,metacritic,dbpedia,false
metacritic_16388,dbpedia_18114,metacritic,dbpedia,false
metacritic_16614,dbpedia_5632,metacritic,dbpedia,false
metacritic_16808,dbpedia_22576,metacritic,dbpedia,false
metacritic_16893,dbpedia_61147,metacritic,dbpedia,false
metacritic_17127,dbpedia_27831,metacritic,dbpedia,false
metacritic_17176,dbpedia_11613,metacritic,dbpedia,false
metacritic_17223,dbpedia_3976,metacritic,dbpedia,false
metacritic_17352,dbpedia_32788,metacritic,dbpedia,false
metacritic_17367,dbpedia_4300,metacritic,dbpedia,false
metacritic_17514,dbpedia_31875,metacritic,dbpedia,false
metacritic_17595,dbpedia_19011,metacritic,dbpedia,false
metacritic_17598,dbpedia_53811,metacritic,dbpedia,false
metacritic_17623,dbpedia_31897,metacritic,dbpedia,false
metacritic_17647,dbpedia_22497,metacritic,dbpedia,false
metacritic_17781,dbpedia_35381,metacritic,dbpedia,false
metacritic_17803,dbpedia_49937,metacritic,dbpedia,false
metacritic_17815,dbpedia_30203,metacritic,dbpedia,false
metacritic_17831,dbpedia_54745,metacritic,dbpedia,false
metacritic_17967,dbpedia_13920,metacritic,dbpedia,false
metacritic_18122,dbpedia_54309,metacritic,dbpedia,false
metacritic_18357,dbpedia_11034,metacritic,dbpedia,false
metacritic_18412,dbpedia_19266,metacritic,dbpedia,false
metacritic_18416,dbpedia_134,metacritic,dbpedia,false
metacritic_18449,dbpedia_41703,metacritic,dbpedia,false
metacritic_18602,dbpedia_20912,metacritic,dbpedia,false
metacritic_18649,dbpedia_27432,metacritic,dbpedia,false
metacritic_18833,dbpedia_52070,metacritic,dbpedia,false
metacritic_19093,dbpedia_29074,metacritic,dbpedia,false
metacritic_19134,dbpedia_24948,metacritic,dbpedia,false
metacritic_19134,dbpedia_38011,metacritic,dbpedia,false
metacritic_1914,dbpedia_43298,metacritic,dbpedia,false
metacritic_1914,dbpedia_46399,metacritic,dbpedia,false
metacritic_19141,dbpedia_50074,metacritic,dbpedia,false
metacritic_19339,dbpedia_4834,metacritic,dbpedia,false
metacritic_19401,dbpedia_42756,metacritic,dbpedia,false
metacritic_19448,dbpedia_15794,metacritic,dbpedia,false
metacritic_19601,dbpedia_37284,metacritic,dbpedia,false
metacritic_19894,dbpedia_2344,metacritic,dbpedia,false
metacritic_19960,dbpedia_35297,metacritic,dbpedia,false
