metric_name,value
coverage.entity.RF.n_rows_output,12019
coverage.entity.RF.n_rows_largest_input,10085
coverage.entity.RF.row_gain_vs_largest_input,0.19176995537927616
coverage.entity.SR.n_reference,1737
coverage.entity.SR.row_count_abs_diff,10282
coverage.entity.SR.row_count_rel_diff,5.919401266551525
coverage.entity.SR.n_recovered,638
coverage.entity.SR.n_partial,1099
coverage.entity.SR.n_lost,0
coverage.entity.SR.n_fabricated,10282
coverage.entity.SR.recovery_rate,0.3672999424294761
coverage.fact.RF.density_output,0.7858058074715035
coverage.fact.RF.density_largest_input,0.0
coverage.fact.RF.density_gain,0.7858058074715035
coverage.fact.SR.per_column_drift_normalized.city,0.38835618582063147
coverage.fact.SR.per_column_drift_normalized.country,0.13573097284914176
coverage.fact.SR.per_column_drift_normalized.industry,0.4079192172558383
coverage.fact.SR.per_column_drift_normalized.name,0.46786740455805365
coverage.fact.SR.overall_drift,0.3499684451209163
coverage.fact.SR.density_delta_per_attribute.name.reference_density,1.0
coverage.fact.SR.density_delta_per_attribute.name.pipe_density,1.0
coverage.fact.SR.density_delta_per_attribute.name.delta,0.0
coverage.fact.SR.density_delta_per_attribute.founded.reference_density,0.9205526770293609
coverage.fact.SR.density_delta_per_attribute.founded.pipe_density,0.9050669772859639
coverage.fact.SR.density_delta_per_attribute.founded.delta,-0.015485699743397086
coverage.fact.SR.density_delta_per_attribute.country.reference_density,0.9976971790443293
coverage.fact.SR.density_delta_per_attribute.country.pipe_density,0.9930110658124636
coverage.fact.SR.density_delta_per_attribute.country.delta,-0.004686113231865741
coverage.fact.SR.density_delta_per_attribute.city.reference_density,0.92573402417962
coverage.fact.SR.density_delta_per_attribute.city.pipe_density,0.8681254680089858
coverage.fact.SR.density_delta_per_attribute.city.delta,-0.057608556170634206
coverage.fact.SR.density_delta_per_attribute.industry.reference_density,0.9913644214162349
coverage.fact.SR.density_delta_per_attribute.industry.pipe_density,0.16282552625010405
coverage.fact.SR.density_delta_per_attribute.industry.delta,-0.8285388951661309
coverage.fact.SR.density_delta_per_attribute.assets.reference_density,1.0
coverage.fact.SR.density_delta_per_attribute.assets.pipe_density,0.20742158249438392
coverage.fact.SR.density_delta_per_attribute.assets.delta,-0.7925784175056161
coverage.fact.SR.density_delta_per_attribute.revenue.reference_density,1.0
coverage.fact.SR.density_delta_per_attribute.revenue.pipe_density,0.31208919211248853
coverage.fact.SR.density_delta_per_attribute.revenue.delta,-0.6879108078875115
coverage.source_based.SR.same_source_collision_rate.reference,0.0
coverage.source_based.SR.same_source_collision_rate.pipe,0.0
coverage.source_based.SR.same_source_collision_rate.delta,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.dbpedia.reference,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.dbpedia.pipe,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.dbpedia.delta,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.forbes.reference,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.forbes.pipe,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.forbes.delta,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.fullcontact.reference,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.fullcontact.pipe,0.0
coverage.source_based.SR.same_source_collision_rate.by_source.fullcontact.delta,0.0
coverage.source_based.SR.source_mix_distribution_js,0.7418388870114152
coverage.source_based.SR.per_source_coverage_rate.dbpedia.reference,0.8071387449625792
coverage.source_based.SR.per_source_coverage_rate.dbpedia.pipe,0.8390881104917215
coverage.source_based.SR.per_source_coverage_rate.dbpedia.delta,0.03194936552914229
coverage.source_based.SR.per_source_coverage_rate.forbes.reference,1.0
coverage.source_based.SR.per_source_coverage_rate.forbes.pipe,0.16640319494134287
coverage.source_based.SR.per_source_coverage_rate.forbes.delta,-0.8335968050586571
coverage.source_based.SR.per_source_coverage_rate.fullcontact.reference,0.6275187104202649
coverage.source_based.SR.per_source_coverage_rate.fullcontact.pipe,0.16066228471586655
coverage.source_based.SR.per_source_coverage_rate.fullcontact.delta,-0.46685642570439834
coverage.source_based.SR.source_mix_distribution_reference.dbpedia|forbes|fullcontact,0.434657455382844
coverage.source_based.SR.source_mix_distribution_reference.forbes|fullcontact,0.19286125503742085
coverage.source_based.SR.source_mix_distribution_reference.dbpedia|forbes,0.3724812895797352
coverage.source_based.SR.source_mix_distribution_pipe.dbpedia|forbes|fullcontact,0.040935185955570344
coverage.source_based.SR.source_mix_distribution_pipe.forbes|fullcontact,0.06739329395124387
coverage.source_based.SR.source_mix_distribution_pipe.fullcontact,0.05233380480905234
coverage.source_based.SR.source_mix_distribution_pipe.dbpedia,0.7812630002496048
coverage.source_based.SR.source_mix_distribution_pipe.dbpedia|forbes,0.0168899242865463
coverage.source_based.SR.source_mix_distribution_pipe.forbes,0.04118479074798236
consistency.RF.validity_per_column.city.validity_rate_pipe,1.0
