case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
music-augmented-easy,discogs,id,Music Release,id,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,discogs,name,Music Release,name,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,discogs,artist,Music Release,artist,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,discogs,release-date,Music Release,release-date,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,discogs,release-country,Music Release,release-country,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,discogs,duration,Music Release,duration,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,discogs,label,Music Release,label,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,discogs,genre,Music Release,genre,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,discogs,tracks,Music Release,tracks,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/discogs_mapping.csv
music-augmented-easy,lastfm,id,Music Release,id,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,lastfm,name,Music Release,name,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,lastfm,artist,Music Release,artist,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,lastfm,release-date,Music Release,release-date,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,lastfm,release-country,Music Release,release-country,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,lastfm,duration,Music Release,duration,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,lastfm,label,Music Release,label,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,lastfm,genre,Music Release,genre,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,lastfm,tracks,Music Release,tracks,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/lastfm_mapping.csv
music-augmented-easy,musicbrainz,id,Music Release,id,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-easy,musicbrainz,name,Music Release,name,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-easy,musicbrainz,artist,Music Release,artist,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-easy,musicbrainz,release-date,Music Release,release-date,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-easy,musicbrainz,release-country,Music Release,release-country,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-easy,musicbrainz,duration,Music Release,duration,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-easy,musicbrainz,label,Music Release,label,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-easy,musicbrainz,genre,Music Release,genre,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
music-augmented-easy,musicbrainz,tracks,Music Release,tracks,0.95,llm_based_matching,DI-Bench/runs/augmented/music/easy/schema_matching/mappings/musicbrainz_mapping.csv
