silver_cluster_id,best_pipe_cluster_id,overlap_count,silver_size,pipe_size,jaccard
metacritic_10077,metacritic_10077,1,1,1,1.0
metacritic_10433,dbpedia_40500,1,1,1,1.0
metacritic_10504,metacritic_10504,1,1,1,1.0
metacritic_1123,metacritic_1123,1,1,1,1.0
metacritic_12133,metacritic_12133,1,1,1,1.0
metacritic_12202,dbpedia_22182,1,1,1,1.0
metacritic_12246,dbpedia_12989,1,1,1,1.0
metacritic_12329,metacritic_12329,1,1,1,1.0
metacritic_12545,dbpedia_58939,1,1,1,1.0
metacritic_12588,metacritic_12588,1,1,1,1.0
metacritic_12840,metacritic_12840,1,1,1,1.0
metacritic_13063,dbpedia_31523,1,1,1,1.0
metacritic_13124,dbpedia_15018,1,1,1,1.0
metacritic_13227,dbpedia_17541,1,1,1,1.0
metacritic_13385,dbpedia_1770,1,1,1,1.0
metacritic_13557,dbpedia_16438,1,1,1,1.0
metacritic_13588,dbpedia_38090,1,1,1,1.0
metacritic_13593,dbpedia_14401,1,1,1,1.0
metacritic_13940,dbpedia_29556,1,1,1,1.0
metacritic_14138,dbpedia_9655,1,1,1,1.0
metacritic_14164,dbpedia_64698,1,1,1,1.0
metacritic_14340,dbpedia_6432,1,1,1,1.0
metacritic_14352,metacritic_14352,1,1,1,1.0
metacritic_14580,metacritic_14580,1,1,1,1.0
metacritic_14712,metacritic_14712,1,1,1,1.0
metacritic_15253,dbpedia_7756,1,1,1,1.0
metacritic_15356,dbpedia_60293,1,1,1,1.0
metacritic_15443,metacritic_15443,1,1,1,1.0
metacritic_15495,dbpedia_3350,1,1,1,1.0
metacritic_16320,metacritic_16320,1,1,1,1.0
metacritic_16496,metacritic_16496,1,1,1,1.0
metacritic_16635,metacritic_16635,1,1,1,1.0
metacritic_16979,dbpedia_12574,1,1,1,1.0
metacritic_17161,metacritic_17161,1,1,1,1.0
metacritic_1733,dbpedia_26723,1,1,1,1.0
metacritic_17458,metacritic_17458,1,1,1,1.0
metacritic_17460,dbpedia_32781,1,1,1,1.0
metacritic_17606,dbpedia_53216,1,1,1,1.0
metacritic_17758,metacritic_17758,1,1,1,1.0
metacritic_17779,dbpedia_5,1,1,1,1.0
metacritic_1789,metacritic_1789,1,1,1,1.0
metacritic_17978,metacritic_17978,1,1,1,1.0
metacritic_17987,dbpedia_8927,1,1,1,1.0
metacritic_18136,metacritic_18136,1,1,1,1.0
metacritic_18194,metacritic_18194,1,1,1,1.0
metacritic_18314,metacritic_18314,1,1,1,1.0
metacritic_19362,metacritic_19362,1,1,1,1.0
metacritic_19481,dbpedia_52825,1,1,1,1.0
metacritic_19568,dbpedia_30631,1,1,1,1.0
metacritic_19962,metacritic_19962,1,1,1,1.0
metacritic_20220,metacritic_20220,1,1,1,1.0
metacritic_20407,dbpedia_4171,1,1,1,1.0
metacritic_20427,dbpedia_8338,1,1,1,1.0
metacritic_20465,dbpedia_757,1,1,1,1.0
metacritic_2510,dbpedia_17775,1,1,1,1.0
metacritic_2752,dbpedia_47187,1,1,1,1.0
metacritic_3124,dbpedia_46522,1,1,1,1.0
metacritic_3855,metacritic_3855,1,1,1,1.0
metacritic_4185,dbpedia_8780,1,1,1,1.0
metacritic_4501,dbpedia_10888,1,1,1,1.0
metacritic_4515,dbpedia_13389,1,1,1,1.0
metacritic_4639,dbpedia_15895,1,1,1,1.0
metacritic_470,metacritic_470,1,1,1,1.0
metacritic_4748,dbpedia_37580,1,1,1,1.0
metacritic_4932,metacritic_4932,1,1,1,1.0
metacritic_5020,dbpedia_33163,1,1,1,1.0
metacritic_5189,dbpedia_27418,1,1,1,1.0
metacritic_5286,dbpedia_45453,1,1,1,1.0
metacritic_6150,dbpedia_25715,1,1,1,1.0
metacritic_6428,metacritic_6428,1,1,1,1.0
metacritic_6785,dbpedia_23381,1,1,1,1.0
metacritic_6832,metacritic_6832,1,1,1,1.0
metacritic_696,dbpedia_21319,1,1,1,1.0
metacritic_703,dbpedia_3537,1,1,1,1.0
metacritic_7259,metacritic_7259,1,1,1,1.0
metacritic_780,dbpedia_32686,1,1,1,1.0
metacritic_8195,dbpedia_14472,1,1,1,1.0
metacritic_8244,metacritic_8244,1,1,1,1.0
metacritic_832,dbpedia_36888,1,1,1,1.0
metacritic_8409,metacritic_8409,1,1,1,1.0
metacritic_8617,dbpedia_48474,1,1,1,1.0
metacritic_8878,metacritic_8878,1,1,1,1.0
metacritic_9340,dbpedia_10357,1,1,1,1.0
metacritic_9865,dbpedia_11644,1,1,1,1.0
