case,strategy,split,attribute,accuracy,correct,total,source_file
companies-augmented-medium,heuristic,provided_validation,name,0.74,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic,provided_validation,founded,0.7391304347826086,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic,provided_validation,revenue,0.0,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic,provided_validation,city,0.3076923076923077,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic,provided_validation,country,0.875,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic,provided_validation,assets,0.45,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_no_val,provided_validation,name,0.74,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_no_val,provided_validation,founded,0.717391304347826,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_no_val,provided_validation,revenue,0.13,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_no_val,provided_validation,city,0.3076923076923077,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_no_val,provided_validation,country,0.875,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_no_val,provided_validation,assets,0.91,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val,provided_validation,name,0.85,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val,provided_validation,founded,0.717391304347826,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val,provided_validation,revenue,0.06,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val,provided_validation,city,0.4230769230769231,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val,provided_validation,country,0.8863636363636364,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val,provided_validation,assets,0.91,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val_stats,provided_validation,name,0.85,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val_stats,provided_validation,founded,0.717391304347826,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val_stats,provided_validation,revenue,0.06,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val_stats,provided_validation,city,0.4230769230769231,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val_stats,provided_validation,country,0.8863636363636364,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,llm_val_stats,provided_validation,assets,0.85,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic_stats,provided_validation,name,0.85,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic_stats,provided_validation,founded,0.7391304347826086,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic_stats,provided_validation,revenue,0.0,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic_stats,provided_validation,city,0.3076923076923077,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic_stats,provided_validation,country,0.8863636363636364,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,heuristic_stats,provided_validation,assets,0.85,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
companies-augmented-medium,iterative,provided_validation,name,0.85,,,DI-Bench/runs/augmented/companies/medium/fusion/optimization_provided_val/comparison_summary_validation.csv
