case,source_dataset,source_column,target_dataset,target_column,score,notes,source_file
companies-augmented-medium,dbpedia,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,dbpedia,org_nm,Companies,name,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,dbpedia,est_yr,Companies,founded,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,dbpedia,ctry,Companies,country,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,dbpedia,hq_city,Companies,city,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,dbpedia,sect,Companies,industry,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,dbpedia,kp_nm,Companies,keypeople,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,dbpedia,tot_ast,Companies,assets,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,dbpedia,ann_inc,Companies,revenue,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/dbpedia_mapping.csv
companies-augmented-medium,forbes,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/forbes_mapping.csv
companies-augmented-medium,forbes,name,Companies,name,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/forbes_mapping.csv
companies-augmented-medium,forbes,country,Companies,country,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/forbes_mapping.csv
companies-augmented-medium,forbes,industry,Companies,industry,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/forbes_mapping.csv
companies-augmented-medium,forbes,assets,Companies,assets,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/forbes_mapping.csv
companies-augmented-medium,forbes,revenue,Companies,revenue,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/forbes_mapping.csv
companies-augmented-medium,fullcontact,id,Companies,id,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-medium,fullcontact,nm,Companies,name,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-medium,fullcontact,cn,Companies,country,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-medium,fullcontact,cy,Companies,city,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-medium,fullcontact,kp,Companies,keypeople,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/fullcontact_mapping.csv
companies-augmented-medium,fullcontact,fy,Companies,founded,0.95,llm_based_matching,DI-Bench/runs/augmented/companies/medium/schema_matching/mappings/fullcontact_mapping.csv
