source_dataset,source_column,target_dataset,target_column,score,notes
products_4,id,Hardware Product,id,0.95,llm_based_matching
products_4,br,Hardware Product,brand,0.95,llm_based_matching
products_4,t,Hardware Product,title,0.95,llm_based_matching
products_4,dsc,Hardware Product,description,0.95,llm_based_matching
products_4,amt,Hardware Product,price,0.95,llm_based_matching
products_4,ccy,Hardware Product,priceCurrency,0.95,llm_based_matching
products_4,link,Hardware Product,url,0.95,llm_based_matching
products_4,tdsc,Hardware Product,title_description,0.95,llm_based_matching
products_4,m,Hardware Product,model,0.95,llm_based_matching
products_4,mno,Hardware Product,model_number,0.95,llm_based_matching
products_4,ptyp,Hardware Product,product_type,0.95,llm_based_matching
products_4,cn,Hardware Product,chipset_name,0.95,llm_based_matching
products_4,vrm,Hardware Product,vram_gb,0.95,llm_based_matching
products_4,stg,Hardware Product,storage_gb,0.95,llm_based_matching
products_4,rs,Hardware Product,read_speed_mb_s,0.95,llm_based_matching
products_4,ws,Hardware Product,write_speed_mb_s,0.95,llm_based_matching
products_4,bt,Hardware Product,bus_type,0.95,llm_based_matching
products_4,it,Hardware Product,interface_type,0.95,llm_based_matching
products_4,wd,Hardware Product,width_mm,0.95,llm_based_matching
products_4,ln,Hardware Product,length_mm,0.95,llm_based_matching
products_4,ht,Hardware Product,height_mm,0.95,llm_based_matching
products_4,wt,Hardware Product,weight_g,0.95,llm_based_matching
products_4,sc,Hardware Product,storage_connection_type,0.95,llm_based_matching
products_4,mt,Hardware Product,memory_type,0.95,llm_based_matching
products_4,col,Hardware Product,color,0.95,llm_based_matching
products_4,ff,Hardware Product,form_factor,0.95,llm_based_matching
