source_dataset,source_column,target_dataset,target_column,score,notes
products_1,id,Hardware Product,id,0.95,llm_based_matching
products_1,brnd,Hardware Product,brand,0.95,llm_based_matching
products_1,prd_ttl,Hardware Product,title,0.95,llm_based_matching
products_1,desc,Hardware Product,description,0.95,llm_based_matching
products_1,prc,Hardware Product,price,0.95,llm_based_matching
products_1,cur,Hardware Product,priceCurrency,0.95,llm_based_matching
products_1,product_url,Hardware Product,url,0.95,llm_based_matching
products_1,t_desc,Hardware Product,title_description,0.95,llm_based_matching
products_1,mdl,Hardware Product,model,0.95,llm_based_matching
products_1,mdl_no,Hardware Product,model_number,0.95,llm_based_matching
products_1,prd_typ,Hardware Product,product_type,0.95,llm_based_matching
products_1,chip,Hardware Product,chipset_name,0.95,llm_based_matching
products_1,vram,Hardware Product,vram_gb,0.95,llm_based_matching
products_1,stor,Hardware Product,storage_gb,0.95,llm_based_matching
products_1,rd_speed_mbs,Hardware Product,read_speed_mb_s,0.95,llm_based_matching
products_1,wr_speed_mbs,Hardware Product,write_speed_mb_s,0.95,llm_based_matching
products_1,bus_t,Hardware Product,bus_type,0.95,llm_based_matching
products_1,iface_t,Hardware Product,interface_type,0.95,llm_based_matching
products_1,w_mm,Hardware Product,width_mm,0.95,llm_based_matching
products_1,l_mm,Hardware Product,length_mm,0.95,llm_based_matching
products_1,h_mm,Hardware Product,height_mm,0.95,llm_based_matching
products_1,wt_g,Hardware Product,weight_g,0.95,llm_based_matching
products_1,stor_conn,Hardware Product,storage_connection_type,0.95,llm_based_matching
products_1,mem_t,Hardware Product,memory_type,0.95,llm_based_matching
products_1,clr,Hardware Product,color,0.95,llm_based_matching
products_1,form_f,Hardware Product,form_factor,0.95,llm_based_matching
